dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT bodies EN,dita_body:bd889c6887280ec46586,body_en_cluster_00372,yes,4,conbody,dita_conbody,en/KA-03382_EN/ka-03382_policy.dita,Policy,concept,en,281,2e3483042b117be429ade093297eb5d35db595cd,"According to the Canada Pension Plan (CPP), the Old Age Security Act (OAS Act) and the Financial Administration Act , a remission is the decision to forgive an otherwise legally enforceable debt. This means that the debt is forgiven and the Crown gives up the right to resume collection at a future date. The debtor is released from the obligation to repay their overpayment. After a remission is approved on the overpayment or a specified portion of the overpayment, the Department gives up the right to resume recovery or collection of the overpayment at a future date. The individual is released from the obligation to repay because the overpayment is forgiven and no longer exists. As a rule, decisions to remit or not to remit an overpayment are upheld by the delegated official and will not be re-visited except in cases where there is: a gross error or misapplication of the legislation; new information that is discovered; or a jurisdictional error. Any payment received from an individual after their overpayment has been remitted must be returned to them since the overpayment no longer exists. However, if the individual insists on repaying the overpayment after it has been remitted, the Minister may accept the payment as a donation. In situations where a portion of an overpayment has already been recovered or repaid and a subsequent decision is made to remit the overpayment, the balance of the overpayment is remitted. There is no authority to reissue the already recovered funds to the individual when the Department has determined there was originally no entitlement to those funds. This includes situations where the cause of the overpayment was due to Erroneous Advice/Administrative Error (EA/AE)."
KMT bodies EN,dita_body:6920e88c6214ade5fe6e,,no,,conbody,dita_conbody,en/KA-03382_EN/ka-03382_reasonably_foreseeable_future.dita,Reasonably foreseeable future,concept,en,175,60f74ae2e7ce2fddb2a39902457142fd6e6c1ca1,"The reasonably foreseeable future is the period of time over which the substantial portion of an overpayment is recovered. For example, this can be applied in situations where an individual dies and: leaves no estate; or the estate has been finalized and there is no other means of recovery. In this situation, the overpayment will not be recovered within the reasonably foreseeable future and can be considered for remission. In order to remit an overpayment, the Minister must be satisfied that the overpayment cannot be collected in the reasonably foreseeable future. When considering the remission under this condition, proof of attempted recovery actions taken (i.e. proof of the estate being insolvent or closed) and proof of death should be obtained before remitting the overpayment. The remission can only be completed once a response is received confirming that there are no funds to repay the overpayment or that the estate is closed or insolvent. In situations where recovery attempts are made but there is no response, the overpayment is written off and is not remitted."
KMT bodies EN,dita_body:af0acbc962e7dfdc754f,body_en_cluster_00895,yes,2,conbody,dita_conbody,en/KA-03382_EN/ka-03382_the_cost_of_recovery_exceeds_the_overpayment.dita,The cost of recovery exceeds the overpayment,concept,en,68,9723c3f497ae09f8fd7bac19398cb53dc465004d,"Cost of recovery is applied when the administrative costs of collecting an overpayment are equal to or more than the amount of an overpayment. In these situations, remitting the overpayment can be considered. Service Canada determined it expends over $100.00 to recover an overpayment. Therefore, initial overpayments of $100.00 and under on inactive accounts are remitted automatically as the cost of recovery exceeds the overpayment amount."
KMT bodies EN,dita_body:9fe2ce4dbca071047d33,,no,,conbody,dita_conbody,en/KA-03382_EN/ka-03382_undue_hardship.dita,Undue hardship,concept,en,96,e7664eae7b9cd7d22ff546ab21809648d0c320ae,"Permanent undue hardship exists when it is determined that an individual will never be able to repay their overpayment without being deprived of the necessities of life. When an individual is in a permanent situation of undue hardship, remitting an overpayment can be considered. However, permanent undue hardship must be established before remitting an overpayment. Remission should not be considered initially, but on a case-by-case basis, after recovery has been attempted. You must obtain proof of attempted recovery actions taken, a statement from the individual claiming undue hardship and standardized financial assessments before remitting the overpayment."
KMT bodies EN,dita_body:c6e35b684bd091f07473,,no,,conbody,dita_conbody,en/KA-03382_EN/ka-03382_when_will_a_remission_be_considered.dita,When will a remission be considered?,concept,en,322,27d80a4a4e04ad79d7ba464ef8e8bf732207746e,"The first course of action is to attempt recovery of the overpayment. It is the Department's policy that recovery must be pursued on all overpayments. This excludes situations where EA/AE has been established and inactive accounts with an initial overpayment amount of $100.00 and under. The last course of action in the recovery process is remission. According to the provisions set out in the CPP and the OAS Act, consideration for remission must be carried out on a case-by-case basis. The CPP and the OAS Act specify that a remission of an overpayment may be considered under the condition that the Minister is satisfied that: the overpayment cannot be recovered within the reasonably foreseeable future; the cost of recovery exceeds the overpayment amount; the repayment of the overpayment would cause undue hardship; or the overpayment is the result of EA/AE. If one of the above conditions exist, then the Minister may remit all or a portion of the overpayment. However, it may be reconsidered if an individual is convicted of an offence under any provision of the CPP, the OAS Act or under the Criminal Code in connection with obtaining the benefit payment. If an individual is convicted of an offence (i.e. fraud, first or second-degree murder or manslaughter that disentitles them to benefits) in connection with an overpayment, the Department cannot remit the overpayment. The overpayment remains a recoverable overpayment and recovery action will continue. In addition, the overpayment cannot be considered under the write-off provisions, until every possible effort has been exhausted to recover and collect the overpayment. Whenever it is not 100% certain that one of the four conditions listed above are met, it is recommended that the overpayment be considered for a write-off rather than remission. According to the Treasury Board Policy within the Department, all approved remissions must be retained to establish an audit trail in accordance with general requirements on file retention."
KMT bodies EN,dita_body:c7d5e313b9ed7e33dff3,body_en_cluster_00236,yes,2,refbody,dita_refbody,en/KA-03383_EN/ka-03383_legislation_and_regulations.dita,Legislation and regulations,reference,en,48,05e8386c3a60272569068ae4553ae924cadcc3c2,Bankruptcy and Insolvency Act Subsection 12(4)—Registrar to act for official receiver Subsection 49(1)—Assignment for general benefit of creditors Subsection 178(1)—Debts not released by order of discharge Income Tax Act Section 224.1—Recovery by deduction or set-off Debt Servicing and Reduction Account Act
KMT bodies EN,dita_body:9f638d2e2b626701d723,,no,,conbody,dita_conbody,en/KA-03383_EN/ka-03383_policy.dita,Policy,concept,en,331,b2e652df0f2d4395cc500ccc1773ca57075226c1,"The Department’s policy ensures that any overpayment is recoverable and that the first course of action is to attempt recovery of the overpayment in full with the following exceptions: where Erroneous Advice/Administrative Error (EA/AE) has been established; and on inactive accounts with an initial overpayment amount of $100.00 and under. No overpayment will be written-off until every possible effort has been made to recover it and all possibilities for collecting it have been exhausted. Only overpayments that are truly uncollectible should be written-off. A write-off, as it pertains to the Financial Administration Act , is the removal of an overpayment, in whole or in part, from the accounts receivable records. The writing-off of an overpayment obligation or claim does not, however, affect the right of Her Majesty to collect or recover the overpayment, obligation or claim in the future. There are no provisions in the CPP or the OAS Act regarding overpayment write-offs. The authority for overpayment write-off comes from the Financial Administration Act and its Debt Write-off Regulations. The Programs can recommend that overpayments be written-off, however the Chief Financial Officer Branch is the delegated authority to approve write-offs. UPDATED! The National Write-Off and Remissions Review Committee carries out a formal review for approval of any recommended write-off for overpayments $25,000.00 and over. When to consider a write-off? The Department may recommend a write-off for a CPP or OAS overpayment in the following situations: All avenues for recovery have been exhausted; An overpayment balance remains after a compromise settlement; An overpayment balance remains after a consumer proposal is accepted; An individual is bankrupt under the Bankruptcy and Insolvency Act with an overpayment balance before the date of filing and has been granted a full discharge by the bankruptcy court; or An individual has an overpayment that has arisen from a conviction of any offence under any provision of the CPP or OAS Act or the Criminal Code , and it cannot be recovered despite all collection attempts."
KMT bodies EN,dita_body:7232423eae62f31a0f98,body_en_cluster_00734,yes,3,conbody,dita_conbody,en/KA-03384_EN/ka-03384_benefits_pensions_and_provisions_that_a_bc959af0.dita,"Benefits, pensions and provisions that are processed post-mortem Updated",concept,en,126,0d2bb559babf318a1e4df2eb8be0510f52da1eb7,"The following benefits are processed post-mortem: OAS pension; CPP RTR pension. If the individual is 70 + 1 month or older at the time of death Disabled Contributor's Child's Benefit ( DCCB ), as long as the contributor was receiving CPP DSB for the relevant period; SVR pension; Surviving Child's benefit; Credit Splitting requests or applications; and Child Rearing Provision (CRP) requests. CPP and OAS pension and benefit applications share the same rules (except for credit splitting and CRPs) regarding the payment of post-mortem benefits. The requirements are as follows: an application is made in writing and is received by the Department; the individual would have qualified for the pension or benefit before their death; and the application is received within one year of the person's date of death."
KMT bodies EN,dita_body:b27e2dfb11379aa41c57,,no,,conbody,dita_conbody,en/KA-03384_EN/ka-03384_benefits_that_are_not_processed_post-mo_8eba6edc.dita,Benefits that are not processed post-mortem Updated,concept,en,184,e3f7247b1783594bfdf4225f1b5c0153b442c1f4,"CPP pension and benefits The following CPP pension and benefits are not processed post mortem if the application is received on or after January 1, 1998 : CPPD benefit, including an automatic reinstatement application received after the Date of Death (DOD); PRDB , including an automatic reinstatement application received after the DOD; and CPP RTR pension, if the individual is between the ages of 60 and 70 at the time of their death. Applications for the pensions and benefits above must be signed by the individual or their legal representative and received by the Department on or before the individual's DOD. Applications for these pensions and benefits received after the individual's DOD must be denied. OAS benefits The following OAS benefits are not processed post-mortem if the application is received on or after May 3, 2007 : the GIS; the ALW benefit; and the ALWS benefit. Applications for the GIS, ALW or ALWS benefits must be signed by the individual or their legal representative and received by the Department on or before the individual's DOD. Applications for the above benefits received after the DOD must be denied."
KMT bodies EN,dita_body:843636eea87c6e82258d,body_en_cluster_00384,yes,2,conbody,dita_conbody,en/KA-03384_EN/ka-03384_evidence_to_support_a_post-mortem_application.dita,Evidence to support a post-mortem application,concept,en,117,d4aea7cfb7db6d78f98b13a20990d28402764b81,"The documentary evidence required to support a post-mortem application is the same as the evidence required if the application had been received before the individual's death. In addition, the following supporting documentation is necessary: acceptable evidence of death; and a written statement from the executor or administrator (in cases where the executor or court-appointed administrator has not already identified themselves on the application) which includes the following: a declaration they are responsible for the administration of the estate; and payment address information; or an indemnity agreement is required in cases where there is no estate, the estate is closed, or a benefit or pension application is submitted by any other person who is approved as a payee."
KMT bodies EN,dita_body:3e70bb29762062845b4c,,no,,conbody,dita_conbody,en/KA-03384_EN/ka-03384_individuals_who_may_apply_on_behalf_of__a4607a46.dita,Individuals who may apply on behalf of a deceased individual,concept,en,50,0d583b4fad2070438910b674c1a114bb08964f17,"The following individuals may apply on behalf of a deceased individual: the executor of the deceased individual's estate; the deceased individual's representative or heirs, when there is no estate; or the individual or agency (designated by the Minister) having custody and control of a child immediately before the child's death."
KMT bodies EN,dita_body:33227a90614e9a4ff001,body_en_cluster_00370,yes,22,refbody,dita_refbody,en/KA-03384_EN/ka-03384_legislation_and_regulations.dita,Legislation and regulations,reference,en,249,078410974e1aa86f940d1fbb5e8eaa632c2ec924,"Canada Pension Plan Section 42(1)—Interpretation, Definitions Section 44(2)—Calculation of minimum qualifying period in case of disability pension and disabled contributor's child's benefit Section 48—Calculation of Benefits, Retirement Pension, Average monthly pensionable earnings in case of pension commencing after December 1975 Section 49—Calculation of Benefits, Retirement Pension, Contributory period Section 53.3(1)—Attribution of amount for first additional contributory period—one child Section 53.4(1)—Attribution of amount for second additional contributory period—one child Section 54—Base unadjusted pensionable earnings for years of division Section 55.1(1)—Division of unadjusted pensionable earnings for divorce and annulments before the coming into force of section 55.1 Section 56(5)—Calculation of Benefits, Disability Pension, Contributory period Subsection 60(2)—Application for benefit Subsection 60(5)—Application deemed to be received on date of death Old Age Security Act Section 7.1—Voluntary deferral—full monthly pension Section 29—Application for pension by estate etc. Section 30—Retroactive pension by survivor CPP regulations Section 37—Pensions and supplementary benefits Section 43—Application for benefits, for assignment of as retirement pension and for division of unadjusted pensionable earnings Section 44—Application for benefits, for assignment of as retirement pension and for division of unadjusted pensionable earnings Section 52—Information and evidence required to be furnished by an applicant Section 53—Information and Evidence Required to be Furnished by an Applicant or Beneficiary Section 57—Payment of benefits unpaid at death Section 77(c)(d)—Family Allowance Recipient OAS regulations Section 24(5)—Payment to person other than beneficiary"
KMT bodies EN,dita_body:bc3c32005c0a232ff033,body_en_cluster_00513,yes,7,conbody,dita_conbody,en/KA-03384_EN/ka-03384_policy.dita,Policy,concept,en,51,f41c771fbe197c526633ddcf242a933be26fb631,"A CPP or OAS application is considered post-mortem when it is received after the Date of Death (DOD) of the individual. Even if the individual signs the application and it is received after the DOD, the application is considered post-mortem. Post-mortem applications are deemed to have been received on the DOD."
KMT bodies EN,dita_body:1cbacfa794612fe04253,,no,,conbody,dita_conbody,en/KA-03384_EN/ka-03384_post-mortem_gis_alw_and_alws_benefit_ap_935c0e28.dita,"Post-mortem GIS, ALW and ALWS benefit applications",concept,en,161,a0d8fa0c90941993cc410c560e1d19650e9252e8,"Post-mortem applications for the GIS, ALW and ALWS benefits can only be processed if they have been received before May 3, 2007. The limitation on post-mortem GIS, ALW and ALWS benefits applies to the application for the benefit and not to the renewal of the benefit. Beneficiaries who have made a lifetime GIS, ALW or ALWS benefit application have met the requirement of making an initial application for the benefit. When renewing the GIS, ALW or ALWS benefit, if a statement of income is provided on behalf of a deceased beneficiary, or if it is received after the Date of Death (DOD), the GIS, ALW or ALWS benefit can be paid when there is continued eligibility or entitlement up to the DOD. The statement of income and the statement of estimated income are not considered post-mortem applications. In addition, the Canada Revenue Agency income feed is a statement of income and not an application for the GIS, ALW or ALWS benefit."
KMT bodies EN,dita_body:1468eed6084ae8ef4976,body_en_cluster_00225,yes,2,conbody,dita_conbody,en/KA-03384_EN/ka-03384_time_limit_to_receive_a_post-mortem_application.dita,Time limit to receive a post-mortem application,concept,en,358,207a4066d11dcdc060be7735314d3499d002d276,"OAS pension For an OAS pension, the Department must receive the application within one year of the Date of death (DOD) of the deceased individual. CPP CPP has similar provisions to OAS in that, for some benefits, the Department may receive the application within one year of the DOD of the deceased individual. However, for other benefits, the application must have been received by the Department on or before the individual's DOD. Specific rules for each benefit follow. RTR pension Where a contributor's DOD occurs in the month the individual turned age 70, or earlier, their RTR pension application must have been received by the Department on or before their DOD. Applications received after their month of death must be denied. For example, there is no provision to process an application on behalf of a deceased person where: the contributor dies: before age 70; or in the month of their 70th birthday; and the application is received after the month of their death. However, the application can be processed if: the contributor's date of death occurs anytime after the month the individual turned age 70; valid earnings and contributions have been made to the CPP; and the Department receives the RTR pension application within one year of the contributor's date of death. Credit splitting provision An application or request for a post-mortem credit splitting may be made by: the estate or succession of either spouse or common-law partner; a personal representative; the deceased individual's child; or someone on behalf of that child, if the child is under the age of 18. Applications or requests for credit splitting received after the death of an individual are treated differently than those for benefits and pensions under the CPP and OAS programs. The timelines for the submission of a post-mortem credit splitting request or application are based on whether the members forming the couple are: former spouses upon divorce or legal annulment; separated spouses; or former common-law partners requesting a Credit Split. The date of death is taken into consideration when applying the timelines for accepting a request. For more information on credit splitting application timelines, Canada Pension Plan – Credit Splitting (Policy)"
KMT bodies EN,dita_body:855d4f1d37d6b751b04b,,no,,conbody,dita_conbody,en/KA-03385_EN/ka-03385_canada_revenue_agency_set-off.dita,Canada Revenue Agency set-off,concept,en,37,ee05d034ad371175ae10498739ccedba78e4ba56,Section 224.1 of the Income Tax Act empowers the Minister of National Revenue to request the recovery of an income tax debt from a CPP or OAS pension or benefit without obtaining authorization from the beneficiary.
KMT bodies EN,dita_body:9ce93f07a708cea37902,body_en_cluster_00860,yes,2,conbody,dita_conbody,en/KA-03385_EN/ka-03385_family_orders_and_agreements_enforcement.dita,Family orders and agreements enforcement,concept,en,473,884ed114a7a5cd7cfe84c943fe0d2b2f10fccd55,"Part II of the Family Orders and Agreements Enforcement Assistance Act provides for the garnishment of designated federal monies to satisfy support orders or provisions. The following creditor types who are owed money under the terms of a defaulted support order can initiate a request for garnishment: the spouse or former spouse (creditor); the common-law partner or former common-law partner (creditor); the creditor's lawyer; or provincial or territorial enforcement services or social service agencies. To apply for assistance, a creditor can petition a court for a garnishee summons against the judgment debtor. In some jurisdictions, it is possible to obtain a garnishee summons without proceeding to court. The garnishee summons and an application for garnishment and support documents are then submitted to the Federal Minister of Justice. Upon receipt of a valid application, the Department of Justice informs the debtor that garnishable monies can be intercepted. As applicants do not specify the funds they believe will be paid to the debtor, the Department of Justice automatically requests searches of all eligible funds. The following federal monies can be intercepted at the source department: income tax refunds; employment insurance benefits; interest on unmatured Canada Savings Bonds held by the Bank of Canada; training income supplement; OAS benefits; benefits payable under the CPP, excluding: benefits payable in respect of children; and benefits paid on behalf of a beneficiary to a province or municipality and death benefits; agricultural stabilization payments; Western Grain stabilization payments; and Canadian Dairy Commission payments. Following notification, source departments report to the Department of Justice as to whether garnishable monies are payable (or may be payable in the future) to the debtor. If funds are available, the source department indicates to the Department of Justice both the amounts and the dates when those funds are payable. The Family Orders and Agreements Enforcement Assistance Unit evaluates the funds available based on the information received from source departments, against the financial terms of the garnishee summons and instructs the source department to transfer all or some of the money to the Department of Justice. The funds are deposited in a trust account and a cheque is issued to the court or enforcement service that issued the summons. The garnishment order is binding for a period of 5 years or until the summons is satisfied in full. Exception An exception occurs where funds are garnished periodically. If a garnishee summons is of continuing effect and remains unsatisfied in full at the end of the 5-year period, it continues to bind any sources of money until the summons is satisfied. If, however, after the 5-year period is expired, no funds are garnished for a period of 180 consecutive days, the summons ceases to bind the government. Public trustee Note that applications received from the public trustee must be actioned even when a garnishment action has started."
KMT bodies EN,dita_body:0680a203ae3524667f0c,,no,,refbody,dita_refbody,en/KA-03385_EN/ka-03385_legislation_and_regulations.dita,Legislation and regulations,reference,en,32,20fee67584660746292c078f28ec017bcfa5a2ba,Canada Pension Plan Subsection 66(2.1)—Set-off Family Orders and Agreements Enforcement Assistance Act Part II Income Tax Act Section 224.1 Old Age Security Act Subsection 37(2.1)—Set-off
KMT bodies EN,dita_body:2e6e953d96c31eec3d68,,no,,conbody,dita_conbody,en/KA-03385_EN/ka-03385_set-offs_involving_other_federal_departments.dita,Set-offs involving other federal departments,concept,en,71,43b16e1de7383a4acd94b51f66577688654cb416,"Service Canada honours set-off requests from other federal departments providing such requests are made in writing at the ministerial level. This does not mean that the Minister or the Minister's deputy must approve each request for set-off. Rather the Minister exercises discretion by authorizing set-offs against entire classes of payments or in accordance with specific criteria. When the Minister has made such an authorization, requests for set-off can be processed administratively."
KMT bodies EN,dita_body:4f0cd3faaa6577080a8b,body_en_cluster_00009,yes,279,refbody,dita_refbody,en/KA-03386_EN/ka-03386_references.dita,References,reference,en,15,1438dae2ca29d0802b4a2bcdc1b2aaec16bfb9a4,There is no reference material. (KA-01423 Snippet 14.0 content. Do not modify or delete.)
KMT bodies EN,dita_body:2f64317bef4c8ee5ff08,,no,,conbody,dita_conbody,en/KA-03386_EN/ka-03386_voluntary_deductions.dita,Voluntary deductions,concept,en,43,a6ba9bc16b3150ae5e805e347130100fa033abe2,The only accepted voluntary deductions from a CPP or OAS pension or benefit are from Veterans Affairs Canada. The individual must make the request in writing for voluntary deduction from their CPP or OAS benefit to repay a debt to Veterans Affairs Canada.
KMT bodies EN,dita_body:5257fa9674c2976d1525,,no,,conbody,dita_conbody,en/KA-03386_EN/ka-03386_voluntary_tax_withhold.dita,Voluntary tax withhold,concept,en,151,35135467861b955ddc20ffb32bed515fb26b1a3a,"Recipients of CPP or OAS pensions or benefits may request that an amount be deducted each month from their benefit payment for income tax purposes. Income tax is not automatically deducted from CPP and OAS payments. The beneficiary is responsible for providing the amount or percentage that they would like to be withheld: Voluntary tax withholds can only be requested by residents of Canada. The withheld amounts can only be applied to the current year's income tax. They cannot be used to reimburse the Canada Revenue Agency for income tax owing from a previous year or to pay any other form of tax. Withholding a percentage of the benefit will automatically adjust the amount withheld when the benefit is indexed. If a dollar amount is withheld, it will not increase when the benefit is indexed. A withhold will remain in place until the beneficiary requests that it be removed or modified."
KMT bodies EN,dita_body:a98b5d04ee4295ac2b2d,body_en_cluster_00781,yes,2,conbody,dita_conbody,en/KA-03387_EN/ka-03387_key_principles_common_to_both_cpp_and_o_656fd007.dita,Key principles common to both CPP and OAS benefits,concept,en,190,671057d7dec390bef790786b926bdf6f821e2dd4,"Payments of a benefit can be suspended to determine continuing eligibility or entitlement in the following circumstances: failure to respond (e.g. attempts to correspond with beneficiaries by mail to request information to confirm their ongoing eligibility or entitlement to benefits and no response is received); the beneficiary fails to comply with the legislation (e.g. the beneficiary responds but refuses to provide the requested information); reviewing the third-party administration of a beneficiary's account; notification that a beneficiary's address has changed by way of returned correspondence, benefit payments, T4s, applications or cheques. The beneficiary's direct deposit payments could not be deposited because the account is closed. After making reasonable but unsuccessful efforts to locate a beneficiary, the Department must suspend payment of the benefit. the death of the beneficiary. When a beneficiary dies, the account is first suspended. However, once any outstanding receivables are recovered and proof of death is received (if applicable), the benefit is cancelled manual adjustments to the type or amount of the benefit are required; the monthly payments of a benefit are combined into one larger periodic payment; the beneficiary's eligibility or entitlement is in question."
KMT bodies EN,dita_body:ce0c09a3bfb6df00765c,body_en_cluster_00370,yes,22,refbody,dita_refbody,en/KA-03387_EN/ka-03387_legislation_and_regulations.dita,Legislation and regulations,reference,en,49,977ca2417f555ae3df6844cd0c75deafeed1d228,Canada Pension Plan Subsection 60—Application for benefit Section73—Duration of payment CPP regulations Subsection 59(1)—Withholding of benefits Subsection 70(1)(2)—Determination of Disability Old Age Security Act Section 9—Suspension of pension where pensioner leaves Canada Section 20—Failure to comply with Act OAS regulations Section 26—Suspension of payments
KMT bodies EN,dita_body:b4dd63fe6be97f9ac159,,no,,conbody,dita_conbody,en/KA-03387_EN/ka-03387_other_reasons_specific_to_cpp_childrens_77f77599.dita,Other reasons specific to CPP Children's benefits Updated,concept,en,36,1cff75db5c440b70d8a316a64da80b48923bceff,Payments of CPP Children's benefits can be suspended to determine continuing eligibility when waiting for or reviewing documentation to determine the payee for a Disabled Contributor's Child's Benefit or Surviving Child's benefit from a new custodian.
KMT bodies EN,dita_body:4b37659a475b7a0b2cef,body_en_cluster_00585,yes,7,conbody,dita_conbody,en/KA-03387_EN/ka-03387_other_reasons_specific_to_oas_pension_a_bd63d9cf.dita,Other reasons specific to OAS pension and benefits,concept,en,149,742618b4c1b077329807814cd6de7d0328aad0a7,"Although different situations can necessitate the suspension of a benefit, OAS pensions or benefits are usually suspended for the following reasons: the Canada Revenue Agency notifies the Department that the OAS pension recipient is living in a foreign country and has not submitted the OAS Return of Income form; reviewing residence for OAS pension, GIS, ALW and ALWS benefits if entitlement is questioned; the pensioner or beneficiary is not entitled due to incarceration. Suspension of all OAS benefit payments are effective the month following the month of incarceration; if the pensioner leaves Canada for a period exceeding 6 months, not including the month of departure, and the pensioner has fewer than an aggregate of 20 years of residence in Canada after the age of 18. Payment of the OAS pension may resume the month in which the pensioner returns to Canada or the month residence in Canada is resumed."
KMT bodies EN,dita_body:cac1b31448e8174eb4a8,body_en_cluster_00013,yes,2,conbody,dita_conbody,en/KA-03387_EN/ka-03387_policy.dita,Policy,concept,en,251,e97e131103cfecb1de9e6cc6f2dda4252cd5fc54,"The Canada Pension Plan and the Old Age Security Act authorize the suspension of pension and benefit payments when a beneficiary's continuing eligibility or entitlement is in question and requires an investigation. If an individual is the subject of an investigation either by the Department or by the RCMP on behalf of the Department, consultation with the Integrity Services Branch (ISB) is required before any action to suspend the benefits is taken. The suspension of a benefit is an administrative measure used to temporarily stop the payment of a benefit to: confirm ongoing eligibility or entitlement; or take administrative actions. Suspensions are usually followed by an action to either resume the payments or to cancel the benefit. Beneficiaries expect that the benefit will be paid continuously after they have applied and been found to be eligible. Interruption in payments can have serious ramifications for beneficiaries. Therefore, all living CPP and OAS beneficiaries with a known address must receive a written notice a minimum of 30 days before the suspension of the benefits. A benefit remains suspended until the Minister is satisfied that the beneficiary continues to meet the eligibility criteria, in which case the benefit is reinstated. If an ISB investigation reveals a beneficiary is not eligible to the benefit in question, the payment of the benefit may be cancelled. A suspension must not remain in place for any longer than it takes to confirm continuing eligibility or to process transactions to correct the type, amount or method of benefit payment."
KMT bodies EN,dita_body:e4fd23dcbe6c9dddc535,,no,,conbody,dita_conbody,en/KA-03387_EN/ka-03387_suspension_of_the_gis_alw_or_alws.dita,"Suspension of the GIS, ALW or ALWS",concept,en,263,94d8ca84b3bec9b1df78c478f567d6fa8110646c,"The GIS, ALW and ALWS can be suspended if: the pensioner spouse or common-law partner dies, in which case the ALW benefit can be converted into an ALWS benefit; the ALW or ALWS beneficiary reaches age 65, and the benefits are not automatically converted to the OAS pension and the GIS; the pensioner is no longer entitled to receive the GIS; the pensioner requests in writing that their OAS pension be cancelled, in which case the ALW will be suspended and must be repaid to the Department, if applicable; the ALW beneficiary becomes divorced or separated from their pensioner spouse or common-law partner, or the ALWS beneficiary no longer meets the definition of a survivor; the GIS, ALW or ALWS beneficiary has been absent from Canada for a period of more than 6 months excluding the month of departure; the GIS, ALW or ALWS beneficiary is not entitled due to a sponsorship agreement; there is no entitlement to the OAS pension for any month; or after the June payment, the income is in excess or the income information and has not been received in time to be processed before reversion. In most situations, the pensioner can retain their Lifetime renewal designation and the ALW or ALWS beneficiary can retain their Lifetime renewal designation when the benefit is suspended. As long as the individual is eligible to receive the ALW or ALWS benefit, the lifetime status cannot change. However, the Minister retains the right to request an ALW or ALWS application and a statement of income at any time to confirm eligibility or entitlement."
KMT bodies EN,dita_body:6588ef3f307fdacaa440,,no,,conbody,dita_conbody,en/KA-03387_EN/ka-03387_when_a_suspension_is_not_appropriate.dita,When a suspension is not appropriate,concept,en,97,d020a2a6e973eaed5146745372203ddec6000dea,"Suspension may not be appropriate in the following circumstances: the beneficiary has not been notified that the suspension will take place, unless the address is not known, within the required timeline; the DSB or PRDB cannot be suspended solely at the request of a beneficiary; the DSB or PRDB beneficiary's medical condition must first be considered before a suspension can be approved; immediately upon receipt of an informant lead, or suspected fraud or misrepresentation. No suspension action is taken until the details of the informant lead, suspected fraud or the misrepresentation is confirmed by Integrity Services Branch."
KMT bodies EN,dita_body:e967f7807a5b2b252c7f,body_en_cluster_00310,yes,3,conbody,dita_conbody,en/KA-03388_EN/ka-03388_cancellation_of_a_cpp_pension_or_benefi_026db52d.dita,Cancellation of a CPP pension or benefit within 12 months,concept,en,204,c93f758202f86aaf211280c8b0dd3294c049b59b,"An individual may request to cancel any CPP benefit, including CPPD benefits, provided the following conditions are met: the request is made in writing; and the cancellation request is received within 12 months of the date the first payment commenced. The pension or benefit may then be cancelled provided the following conditions are met: the beneficiary repays all amounts received no later than 12 months after the day in which their request for a cancellation is granted; and the request is not an ""in-favour"" request to cancel a CPP RTR pension ""in-favour"" of a CPP DSB benefit. When the written cancellation request is received, as long as the request is granted and all amounts are repaid within the prescribed timeframes, the pension or benefit is cancelled retroactive to the initial effective date. The application is considered never to have been made and the pension or benefit is considered never to have been paid. Therefore, if an individual wishes to receive a pension or benefit at a future date, they must submit a new application. If the beneficiary does not repay the amounts within the 12-month period, the pension and any related benefits are reinstated and any amounts already recovered are returned to the beneficiary."
