sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
"If there is no BPC on the Manual Pay tab, input a complete T074.",7,Activity_finish; Commerce_pay; Completeness; Locative_relation; Process_completed_state; Spatial_co-location; Text,165; 180; 1534; 199; 234; 2905; 298,1,1,procedure/generic/master_record.json
"In ACS, complete a Z-00-00-00 letter by copying and pasting the completed template .",7,Activity_finish; Attaching; Completeness; Duplication; Imitating; Process_completed_state; Text,165; 197; 1534; 11; 1672; 234; 298,1,1,procedure/task/actioning_cra_setoff_req_mps.json
"In ACS, create and send the appropriate letter.",7,Causation; Cause_to_start; Creating; Intentionally_create; Sending; Suitability; Text,5; 381; 319; 280; 243; 368; 298,1,1,procedure/task/actioning_letter_to_wrong_recipient.json
"In ACS, create and send the appropriate letter (D-01-00-00, N-00-00-00 or D-60-00-00).",7,Causation; Cause_to_start; Creating; Intentionally_create; Sending; Suitability; Text,5; 381; 319; 280; 243; 368; 298,1,1,procedure/task/out_canada_mod_indef_disentmnt.json
"In ACS, create and send the appropriate letters.",7,Causation; Cause_to_start; Creating; Intentionally_create; Sending; Suitability; Text,5; 381; 319; 280; 243; 368; 298,2,1,procedure/generic/rec_eia_lae_52.json
"In ACS, determine if letters were already sent to this employer for this ROE:",7,Coming_to_believe; Contingency; Control; Deciding; Employing; Text; Time_vector,23; 900; 1799; 363; 323; 298; 379,1,1,procedure/task/correcting_roe_error_calculation_regular.json
"In ACS, send a registered copy of the Z-02-00-00 letter.",7,Becoming_aware; Causation; Duplication; Imitating; Recording; Sending; Text,20; 5; 11; 1672; 1615; 243; 298,5,5,procedure/task/change_sin_ren.json; procedure/task/completing_roe_correction_fisher.json; procedure/task/completing_roe_correction_regular.json; procedure/task/correcting_roe_error_calculation_fisher.json; procedure/task/correcting_roe_error_calculation_regular.json
"In CAAPS, on the Transcript tab, determine if there is an appropriate template:",7,Coming_to_believe; Contingency; Control; Deciding; Locative_relation; Spatial_co-location; Suitability,23; 900; 1799; 363; 199; 2905; 368,1,1,procedure/task/ass_recon_file.json
"In Curam, review the letter in question as follows:",7,Compliance; Cotheme; Grasp; Point_of_dispute; Questioning; Relative_time; Text,117; 56; 979; 1608; 40; 81; 298,1,1,procedure/task/echec-lie-corres-cour-nl-corresp-failed-um.json
"In Cúram, update the client’s payment preferences to cheque as follows:",7,Cause_impact; Commerce_buy; Commerce_pay; Compliance; Cotheme; Grasp; Relative_time,395; 171; 180; 117; 56; 979; 81,1,1,procedure/task/ajou_mod_rens_depo_direct_fin-add_mod_end_direct_depo_curam.json
"In DARS, on the DC001 screen, determine if there is a credit balance:",7,Coming_to_believe; Contingency; Control; Deciding; Eclipse; Locative_relation; Spatial_co-location,23; 900; 1799; 363; 652; 199; 2905,2,1,procedure/task/comm_credit_refund.json
In FTS from the Caregiver/Compassionate care data entry (MCB1) update the entitlement weeks of the client.,7,Arriving; Calendric_unit; Commerce_buy; Desiring; Information; Measure_duration; Social_interaction_evaluation,54; 229; 171; 366; 1591; 224; 372,1,1,procedure/task/adjudicating_na_pcic_bw.json
"In FTS, calculate the remaining standard weeks payable.",7,Calendric_unit; Exemplariness; Existence; Left_to_do; Measure_duration; Remainder; State_continue,229; 2253; 660; 1041; 224; 1030; 1155,1,1,procedure/task/actioning_rt_c725_c726.json
"In FTS, determine for each client if the CT is continuing:",7,Activity_ongoing; Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Process_continue,164; 23; 171; 900; 1799; 363; 145,1,1,procedure/task/adjudicating_na_pcic_bw.json
"In FTS, determine if a BPC exists on the Manual pay tab:",7,Coming_to_believe; Commerce_pay; Contingency; Control; Deciding; Existence; Text,23; 180; 900; 1799; 363; 660; 298,1,1,procedure/task/inputting_rsvo_mps.json
"In FTS, determine if a D10 or D11 has been imposed because of a previously denied adjudication:",7,Affirm_or_deny; Coming_to_believe; Contingency; Control; Deciding; Prevent_or_allow_possession; Time_vector,2974; 23; 900; 1799; 363; 2056; 379,2,1,procedure/task/defer_adj_renewal_regular_ben.json
"In FTS, determine if a D5 is imposed on the claim:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,2,1,procedure/task/adjudicating_eb_ldl2.json
"In FTS, determine if a Renewal / Revised (M106) transaction has been stored for maternity entitlement.",7,Coming_to_believe; Commercial_transaction; Containing; Contingency; Control; Deciding; Storing,23; 177; 397; 900; 1799; 363; 1550,3,1,procedure/task/conv_matpar.json
"In FTS, determine if another MA that was previously overridden by an MA99 must be re-imposed:",7,Coming_to_believe; Contingency; Control; Deciding; Degree; Increment; Time_vector,23; 900; 1799; 363; 2001; 1001; 379,1,1,procedure/task/actioning_ipoc_ma_cycling_claimant_report.json
"In FTS, determine if the claim has been finalized:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,1,1,procedure/task/notunemp_level2.json
"In FTS, determine if the claim has been recreated:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,5,5,procedure/task/cancelling_payment_pr.json; procedure/task/changing_eiiac_pr.json; procedure/task/changing_family_order_agreement.json; procedure/task/changing_special_benefit_counter.json; procedure/task/modifying_wsc_pr.json
"In FTS, determine if the claim has been transferred:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,1,1,procedure/task/actioning_a_cps_reject_notification_ipoc.json
"In FTS, determine if the claim is BPNE:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,1,1,procedure/task/cor_auto_trig_fail.json
"In FTS, determine if the claim is dormant but can be reactivated.",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,2,1,procedure/task/inputting_cr.json
"In FTS, determine if the claim is in MPS:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,3,1,procedure/task/actioning_pse_wsc.json
"In FTS, determine if the claim to be recalculated is a commuter claim:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,19,16,procedure/generic/recalc-bpne-assessment.json; procedure/task/actioning_roe_wrong_sin.json; procedure/task/actionning_payment_fp.json; procedure/task/allocating_monies_received_bankrupt.json; procedure/task/antedate_initial_l1.json; procedure/task/completing_claim_regwi_l1.json; procedure/task/completing_roe_nswi.json; procedure/task/cs_reg.json; procedure/task/cs_se.json; procedure/task/cs_vbw.json; procedure/task/entering_cra_ir.json; procedure/task/entering_interim_roe.json; procedure/task/img_unclassified_queue.json; procedure/task/insurability_proc_ruling.json; procedure/task/insurability_request_ruling.json; procedure/task/pip_ccdwa.json
"In FTS, determine if the client is exempt from reporting:",7,Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Reporting; Statement,23; 171; 900; 1799; 363; 483; 43,8,4,procedure/task/actioning_fwcswws.json; procedure/task/actioning_pse_wsc.json; procedure/task/modifying_nwh_ws.json; procedure/task/modifying_nwh_ws_claim.json
"In FTS, determine if the dismissal occurred after the tentative BPC:",7,Coming_to_believe; Contingency; Control; Deciding; Firing; Relative_time; Time_vector,23; 900; 1799; 363; 326; 81; 379,1,1,procedure/task/dismissal_ds_ic.json
"In FTS, determine if the non-referred training information has been input on the Project tab",7,Coming_to_believe; Contingency; Control; Deciding; Education_teaching; Information; Project,23; 900; 1799; 363; 111; 1591; 1158,2,1,procedure/task/adj_nrt_pcic_cc.json
"In FTS, determine if the original renewal week has already been input:",7,Calendric_unit; Coming_to_believe; Contingency; Control; Deciding; Measure_duration; Time_vector,229; 23; 900; 1799; 363; 224; 379,1,1,procedure/task/antedate_renewal_l1.json
"In FTS, determine if the referred training information is displayed on the Project tab:",7,Coming_to_believe; Contingency; Control; Deciding; Education_teaching; Information; Project,23; 900; 1799; 363; 111; 1591; 1158,1,1,procedure/task/confirmreftrng_sb_in.json
"In FTS, determine the status of the claimant’s reports:",7,Coming_to_believe; Contingency; Control; Deciding; Reporting; Statement; Text,23; 900; 1799; 363; 483; 43; 298,1,1,procedure/task/allocating_te.json
"In FTS, determine whether the error is on the Rejected Transactions Retrieval (MR05) screen:",7,Coming_to_believe; Commercial_transaction; Contingency; Control; Deciding; Eclipse; Respond_to_proposal,23; 177; 900; 1799; 363; 652; 1623,1,1,procedure/task/action_sb0941_sb0141_sd7640_report_tax_error_warning.json
"In FTS, on the Dormant tab, determine if the BP is terminated:",7,Activity_stop; Coming_to_believe; Contingency; Control; Deciding; Firing; Killing,166; 23; 900; 1799; 363; 326; 590,1,1,procedure/task/completing_csu_tbpcwi_l1.json
"In FTS, review the Payments tab and determine if the cancelled payment contains an EI OP recoupment:",7,Coming_to_believe; Commerce_pay; Containing; Contingency; Control; Deciding; Inclusion,23; 180; 397; 900; 1799; 363; 1153,3,3,procedure/task/adjusting_a_terminated_ei_claim_due_to_a_third_party_fraud.json; procedure/task/conv_term_ei_cl_to_mps_due_to_thd_prt_fraud_ipoc.json; procedure/task/converting_an_active_ei_claim_to_mps_due_to_third_party_fraud.json
"In FTS, review the T072 screen to ensure all fields are completed correctly, select Update .",7,Activity_finish; Choosing; Eclipse; Fields; Locale_by_event; Locale_by_use; Quantified_mass,165; 352; 652; 1345; 1921; 196; 189,1,1,procedure/task/actioning_mfsr_ipoc.json
"In FTS, select the BPC you want to update from the Blocked Status column.",7,Choosing; Desiring; Eclipse; Having_or_lacking_access; Hiding_objects; Hindering; Possession,352; 366; 652; 1870; 1673; 480; 118,71,29,procedure/task/adj_ic_ei_prpcr.json; procedure/task/aic_availability.json; procedure/task/aic_ccaj.json; procedure/task/aic_dismissal.json; procedure/task/aic_ec_iworoec.json; procedure/task/aic_out_canada.json; procedure/task/aic_ref_fttaojo.json; procedure/task/aic_self_employed.json; procedure/task/aic_unreported_earnings.json; procedure/task/aic_voluntary_leaving.json; procedure/task/all_inc_monies.json; procedure/task/all_lsupp.json; procedure/task/all_monies_sep.json; procedure/task/all_se_earnings.json; procedure/task/all_vp.json; procedure/task/allocating_te.json; procedure/task/allocating_wepp.json; procedure/task/iam_boa_bcs_cp.json; procedure/task/iam_boa_bcs_cpv.json; procedure/task/iam_boa_bcs_cwl.json; procedure/task/iam_boa_bcs_cwlv.json; procedure/task/inputting_a_claimant_report_eierb.json; procedure/task/mod_all_inc_monies.json; procedure/task/mod_all_monies_sep.json; procedure/task/mod_all_se_earnings.json; procedure/task/mod_all_vp.json; procedure/task/mod_lsppa.json; procedure/task/modifying_claimant_report_eierb.json; procedure/task/modifying_cr.json
"In FTS, select the Disqualifications/Disentitlements (M161) transaction and impose a 3 - Not available disentitlement as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Negation; Relative_time,352; 177; 117; 56; 979; 2860; 81,2,1,procedure/task/actioning_adj_cc_wi.json
"In FTS, select the Disqualifications/Disentitlements (M161) transaction and impose the 3 - Not available disentitlement (D3) as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Negation; Relative_time,352; 177; 117; 56; 979; 2860; 81,1,1,procedure/task/availability_absence.json
"In FTS, select the Disqualifications/Disentitlements (M161) transaction and impose the D59 allowable period as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Frequency; Grasp; Relative_time,352; 177; 117; 56; 80; 979; 81,1,1,procedure/task/out_canada_sickness_ben.json
"In FTS, select the Disqualifications/Disentitlements (M161) transaction and impose the D59 for the allowable period as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Frequency; Grasp; Relative_time,352; 177; 117; 56; 80; 979; 81,5,2,procedure/task/out_canada_regular_ben.json; procedure/task/out_canada_sickness_ben.json
"In FTS, select the Disqualifications/Disentitlements (M161) transaction and impose the disentitlement for the vacation in Canada as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Relative_time; Temporary_leave,352; 177; 117; 56; 979; 81; 2709,1,1,procedure/task/avc_sickness.json
"In FTS, select the Initial Intake (M149) transaction and update the BPC as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Relative_time; Version_sequence,352; 177; 117; 56; 979; 81; 1960,1,1,procedure/task/completing_claim_m149_l1.json
"In FTS, select the Initial Intake (M149) transaction and update the tentative BPC as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Relative_time; Version_sequence,352; 177; 117; 56; 979; 81; 1960,1,1,procedure/task/completing_csu_tbpcwi_l1.json
"In FTS, select the Initial Intake (M149) transaction to update the BPC as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Relative_time; Version_sequence,352; 177; 117; 56; 979; 81; 1960,5,2,procedure/task/completing_claim_m149_l1.json; procedure/task/completing_claim_regwi_l1.json
"In FTS, select the Renewal/Revised (M106) , remove the MA1 and impose the part-week disentitlement as follows:",7,Choosing; Compliance; Cotheme; Grasp; Relative_time; Removing; Undressing,352; 117; 56; 979; 81; 63; 1210,1,1,procedure/task/availability_adj_res.json
"In FTS, select the transaction Initial Intake (M149) and update the tentative BPC as follows:",7,Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Relative_time; Version_sequence,352; 177; 117; 56; 979; 81; 1960,1,1,procedure/task/cs_tbpc.json
"In NWS, complete the CR Integrity - ERB reason for separation WI.",7,Activity_finish; Causation; Completeness; Forming_relationships; Process_completed_state; Reason; Reasoning,165; 5; 1534; 723; 234; 514; 308,5,2,procedure/task/adj-ic-ir-eierb.json; procedure/task/imp-dec-inc-rev-eierb.json
"In NWS, complete the IPOC MPS WIs for both the old SIN and the new SIN.",7,Activity_finish; Age; Completeness; Familiarity; Misdeed; Process_completed_state; Quantified_mass,165; 972; 1534; 1597; 1100; 234; 189,1,1,procedure/task/ipoc_changing_a_sin.json
"In NWS, complete the WI or return to the initial task.",7,Activity_finish; Arriving; Being_obligated; Completeness; Process_completed_state; Resurrection; Version_sequence,165; 54; 392; 1534; 234; 1413; 1960,3,1,procedure/task/all_monies_sep.json
"In NWS, complete the WI related to the suspension.",7,Activity_finish; Cognitive_connection; Completeness; Condition_symptom_relation; Process_completed_state; Relating_concepts; Statement,165; 720; 1534; 2718; 234; 2060; 43,2,1,procedure/task/dismissal_ds.json
"In NWS, create an CB WI to assign the issue to a DTSO",7,Cause_to_start; Creating; Emanating; Intentionally_create; Point_of_dispute; Supply; Text,381; 319; 361; 280; 1608; 1346; 298,2,2,procedure/task/actioning_advance_t4e_ir.json; procedure/task/inputting_aob.json
"In NWS, create an IPOC Review (IPOC REV) WI as follows:",7,Cause_to_start; Compliance; Cotheme; Creating; Grasp; Intentionally_create; Relative_time,381; 117; 56; 319; 979; 280; 81,15,14,procedure/task/actioning_employer_bankruptcy_dars.json; procedure/task/actioning_transferacpscibr.json; procedure/task/actioning_work_sharing_rejected_transaction_or_warning_notification_ipoc.json; procedure/task/allocate_earnings_ws_employer.json; procedure/task/benefit_period_void.json; procedure/task/cancelling_exemption_rep.json; procedure/task/change_address_aaitwi.json; procedure/task/comm_credit_refund.json; procedure/task/completing_claim_regwi_l1.json; procedure/task/converting_claim_mps_bpc_103.json; procedure/task/inputting_cr.json; procedure/task/inputting_exemption_rep.json; procedure/task/inputting_non_financial_debt_adjustment_pscd.json; procedure/task/modifying_cr.json
"In NWS, create an IPOC Review (IPOC REV) WI for the RTC as follows:",7,Cause_to_start; Compliance; Cotheme; Creating; Grasp; Intentionally_create; Relative_time,381; 117; 56; 319; 979; 280; 81,1,1,procedure/task/correcting_foad_mps.json
"In NWS, determine if a CA WI has been created:",7,Cause_to_start; Coming_to_believe; Contingency; Control; Creating; Deciding; Intentionally_create,381; 23; 900; 1799; 319; 363; 280,2,1,procedure/task/completing_claim_regwi_l1.json
"In NWS, determine if a CA WI or SA WI has been created:",7,Cause_to_start; Coming_to_believe; Contingency; Control; Creating; Deciding; Intentionally_create,381; 23; 900; 1799; 319; 363; 280,1,1,procedure/task/completing_claim_regwi_l1.json
"In NWS, determine if the calculated claim is potentially fraudulent:",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,11,10,procedure/task/actioning_roe_wrong_sin.json; procedure/task/completing_roe_correction_fisher.json; procedure/task/completing_roe_correction_regular.json; procedure/task/correcting_roe_error_calculation_fisher.json; procedure/task/correcting_roe_error_calculation_regular.json; procedure/task/determining_roe_wrong_sin.json; procedure/task/entering_data_paper_roe_laser_roe.json; procedure/task/lms_correcting_roe.json; procedure/task/paperroe_fisher.json; procedure/task/paperroe_regular.json
"In NWS, determine if the claim status (CS) is Finalized - Pending LREM :",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,1,1,procedure/task/actioning_receipt_und.json
"In NWS, determine if the Claim Status is Finalized - Pending LREM :",7,Claim_ownership; Coming_to_believe; Contingency; Control; Deciding; Predicting; Statement,550; 23; 900; 1799; 363; 425; 43,9,8,procedure/task/completing_roe_correction_regular.json; procedure/task/completing_sir_vwi_bf.json; procedure/task/defer_adj_initial_regular_ben.json; procedure/task/defer_adj_initial_sickness_ben.json; procedure/task/dob_non_match.json; procedure/task/fn_non_match.json; procedure/task/ln_non_match.json; procedure/task/multiple_nm_elements.json
"In NWS, determine if the client is a teacher:",7,Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Education_teaching; People_by_vocation,23; 171; 900; 1799; 363; 111; 1071,1,1,procedure/task/allocating_te.json
"In NWS, determine if the DOB was validated on the previous application:",7,Coming_to_believe; Contingency; Control; Deciding; Relative_time; Time_vector; Using,23; 900; 1799; 363; 81; 379; 1141,1,1,procedure/task/dob_non_match.json
"In NWS, determine if the exception condition is 20 :",7,Coming_to_believe; Contingency; Control; Deciding; Medical_conditions; State_of_entity; Terms_of_agreement,23; 900; 1799; 363; 239; 1600; 1531,1,1,procedure/task/cor_auto_trig_fail.json
"In NWS, determine if the most recent RFS is illness, injury or quarantine:",7,Coming_to_believe; Contingency; Control; Deciding; Experience_bodily_harm; Medical_conditions; Relative_time,23; 900; 1799; 363; 384; 239; 81,2,2,procedure/task/conv_regsick.json; procedure/task/conv_regsick_eia25.json
"In NWS, determine if there is a SIR Validation (SIR) WI:",7,Attention_getting; Coming_to_believe; Contingency; Control; Deciding; Locative_relation; Spatial_co-location,305; 23; 900; 1799; 363; 199; 2905,13,13,procedure/task/conv_matreg.json; procedure/task/conv_parreg.json; procedure/task/conv_parsick.json; procedure/task/conv_regmat.json; procedure/task/conv_regpar.json; procedure/task/conv_regsick.json; procedure/task/conv_regsick_eia25.json; procedure/task/conv_sickpar.json; procedure/task/conv_sickreg.json; procedure/task/converting_a_claim_from_ccb_to_maternity_benefits.json; procedure/task/converting_cfcb_convetir_dpppa.json; procedure/task/converting_claim_from_ccb_to_parental_benefits.json; procedure/task/converting_claim_sb_rb_client_ws.json
"In NWS, determine if there is a WI for the task:",7,Being_obligated; Coming_to_believe; Contingency; Control; Deciding; Locative_relation; Spatial_co-location,392; 23; 900; 1799; 363; 199; 2905,10,3,procedure/task/fact_find.json; procedure/task/inputting_a_claimant_report_eierb.json; procedure/task/modifying_claimant_report_eierb.json
"In NWS, determine if there is an AI or CB WI for the cancellation request:",7,Coming_to_believe; Contingency; Control; Deciding; Locative_relation; Request; Spatial_co-location,23; 900; 1799; 363; 199; 41; 2905,2,1,procedure/task/benefit_period_cancel.json
"In NWS, determine if there is an AI WI for the antedate request:",7,Coming_to_believe; Contingency; Control; Deciding; Locative_relation; Request; Spatial_co-location,23; 900; 1799; 363; 199; 41; 2905,2,2,procedure/task/antidater-dpp-curam-prest-trav-auto-antedate-bpc-curam-b-se.json; procedure/task/antidater-semaine-renou_antedat-renew-week.json
"In NWS, determine the status of the outstanding CS WI:",7,Coming_to_believe; Contingency; Control; Deciding; Desirability; Expertise; Usefulness,23; 900; 1799; 363; 354; 136; 726,1,1,procedure/task/completing_claim_regwi_l1.json
"In NWS, determine the type of application:",7,Coming_to_believe; Contingency; Control; Deciding; Text_creation; Type; Using,23; 900; 1799; 363; 278; 128; 1141,1,1,procedure/task/converting_claim_sb_rb_client_ws.json
"In NWS, determine which task applies:",7,Being_obligated; Come_into_effect; Coming_to_believe; Contingency; Control; Deciding; Using,392; 2931; 23; 900; 1799; 363; 1141,1,1,procedure/task/completing_sir_vwi_bf.json
"In NWS, double-select the resolved training issue.",7,Creating; Education_teaching; Emanating; Point_of_dispute; Resolve_problem; Supply; Text,319; 111; 361; 1608; 1523; 1346; 298,1,1,procedure/task/confirmreftrng_sb_in.json
"In NWS, reassign the newly created Claim Review (CR) WI to yourself.",7,Cause_to_start; Claim_ownership; Creating; Intentionally_create; Predicting; Statement; Temporal_collocation,381; 550; 319; 280; 425; 43; 1895,1,1,procedure/task/covid19_converting_eierb_fcb.json
"In NWS, select the appropriate RFS issue (i.e.",7,Choosing; Creating; Emanating; Point_of_dispute; Suitability; Supply; Text,352; 319; 361; 1608; 368; 1346; 298,1,1,procedure/generic/rcr_screen_messages.json
"In NWS, the Adjudication issue status displays RFS Review - Fishing ROE - Resolved .",7,Creating; Emanating; Hunting; Point_of_dispute; Resolve_problem; Supply; Text,319; 361; 2006; 1608; 1523; 1346; 298,1,1,procedure/task/adj_rfs_review_b_other.json
"In NWS, to determine the decisions to be communicated to the client, review the information on the COR WI.",7,Coming_to_believe; Commerce_buy; Communication; Contingency; Control; Deciding; Information,23; 171; 6; 900; 1799; 363; 1591,1,1,procedure/task/cor_excl_roe.json
"In RCM, determine if the missing ROEs for which a D15 was imposed were provided:",7,Coming_to_believe; Contingency; Control; Deciding; Hit_or_miss; Success_or_failure; Supply,23; 900; 1799; 363; 1902; 1388; 1346,1,1,procedure/task/claim_procedure_term_after_roe.json
"In SSO, determine if an error message is displayed for the Intake Data (M149) screen:",7,Coming_to_believe; Contingency; Control; Deciding; Eclipse; Information; Statement,23; 900; 1799; 363; 652; 1591; 43,1,1,procedure/task/completing_claim_regwi_l1.json
"In the MPS e-ledger, complete the required columns on the TC85 tab.",7,Activity_finish; Being_necessary; Completeness; Have_as_requirement; Imposing_obligation; Needing; Process_completed_state,165; 1157; 1534; 1491; 1494; 1375; 234,1,1,procedure/task/inputting_paper_claimant_report_mps.json
"In the MPS e-ledger, complete the TC85 tab for day 1 and day 2:",7,Activity_finish; Calendric_unit; Completeness; Location_in_time; Measure_duration; Process_completed_state; Timespan,165; 229; 1534; 2141; 224; 234; 2142,2,2,procedure/task/deducting_assignment_benefits_mps.json; procedure/task/inputting_paper_claimant_report_mps.json
"In the MPS e-ledger, for each payment that must be reissued, do the following:",7,Commerce_pay; Compliance; Cotheme; Degree; Grasp; Relative_time; Time_vector,180; 117; 56; 2001; 979; 81; 379,1,1,procedure/task/converting_an_active_ei_claim_to_mps_due_to_third_party_fraud.json
"In this situation, it is advantageous for the client to cancel the BP and establish a new claim.",7,Age; Claim_ownership; Commerce_buy; Familiarity; Intentionally_create; Predicting; Statement,972; 550; 171; 1597; 280; 425; 43,1,1,procedure/task/benefit_period_cancel.json
Information: New template to send feedback for Cúram procedures,7,Age; Causation; Cause_impact; Familiarity; Information; Means; Sending,972; 5; 395; 1597; 1591; 1790; 243,1,1,procedure/generic/procedure-relatives-curam-curam-procedures.json
"investment income interest, dividends, royalties (a decision on self-employment must be rendered)",7,Besieging; Categorization; Causation; Deciding; Earnings_and_losses; Emotion_directed; Experiencer_obj,1817; 21; 5; 363; 1873; 46; 47,1,1,procedure/task/deter_monies_earnings.json
Is the Address review section highlighted on the Summary tab?,7,Part_whole; Referring_by_name; Resolve_problem; Separating; Speak_on_topic; Statement; Topic,140; 1253; 1523; 15; 523; 43; 373,4,4,procedure/task/change_address_aaitwi.json; procedure/task/change_address_dr.json; procedure/task/change_address_ooc.json; procedure/task/change_address_sr.json
Is there an Operational Centre Memo (MM06) transaction or an IPOC Review (IPOC REV) WI requesting a T4E?,7,Being_in_operation; Being_operational; Commercial_transaction; Locative_relation; Request; Spatial_co-location; Using,880; 1200; 177; 199; 41; 2905; 1141,1,1,procedure/task/actioning_yearly_tax_reports.json
Issue: Select Request for reconsideration .,7,Choosing; Creating; Emanating; Point_of_dispute; Request; Supply; Text,352; 319; 361; 1608; 41; 1346; 298,1,1,procedure/task/performingar.json
It is important to complete the transactions in the proper mainframe.,7,Activity_finish; Commercial_transaction; Completeness; Importance; Process_completed_state; Proper_reference; Suitability,165; 177; 1534; 407; 234; 1582; 368,1,1,procedure/task/cs_se.json
It is not always necessary for a client to submit a medical certificate.,7,Being_necessary; Commerce_buy; Documents; Frequency; Giving_in; Negation; Submitting_documents,1157; 171; 560; 80; 1497; 2860; 1521,3,3,procedure/task/determining_med_cert_req.json; procedure/task/determining_med_cert_valid.json; procedure/task/examiner_validation-reviewing_validation.json
It is not always necessary for the client to submit the medical certificate.,7,Being_necessary; Commerce_buy; Documents; Frequency; Giving_in; Negation; Submitting_documents,1157; 171; 560; 80; 1497; 2860; 1521,1,1,procedure/generic/knowledge.json
It is preferable that clients submit the request online by referring to Access to Information and Privacy (ATIP) Online Request .,7,Commerce_buy; Degree; Giving_in; Having_or_lacking_access; Information; Request; Submitting_documents,171; 2001; 1497; 1870; 1591; 41; 1521,1,1,procedure/generic/referral_to_integrity_temp_measures_fraudulent_ei_and_eierb_claim.json
It must not contain any confidential or privileged information.,7,Containing; Inclusion; Information; Negation; Quantified_mass; Secrecy_status; Wealthiness,397; 1153; 1591; 2860; 189; 1145; 85,1,1,procedure/task/contactparties.json
MM06 Benefit period: Cancellation or termination to establish an initial benefit period — Transaction,7,Commercial_transaction; Conferring_benefit; Firing; Frequency; Intentionally_create; Social_event; Version_sequence,177; 2721; 326; 80; 280; 125; 1960,2,1,procedure/generic/mm06_bp_cancel_annul_transaction.json
Modifying the pay history summary (PHS),7,Cause_change; Commerce_pay; Fields; History; Individual_history; Out_of_existence; Text,683; 180; 1345; 2113; 1906; 2105; 298,4,3,procedure/generic/pay_history_summary_mod.json; procedure/task/actioning_ipoc_wi_renewal_establish_error.json; procedure/task/actioning_ld8841_report_overlapping_claims.json
Most calculation decisions do not require any notification.,7,Deciding; Have_as_requirement; Imposing_obligation; Needing; Negation; Quantified_mass; Telling,363; 1491; 1494; 1375; 2860; 189; 750,1,1,procedure/subactivity/communicating_calc_decisions.json
obtain and reprocess a back-up file.,7,Getting; Grooming; Placing; Processing_materials; Removing; Self_motion; Submitting_documents,179; 159; 62; 620; 63; 64; 1521,1,1,procedure/generic/traiter-dem-rens-pass-don-act-data-gateway-enquiries-.json
Obtain the allocation information for the respective SINs from the master lump-sum payment spreadsheet.,7,Commerce_pay; Education_teaching; Expertise; Getting; Information; Misdeed; Subordinates_and_superiors,180; 111; 136; 179; 1591; 1100; 530,1,1,procedure/task/ending_wsaed.json
Obtain the client’s allocation information from the master lump-sum payment spreadsheet.,7,Commerce_buy; Commerce_pay; Education_teaching; Expertise; Getting; Information; Subordinates_and_superiors,171; 180; 111; 136; 179; 1591; 530,1,1,procedure/task/actioning_pse_wsc.json
Officers in the Atlantic region must adjudicate WIs for referred training.,7,Appellations; Attention_getting; Education_teaching; Leadership; Legal_rulings; Locale; People_by_vocation,2390; 305; 111; 73; 2076; 192; 1071,2,2,procedure/task/confirmreftrng_sb_con.json; procedure/task/confirmreftrng_sb_in.json
Officers must also ensure the reconsideration policy is properly applied.,7,Appellations; Attention_getting; Come_into_effect; Law; Leadership; People_by_vocation; Using,2390; 305; 2931; 950; 73; 1071; 1141,1,1,procedure/task/availability_adj_res.json
