sentence,status,confidence,canonicalFrameCount,canonicalFrames,structuredKnowledge,rulesApplied,reviewCandidates,explicitlySuppressedFrames,rawFrameCount,rawFrames,occurrenceCount,sourceDocumentCount,sourceDocuments
"For more information, refer to Determining if an issue must be referred to Integrity .",canonical_frame,high,2,Coming_to_believe; Imposing_obligation,,determine_from_evidence; explicit_procedural_duty,,Contingency; Control; Deciding,15,Coming_to_believe; Contingency; Control; Creating; Deciding; Emanating; Increment; Information; Point_of_dispute; Reference_text; Referring_by_name; Sending; Supply; Text; Topic,4,3,procedure/task/change_address_sr.json; procedure/task/changing_dd.json; procedure/task/ending_dd.json
"For more information, the IPOC officer can refer to Claimant’s report: Pay coding (external or internal exclusion) — Input guide .",needs_review,low,0,,,,Reporting,,15,Appellations; Attention_getting; Commerce_pay; Cotheme; Increment; Information; Leadership; People_by_vocation; Reference_text; Referring_by_name; Reporting; Sending; Statement; Text; Topic,1,1,procedure/task/actioning_ipoc_ma_cycling_claimant_report.json
"For more information, the IPOC officer refers to Claimant’s report: Pay coding (external or internal exclusion) — Input guide .",needs_review,low,0,,,,Reporting,,15,Appellations; Attention_getting; Commerce_pay; Cotheme; Increment; Information; Leadership; People_by_vocation; Reference_text; Referring_by_name; Reporting; Sending; Statement; Text; Topic,1,1,procedure/task/inputting_paper_claimant_report_mps.json
"For more information, the officer can refer to Benefit period extension for special benefits .",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Conferring_benefit; Expansion; Frequency; Increment; Information; Leadership; Linguistic_meaning; People_by_vocation; Reference_text; Referring_by_name; Sending; Social_event; Topic,1,1,procedure/task/conv_regpar_eia25.json
"For more information, the officer can refer to Benefit period: Extension for special benefits — Table.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Conferring_benefit; Expansion; Frequency; Increment; Information; Leadership; Linguistic_meaning; People_by_vocation; Reference_text; Referring_by_name; Sending; Social_event; Topic,3,3,procedure/generic/knowledge.json; procedure/task/adjucating_sharing_pb_lvl2.json; procedure/task/converting_claim_from_ccb_to_parental_benefits.json
"For more information, the officer can refer to Extension of the benefit period .",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Conferring_benefit; Expansion; Frequency; Increment; Information; Leadership; Linguistic_meaning; People_by_vocation; Reference_text; Referring_by_name; Sending; Social_event; Topic,5,5,procedure/generic/knowledge.json; procedure/task/adjucating_sharing_pb_lvl2.json; procedure/task/conv_matpar.json; procedure/task/conv_regpar_eia25.json; procedure/task/converting_claim_from_ccb_to_parental_benefits.json
"For more information, the officer can refer to the appropriate calculation or recalculation of a claim activity.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Claim_ownership; Increment; Information; Intentionally_act; Leadership; People_by_vocation; Predicting; Reference_text; Referring_by_name; Sending; Statement; Suitability; Topic,1,1,procedure/task/mod_all_inc_monies.json
"For more information, the officer refers to the appropriate activity to calculate or recalculate the claim.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Claim_ownership; Increment; Information; Intentionally_act; Leadership; People_by_vocation; Predicting; Reference_text; Referring_by_name; Sending; Statement; Suitability; Topic,1,1,procedure/task/allocating_settlement_repartir_reglement.json
"For procedures on adjudicating whether or not to modify or rescind a violation, the officer refers to Performing an administrative review for formal requests for reconsideration.",canonical_frame,medium,1,Request,,fallback_Request,Cause_change,,15,Appellations; Attention_getting; Cause_change; Compliance; Intentionally_act; Leadership; Legal_rulings; Means; Negation; People_by_vocation; Reference_text; Referring_by_name; Request; Sending; Topic,1,1,procedure/task/modify_rescind_violation.json
"From September 25, 2022 (w/c 2362), separation monies are again considered earnings and a transitional provision applies to ensure that clients are not penalized by a late review.",no_domain_frame,low,0,,,,,,15,Calendric_unit; Categorization; Cogitation; Come_into_effect; Commerce_buy; Dead_or_alive; Degree; Earnings_and_losses; Forming_relationships; Negation; Relative_time; Supply; Temporal_subregion; Terms_of_agreement; Using,1,1,procedure/task/mod_all_monies_sep.json
"From the Search for Caregiver/Compassionate Care patient (MCB2) search results, determine if another client's entitlement must be updated:",canonical_frame,high,2,Deciding; Imposing_obligation,,determine_administrative_decision; explicit_procedural_duty,Resolve_problem; Scrutiny,Coming_to_believe; Contingency; Control,15,Causation; Coming_to_believe; Condition_symptom_relation; Contingency; Control; Deciding; Desiring; Earnings_and_losses; Increment; Medical_interaction_scenario; Medical_intervention; Rashness; Resolve_problem; Scrutiny; Social_interaction_evaluation,1,1,procedure/task/adjudicating_na_pcic_bw.json
Hours worked Vacation pay indicated,canonical_frame,medium,1,Evidence,,fallback_Evidence,Being_employed; Communication,,15,Being_employed; Being_operational; Calendric_unit; Commerce_pay; Communication; Condition_symptom_relation; Evidence; Indicating; Measure_duration; Medical_intervention; Sign; Temporary_leave; Usefulness; Work; Working_a_post,1,1,procedure/generic/ws_coding_utilization_report.json
How to complete the record of employment (ROE) form,canonical_frame,high,1,Submitting_documents,,administrative_document_submission,Activity_finish; Being_employed,,15,Activity_finish; Being_employed; Coming_to_be; Completeness; Creating; Employing; Means; Process_completed_state; Recording; Records; Reshaping; Text; Type; Unemployment_rate; Using,2,2,procedure/generic/chart_insurable_earnings.json; procedure/task/correcting_roe_error_calculation_regular.json
How to complete your Employment Insurance paper report instructions with comments or annotations from the client:,canonical_frame,high,2,Activity_finish; Submitting_documents,,administrative_document_submission; fallback_Activity_finish,Being_employed; Reporting,,15,Activity_finish; Being_employed; Businesses; Commerce_buy; Completeness; Education_teaching; Employing; Means; Process_completed_state; Reporting; Statement; Substance; Text; Unemployment_rate; Using,1,1,procedure/task/pack_ship_paper_claim_report_imag_ipoc.json
"However, a client could submit a request for reconsideration and select one of the listed document types or include it as an additional page when uploading documents.",canonical_frame,high,2,Request; Submitting_documents,,administrative_document_submission; fallback_Request,,Giving_in,15,Cause_to_be_included; Choosing; Commerce_buy; Condition_symptom_relation; Contacting; Documents; Giving_in; Inclusion; Increment; Possibility; Recording; Request; Submitting_documents; Text_creation; Type,1,1,procedure/generic/document_upload_updating_document_instruction.json
"However, clients claiming parental, compassionate care or family caregiver benefits must be caring for a child or family member.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,,,15,Aggregate; Appellations; Biological_classification; Body_parts; Claim_ownership; Commerce_buy; Conferring_benefit; Desiring; Kinship; Membership; People_by_age; Predicting; Social_event; Social_interaction_evaluation; Statement,1,1,procedure/activity/vacation.json
"However, it is possible for a Service Canada officer to reissue the original access code or issue a temporary one.",no_domain_frame,low,0,,,,,,15,Appellations; Attention_getting; Awareness_status; Creating; Emanating; Having_or_lacking_access; Law; Leadership; Likelihood; People_by_vocation; Point_of_dispute; Public_services; Rite; Supply; Text,1,1,procedure/task/envoyer-code-acces-issue-access-code-curam.json
"However, the disability plan must be examined to determine if it is actually a disability pension or whether it is a disability wage loss insurance plan, as the latter is considered earnings and must be allocated accordingly.",canonical_frame,high,2,Assessing; Imposing_obligation,,determine_numeric_or_eligibility_assessment; explicit_procedural_duty,Deciding,Coming_to_believe; Contingency; Control,15,Buildings; Categorization; Cogitation; Coming_to_believe; Contingency; Control; Court_examination; Deciding; Earnings_and_losses; Examination; Finish_competition; Inspecting; Making_arrangements; Project; Purpose,3,3,procedure/task/all_lsupp.json; procedure/task/all_lsupp_rc.json; procedure/task/mod_lsppa.json
"However, the RRU continues to be used to determine the divisor and the entitlement weeks based on the hours of insurable employment in the QP.",canonical_frame,high,2,Being_employed; Coming_to_believe,,determine_from_evidence; employment_status,,Contingency; Control; Deciding; Unemployment_rate,15,Activity_ongoing; Being_employed; Calendric_unit; Coming_to_believe; Contingency; Control; Deciding; Employing; Ingest_substance; Measure_duration; Process_continue; Treating_and_mistreating; Unemployment_rate; Using; Using_resource,1,1,procedure/generic/knowledge.json
"Identify the TC85 trailers that must be changed, created or deleted.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Cause_change; Cause_to_start; Replacing,,15,Categorization; Cause_change; Cause_to_start; Change_post-state; Change_tool; Creating; Degree; Erasing; Exchange; Exchange_currency; Indicating; Intentionally_create; Replacing; Undergo_change; Verification,1,1,procedure/task/modifying_wsc_pr.json
Identify the transactions required and select from the following options:,needs_review,low,0,,,,Have_as_requirement; Imposing_obligation,,15,Alternatives; Being_necessary; Categorization; Choosing; Commercial_transaction; Compliance; Cotheme; Grasp; Have_as_requirement; Imposing_obligation; Indicating; Needing; Relative_time; Time_vector; Verification,1,1,procedure/task/converting_active_claim_cps_mps.json
"If a client is requesting a conversion to maternity benefits, the officer must verify if the client has previously completed an application for maternity for this BPC.",canonical_frame,high,5,Activity_finish; Evidence; Imposing_obligation; Request; Submitting_documents,,administrative_document_submission; explicit_procedural_duty; fallback_Request; fallback_Evidence; fallback_Activity_finish,Cause_change,,15,Activity_finish; Appellations; Attention_getting; Cause_change; Commerce_buy; Conferring_benefit; Evidence; Leadership; People_by_vocation; Request; Social_event; Time_vector; Undergo_transformation; Using; Verification,1,1,procedure/task/converting_cfcb_convetir_dpppa.json
"If a client requests a conversion from PCIC benefits to sickness, parental or regular benefits, the appropriate checklist from the Checklists, Forms and Templates additional resource, must be completed with the client.",canonical_frame,high,2,Imposing_obligation; Request,,explicit_procedural_duty; fallback_Request,Activity_finish; Cause_change,,15,Activity_finish; Cause_change; Coming_to_be; Commerce_buy; Conferring_benefit; Creating; Increment; Kinship; Medical_conditions; Request; Reshaping; Social_event; Suitability; Type; Undergo_transformation,1,1,procedure/generic/pcic.json
"If a labour dispute is assigned to a Level 2 agent, it must originate from a regional coordinator request.",canonical_frame,high,2,Imposing_obligation; Request,,explicit_procedural_duty; fallback_Request,,,15,Achieving_first; Active_substance; Building_subparts; Destroying; Dimension; Gizmo; Intentionally_act; Locale; Origin; Part_ordered_segments; People_by_vocation; Quantity; Quarreling; Rank; Request,1,1,procedure/task/actioning_fact_finding_request_for_labour_dispute.json
"If a Resolve Issue tab is displayed on the ADJ WI, the officer is responsible for completing all screens.",canonical_frame,high,2,Imposing_obligation; Resolve_problem,,explicit_procedural_duty; fallback_Resolve_problem,Activity_finish,,15,Activity_finish; Appellations; Attention_getting; Causation; Creating; Eclipse; Emanating; Leadership; People_by_vocation; Point_of_dispute; Quantified_mass; Resolve_problem; Responsibility; Supply; Text,3,3,procedure/task/defer_adj_initial_regular_ben.json; procedure/task/defer_adj_initial_sickness_ben.json; procedure/task/defer_adj_initial_special_ben_other_sickness.json
"If after fact-finding the officer cannot confirm that the training was referred, the officer consults the appropriate non-referred training task.",canonical_frame,medium,1,Evidence,,fallback_Evidence,,,15,Affirm_or_deny; Appellations; Attention_getting; Being_obligated; Degree; Education_teaching; Evidence; Leadership; People_by_vocation; Relative_time; Rite; Statement; Suitability; Time_vector; Verification,2,2,procedure/task/confirmreftrng_sb_con.json; procedure/task/confirmreftrng_sb_in.json
"If any amounts are modified and not initialled by the employer, complete the following:",needs_review,low,0,,,,Activity_finish; Cause_change,,15,Activity_finish; Amounting_to; Being_in_category; Cause_change; Completeness; Compliance; Cotheme; Employing; Grasp; Negation; Process_completed_state; Quantified_mass; Quantity; Relative_time; Time_vector,2,2,procedure/task/entering_data_paper_roe_laser_roe.json; procedure/task/paperroe_regular.json
"If claimant’s reports have not yet been processed, they must be processed before inputting the transactions.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Reporting,,15,Commercial_transaction; Degree_of_processing; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Negation; Possession; Processing_materials; Reporting; Sex; Statement; Text; Time_vector,1,1,procedure/task/determ_claim_demande_ren_conv.json
"If clients do not submit the medical certificate and the last RFS is illness, clients are advised that it must be submitted if the duration of the illness or injury is greater than 9 weeks.",canonical_frame,high,2,Communication; Imposing_obligation,,explicit_procedural_duty; fallback_Communication,Submitting_documents,,15,Attempt_suasion; Calendric_unit; Commerce_buy; Degree; Documents; Duration_relation; Experience_bodily_harm; Giving_in; Measure_duration; Medical_conditions; Negation; Ordinal_numbers; Relative_time; Submitting_documents; Telling,4,4,procedure/activity/calc_sick.json; procedure/activity/calc_sick_mat_par.json; procedure/activity/med_cert_sb.json; procedure/task/determining_med_cert_req.json
"If during fact-finding it is discovered that the client refused employment, refer to Refusal of Employment .",needs_review,low,0,,,,Being_employed,,15,Achieving_first; Agree_or_refuse_to_act; Becoming_aware; Being_employed; Commerce_buy; Degree; Employing; Reference_text; Referring_by_name; Respond_to_proposal; Sending; Temporal_collocation; Topic; Unemployment_rate; Using,1,1,procedure/task/availability_adj_res.json
"If EI benefits are paid for this same period, the dual payment amount must be recouped from the client’s weekly net payable EI benefits and reimbursed to the social services agency.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,,,15,Amounting_to; Being_in_category; Cardinal_numbers; Commerce_buy; Commerce_pay; Conferring_benefit; Earnings_and_losses; Frequency; Identicality; Organization; Public_services; Quantified_mass; Quantity; Rite; Social_event,2,2,procedure/task/inputting_aob.json; procedure/task/inputting_aob_mps.json
"If fraudulent activity is suspected on an EI or EI ERB claim, do not change the banking information.",needs_review,low,0,,,,Cause_change; Replacing,,15,Awareness; Awareness_status; Cause_change; Change_tool; Claim_ownership; Exchange; Exchange_currency; Information; Intentionally_act; Negation; Predicting; Replacing; Statement; Suspicion; Undergo_change,1,1,procedure/task/change_address_sr.json
"If further IPOC action is required, the officer sends an Operational Centre Memo (MM06) or an IPOC Review (REV) WI .",needs_review,low,0,,,,Have_as_requirement; Imposing_obligation,,15,Appellations; Attention_getting; Being_in_operation; Being_necessary; Being_operational; Causation; Have_as_requirement; Imposing_obligation; Increment; Intentionally_act; Leadership; Needing; People_by_vocation; Sending; Using,1,1,procedure/task/actioning_pse_wsc.json
"If IPOC assistance is required, the officer must create an Operational Centre Memo (MM06).",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Cause_to_start; Have_as_requirement,,15,Appellations; Assistance; Attention_getting; Being_in_operation; Being_necessary; Being_operational; Cause_to_start; Creating; Have_as_requirement; Imposing_obligation; Intentionally_create; Leadership; Needing; People_by_vocation; Using,1,1,procedure/subactivity/input_calculation_results.json
"If necessary, a client has 28 days (date of application + 27 days) to provide proof of identity.",canonical_frame,medium,2,Evidence; Request,,fallback_Request; fallback_Evidence,,,15,Being_necessary; Calendric_unit; Commerce_buy; Evidence; Food; Identicality; Identity; Location_in_time; Measure_duration; Origin; Personal_relationship; Social_event_collective; Supply; Timespan; Using,1,1,procedure/generic/del_sup_application_web.json
"If necessary, EI ORT tasks, WECS and the Input guides are useful reference tools for determining whether the agent must create an MM06 .",canonical_frame,high,2,Deciding; Imposing_obligation,,determine_administrative_decision; explicit_procedural_duty,Cause_to_start,Coming_to_believe; Contingency; Control,15,Active_substance; Being_necessary; Being_obligated; Cause_to_start; Coming_to_believe; Contingency; Control; Cotheme; Creating; Deciding; Gizmo; Intentionally_act; Intentionally_create; People_by_vocation; Usefulness,1,1,procedure/generic/mm06_creation_input_guide.json
"If necessary, refer to Determining if a qualifying period extension is required :",needs_review,low,0,,,,Coming_to_believe; Deciding; Have_as_requirement; Imposing_obligation,,15,Being_necessary; Coming_to_believe; Contingency; Control; Deciding; Expansion; Frequency; Have_as_requirement; Imposing_obligation; Linguistic_meaning; Needing; Reference_text; Referring_by_name; Sending; Topic,2,1,procedure/task/perf-rec-eia112-eierb-cra.json
"If necessary, refer to the Digest of Benefit Entitlement Principles , Jurisprudence Guidance Memos and the Fact-Finding Guide to determine the questions to ask.",canonical_frame,high,2,Coming_to_believe; Request,,determine_from_evidence; fallback_Request,,Contingency; Control; Deciding,15,Being_necessary; Coming_to_believe; Conferring_benefit; Contingency; Control; Cotheme; Deciding; Point_of_dispute; Questioning; Reference_text; Referring_by_name; Request; Sending; Social_event; Topic,6,2,procedure/task/performingar.json; procedure/task/performingar_prev_ver.json
"If no training information is available within 10 business days of the claim being established, the training must be adjudicated as non-referred training.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,,,15,Businesses; Calendric_unit; Claim_ownership; Education_teaching; Information; Intentionally_create; Interior_profile_relation; Legal_rulings; Location_in_time; Measure_duration; Predicting; Statement; Temporal_collocation; Timespan; Within_distance,1,1,procedure/task/confirmreftrng_sb_in.json
"If one needs to be input, use an Operational Centre Memo (MM06) to process it.",needs_review,low,0,,,,Have_as_requirement,,15,Alternatives; Being_in_operation; Being_operational; Have_as_requirement; Ingest_substance; Means; Needing; Process; Processing_materials; Purpose; Required_event; Tool_purpose; Treating_and_mistreating; Using; Using_resource,1,1,procedure/task/ebp_ewcpp18.json
"If provincial maternity or provincial parental benefits have been paid during the BP and are displayed on the Special Benefits Tab in FTS, instead of completing the MM06, send an email to NC-INS-ASSUR_BPS-SPP_FTS-ETI_JP-PE_UIC-CAC_SSA-GD .",needs_review,low,0,,,,Activity_finish,,15,Activity_finish; Causation; Conferring_benefit; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Kinship; Political_locales; Possession; Sending; Sex; Social_event; Temporal_collocation,1,1,procedure/task/actioning_rejected_transaction_c286.json
"If the BPC has not changed, complete a partial T074 with only the information that has changed.",needs_review,low,0,,,,Activity_finish; Cause_change; Replacing,,15,Activity_finish; Cause_change; Change_post-state; Change_tool; Completeness; Degree; Exchange; Exchange_currency; Information; Negation; Partiality; Process_completed_state; Replacing; Sole_instance; Undergo_change,1,1,procedure/generic/master_record.json
"If the claim is a blocked claim and the CS in BCS is 1 - Updateable , an update can be requested using BCS and the transactions can be processed.",canonical_frame,medium,1,Request,,fallback_Request,,,15,Claim_ownership; Commercial_transaction; Degree_of_processing; Eclipse; Having_or_lacking_access; Hiding_objects; Hindering; Ingest_substance; Predicting; Processing_materials; Request; Statement; Treating_and_mistreating; Using; Using_resource,11,11,procedure/task/all_inc_monies.json; procedure/task/all_monies_sep.json; procedure/task/all_se_earnings.json; procedure/task/all_vp.json; procedure/task/allocating_settlement_repartir_reglement.json; procedure/task/allocating_te.json; procedure/task/allocating_wepp.json; procedure/task/mod_all_inc_monies.json; procedure/task/mod_all_monies_sep.json; procedure/task/mod_all_se_earnings.json; procedure/task/mod_all_vp.json
"If the claim is in MPS, the officer creates an Operational Centre Memo (MM06) to advise IPOC to impose a disentitlement on a renewal claim.",canonical_frame,medium,2,Communication; Rewards_and_punishments,,fallback_Rewards_and_punishments; fallback_Communication,Cause_to_start,,15,Appellations; Attempt_suasion; Attention_getting; Being_in_operation; Being_operational; Cause_to_start; Claim_ownership; Creating; Intentionally_create; Leadership; People_by_vocation; Predicting; Statement; Telling; Using,1,1,procedure/task/adj_nrt_pcic_rc.json
"If the claimant’s report information is not provided on the HM06 screen, the IPOC officer must contact the processing or WS officer.",canonical_frame,high,2,Communication; Imposing_obligation,,explicit_procedural_duty; fallback_Communication,Reporting,,15,Appellations; Attention_getting; Communication; Contacting; Eclipse; Information; Leadership; Negation; People_by_vocation; Processing_materials; Reporting; Spatial_contact; Statement; Supply; Text,1,1,procedure/task/modifying_wsc_pr.json
"If the client asks for details about the debt the credit balance was applied to, review the following:",canonical_frame,medium,1,Request,,fallback_Request,,,15,Come_into_effect; Commerce_buy; Compliance; Cotheme; Grasp; Information; Proportional_quantity; Questioning; Relative_time; Request; Statement; Temporary_group; Time_vector; Topic; Using,2,1,procedure/task/comm_credit_refund.json
"If the client chooses to claim these benefits, the request to terminate the agreement must be cancelled.",canonical_frame,high,4,Activity_stop; Be_in_agreement_on_action; Imposing_obligation; Request,,explicit_procedural_duty; stop_procedure_or_entitlement; existing_agreement_state; fallback_Request,,Killing; Make_agreement_on_action,15,Activity_stop; Be_in_agreement_on_action; Be_in_agreement_on_assessment; Choosing; Claim_ownership; Commerce_buy; Conferring_benefit; Documents; Firing; Killing; Make_agreement_on_action; Predicting; Request; Social_event; Statement,1,1,procedure/generic/rcr_screen_messages.json
"If the client does not provide proof, the officer must fact-find with the client to obtain the proof.",canonical_frame,high,2,Evidence; Imposing_obligation,,explicit_procedural_duty; fallback_Evidence,,,15,Appellations; Attention_getting; Commerce_buy; Evidence; Getting; Ingest_substance; Intentionally_act; Intentionally_affect; Leadership; Negation; People_by_vocation; Sex; Supply; Thriving; Touring,1,1,procedure/task/determining_pepbr.json
"If the client has a repayment amount with EI, but the OP is with the CRA, the officer submits an iService request to NAR requesting to send the amount to the CRA.",canonical_frame,medium,1,Request,,fallback_Request,Submitting_documents,,15,Amounting_to; Appellations; Attention_getting; Being_in_category; Causation; Commerce_buy; Giving_in; Leadership; People_by_vocation; Quantified_mass; Quantity; Repayment; Request; Sending; Submitting_documents,1,1,procedure/task/actioning_erb_repayment.json
"If the client is claiming Indian status, is the TD1: Personal Tax Credit declaration/Change in Tax Status checklist included in an SROC?",needs_review,low,0,,,,Cause_change; Replacing,,15,Cause_change; Cause_to_be_included; Change_tool; Claim_ownership; Commerce_buy; Condition_symptom_relation; Exchange; Exchange_currency; Inclusion; Origin; People_by_origin; Predicting; Replacing; Statement; Undergo_change,2,2,procedure/task/ctd_mps.json; procedure/task/ctd_uncalculated.json
"If the client is claiming Indian status, is the TD1: Personal Tax Credit declaration/Change in Tax Status included in an SROC?",needs_review,low,0,,,,Cause_change; Replacing,,15,Cause_change; Cause_to_be_included; Change_tool; Claim_ownership; Commerce_buy; Condition_symptom_relation; Exchange; Exchange_currency; Inclusion; Origin; People_by_origin; Predicting; Replacing; Statement; Undergo_change,1,1,procedure/task/ctd_calculated.json
"If the client or the employer provides new information that affects the calculation of the claim, the agent must recalculate the claim.",canonical_frame,high,3,Giving; Imposing_obligation; Submitting_documents,,administrative_document_submission; explicit_procedural_duty; fallback_Giving,,,15,Active_substance; Age; Claim_ownership; Commerce_buy; Degree; Employing; Familiarity; Feigning; Information; Intentionally_act; Objective_influence; People_by_vocation; Predicting; Statement; Supply,2,2,procedure/task/actioning_new_info.json; procedure/task/actioning_new_info_reassigned.json
"If the client reports monies, obtain all relevant information regarding the nature, origin and purpose of the payment.",canonical_frame,medium,1,Receiving,,fallback_Receiving,Reporting,,15,Being_relevant; Categorization; Commerce_buy; Commerce_pay; Getting; Information; Inherent_purpose; Origin; Purpose; Quantified_mass; Regard; Reporting; Statement; Text; Topic,1,1,procedure/task/modifying_claimant_report_eierb.json
"If the client reports receiving monies from WEPP, the officer must refer to Allocating Wage Earner Protection Program monies .",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Receiving; Reporting,,15,Appellations; Attention_getting; Commerce_buy; Leadership; People_by_vocation; Project; Protecting; Receiving; Reference_text; Referring_by_name; Reporting; Sending; Statement; Text; Topic,2,2,procedure/task/all_monies_sep.json; procedure/task/all_monies_sep_rc.json
"If the client requests a combination of CCB and family caregiver benefits, send the claim to MPS.",canonical_frame,high,2,Request; Submitting_documents,,administrative_document_submission; fallback_Request,,,15,Aggregate; Amalgamation; Biological_classification; Causation; Cause_to_amalgamate; Claim_ownership; Commerce_buy; Conferring_benefit; Key; Kinship; Predicting; Request; Sending; Social_event; Statement,1,1,procedure/generic/purge_recreate_knowledge.json
"If the client requests that the extension be input immediately, you must enter the extension for the current and preceding weeks only.",canonical_frame,high,2,Imposing_obligation; Request,,explicit_procedural_duty; fallback_Request,,,15,Activity_start; Arriving; Becoming_a_member; Calendric_unit; Commerce_buy; Degree; Electricity; Expansion; Linguistic_meaning; Measure_duration; Path_shape; Relative_time; Request; Sole_instance; Temporal_collocation,1,1,procedure/task/ebp_hospitalization_child.json
"If the doctor or nurse practitioner who completes the medical certificate is outside of Canada, the medical certificate must also provide the following:",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Activity_finish,,15,Activity_finish; Appellations; Compliance; Cotheme; Cure; Documents; Grasp; Ingestion; Interior_profile_relation; Medical_interaction_scenario; Medical_professionals; Part_inner_outer; Relative_time; Supply; Time_vector,1,1,procedure/task/determining_pcic_med_cert.json
"If the file is not already under investigation, refer it to Integrity.",needs_review,low,0,,,,Scrutiny; Submitting_documents,,15,Criminal_investigation; Grooming; Negation; Non-gradable_proximity; Placing; Proportional_quantity; Reference_text; Referring_by_name; Removing; Scrutiny; Self_motion; Sending; Submitting_documents; Time_vector; Topic,3,3,procedure/task/entering_data_paper_roe_laser_roe.json; procedure/task/paperroe_fisher.json; procedure/task/paperroe_regular.json
"If the interception is unsuccessful, IPOC sends a letter to the CRA office advising that the CRA has been forwarded a set-off amount that was recouped incorrectly and that the amount must now be refunded.",canonical_frame,high,2,Communication; Imposing_obligation,administrative_setting,administrative_set_not_consistency_change; explicit_procedural_duty; fallback_Communication,,,15,Amounting_to; Attempt_suasion; Being_in_category; Building_subparts; Causation; Degree; Intercepting; Quantified_mass; Quantity; Sending; Success_or_failure; Successful_action; Telling; Temporal_collocation; Text,1,1,procedure/activity/cra_setoff.json
"If the only earnings are from the WS employer, enter the earnings as 0 since the client is not required to provide WS earnings.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Have_as_requirement,,15,Activity_start; Arriving; Becoming_a_member; Being_necessary; Commerce_buy; Earnings_and_losses; Employing; Have_as_requirement; Imposing_obligation; Needing; Negation; Path_shape; Sole_instance; Supply; Time_vector,2,1,procedure/generic/pay_coding_guide_ws.json
"If the original payment was issued in a previous tax year, the IPOC officer creates an IPOC Review (IPOC REV) WI for the regional tax coordinator (RTC) to amend the T4E.",needs_review,low,0,,,,Cause_to_start,,15,Appellations; Attention_getting; Calendric_unit; Cause_to_start; Commerce_pay; Creating; Emanating; Intentionally_create; Leadership; Locale; Measure_duration; People_by_vocation; Relative_time; Supply; Time_vector,1,1,procedure/task/changing_special_benefit_counter.json
"If the original ROE is received, the officer compares it to the interim ROE to determine if a recalculation is required.",canonical_frame,medium,1,Receiving,,fallback_Receiving,Coming_to_believe; Deciding; Have_as_requirement; Imposing_obligation,,15,Appellations; Attention_getting; Being_necessary; Coming_to_believe; Contingency; Control; Deciding; Duration_description; Evaluative_comparison; Have_as_requirement; Imposing_obligation; Leadership; Needing; People_by_vocation; Receiving,1,1,procedure/activity/interim_roe.json
"If the patient is unable to consent, the patient’s representative must sign the form.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,,,15,Appellations; Capability; Coming_to_be; Commitment; Creating; Hiring; Leadership; Medical_interaction_scenario; Rashness; Representative; Reshaping; Sign; Sign_agreement; Text_creation; Type,2,2,procedure/task/deter_ccb_mc.json; procedure/task/documents-medicaux_medical-document.json
"If the reason for issuing the ROE is B - Other , review block 12 for comments explaining the reason for separation (RFS).",canonical_frame,medium,1,Communication,,fallback_Communication,,,15,Causation; Creating; Eclipse; Emanating; Explaining_the_facts; Forming_relationships; Hiding_objects; Hindering; Increment; Justifying; Measure_linear_extent; Reason; Reasoning; Statement; Supply,1,1,procedure/task/paperroe_fisher.json
"If the recovery week is not supported because the medical certificate is not acceptable, the officer fact-finds with the client to obtain an acceptable medical certificate.",needs_review,low,0,,,,Evidence,,15,Appellations; Attention_getting; Calendric_unit; Commerce_buy; Documents; Evidence; Funding; Getting; Leadership; Measure_duration; Negation; People_by_vocation; Recovery; Supporting; Taking_sides,1,1,procedure/task/examiner_validation-reviewing_validation.json
"If the referral is terminated, it is a separate adjudication issue (outside of this task).",canonical_frame,high,1,Activity_stop,,stop_procedure_or_entitlement,,Killing,15,Activity_stop; Becoming_separated; Being_obligated; Creating; Differentiation; Emanating; Firing; Forming_relationships; Interior_profile_relation; Killing; Part_inner_outer; Point_of_dispute; Separating; Supply; Text,1,1,procedure/task/avc_section25.json
"If the reports are submitted after this timeframe, the officer must adjudicate the reason for the delay.",canonical_frame,high,1,Imposing_obligation,,explicit_procedural_duty,Reporting,,15,Appellations; Attention_getting; Causation; Change_event_time; Hindering; Leadership; Legal_rulings; People_by_vocation; Reason; Reasoning; Relative_time; Reporting; Statement; Text; Time_vector,1,1,procedure/task/antidater-dpp-curam-prest-trav-auto-antedate-bpc-curam-b-se.json
