dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT bodies FR,dita_body:ba627c58a12487f79c3c,fr/KA-04827_FR/ka-04827_examen_de_lincapacite_au_niveau_de_reex_44b75167.dita,conbody,yes,yes,"La disposition en matière d'incapacité peut être examinée à n'importe quel niveau actif du processus de demande. Si le demandeur se voit accorder une prestation au niveau du réexamen, mais que la demande relative à l'incapacité n'est pas appliquée, elle peut être évaluée par le TSS si un appel est accepté. Si une allégation d'incapacité est faite au niveau du TSS ou si le TSS demande que l'incapacité soit révisée, vous devez examiner les renseignements au dossier et, si nécessaire, préparer le d"
KMT bodies FR,dita_body:fafb2391cfdada137e1e,fr/KA-04310_FR/ka-04310_bureau_de_controle_des_prestations_combinees.dita,conbody,no,no,"Les prestations sont combinées en vertu du NAS du cotisant vivant. Le Bureau de contrôle pour les comptes combinés est déterminé par l’adresse du cotisant vivant. Pour de plus amples renseignements sur la façon de déterminer quel bureau est responsable des comptes combinés, consultez Bureau de contrôle (connaissances)"
KMT bodies FR,dita_body:8ece45c4aa119d266004,fr/KA-04348_FR/ka-04348_examiner_le_compte.dita,conbody,no,no,"Vous pouvez utiliser des renseignements personnels accessibles au public (p. ex. un annuaire téléphonique en ligne comme Canada411 ou les pages blanches) pour trouver l'adresse ou les coordonnées du client. Vous ne pouvez pas consulter les plateformes de réseaux sociaux (p. ex. Facebook). Si Postes Canada renvoie la correspondance (p. ex. feuillet de renseignements fiscaux, courrier, paiement) en tant que courrier non livrable, vous devez déterminer une nouvelle adresse par tous les moyens possi"
KMT bodies FR,dita_body:57252285f52becb84ae0,fr/KA-05634_FR/ka-05634_demandes_de_renseignements.dita,conbody,yes,yes,"[[ARTICLE-KA-05073]] (Contenu de l'extrait 26.0. Ne pas modifier ni supprimer.) Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l'entremise de l' Outil National de l'Expertise Opérationnelle (NEXO) Lien interne (l'accès est requis). Outil National de l'Expertise Opérationnelle"
KMT bodies FR,dita_body:cc27fdcf47f5801860d0,fr/KA-01597_FR/ka-01597_radiation_de_plus-payes_multiples.dita,conbody,yes,yes,"Si la demande de radiation concerne plusieurs plus-payés, remplissez un formulaire distinct pour chaque programme et chaque prestation. Consultez les exemples suivants pour déterminer si vous devez soumettre plusieurs formulaires. Si le client touche une pension de la SV et le Supplément de revenu garanti (SRG) et que des paiements sont effectués après la date de son décès, le montant total de la pension de la SV et des prestations du SRG constitue un seul paiement de prestations. Si le client a"
KMT bodies FR,dita_body:b40e1bd3e731ab71d7b3,fr/KA-01999_FR/ka-01999_incapacite.dita,conbody,no,no,"On entend par incapacité le fait qu’une personne est ou était incapable de formuler ou d’exprimer son intention de compléter une demande. La disposition sur l’incapacité, telle qu’il est préscrit par la Loi sur le Régime de pensions du Canada et par la Loi sur la sécurité de la vieillesse , protège les personnes qui sont incapables de formuler ou d’exprimer leur intention de présenter une demande de prestations ou des dispositions. Un état d’incapacité est souvent associé à une maladie psychiatr"
KMT bodies FR,dita_body:c0b08de0ee0e3e2109e9,fr/KA-01866_FR/ka-01866_processus_de_transmission_bidirectionne_0e945f90.dita,conbody,yes,yes,"Une transmission bidirectionnelle sur le revenu se produit lorsque le Ministère fait une demande de revenu et qu'une transmission de données est générée. Une fois qu'un compte est ajouté à la liste des prestataires à vie de l' ARC , le Ministère peut présenter une demande de revenu en tout temps dans Cúram pour l'année de revenu en cours et jusqu'à 3 années de revenu consécutives précédentes. Les flux de revenus bidirectionnels sont reçus chaque semaine dans le système, le mardi en règle général"
KMT bodies FR,dita_body:7d1a61c9770ba8c815b0,fr/KA-04369_FR/ka-04369_lois_et_reglements.dita,refbody,yes,yes,Régime de pensions du Canada Paragraphe 42(2) – Pensions et prestations supplémentaires – Interprétation – Personne déclarée invalide – Article 70 – Pension d’invalidité et prestation d’invalidité après-retraite – Cas où la pension cesse d’être payable Règlement sur le RPC Paragraphe 68.1(1) – Pensions et prestations supplémentaires – Détermination de l’invalidité – Définition d’occupation véritablement rémunératrice Paragraphe 69(1)(c) – Pensions et prestations supplémentaires – Détermination d
KMT bodies FR,dita_body:449859ab2138f0d9aef6,fr/KA-05183_FR/ka-05183_traitement.dita,conbody,no,no,Approuver le paiement d'une facture pour documents médicaux (scénario) Approuver le paiement d'une facture pour documents médicaux (scénario) À Rappeler (AR) (démarche) À Rappeler (AR) (démarche) Lignes directrices nationales en matière de rappel (outil de travail) Lignes directrices nationales en matière de rappel (outil de travail) Annuler ou cesser des pensions ou des prestations dans le SERTI (scénario) Annuler ou cesser des pensions ou des prestations dans le SERTI (scénario)
KMT bodies FR,dita_body:3510c6ae6f4384d03cb1,fr/KA-04736_FR/ka-04736_envoyer_pour_impression.dita,conbody,no,no,"Lorsqu’un document est acheminé à l’impression, il est envoyé à une imprimante précise. Lorsque le document est ouvert dans l’écran Remise manuelle , vous devez l’envoyer à votre imprimante locale ou à votre imprimante réseau : En cliquant avec le bouton droit et en choisisant Imprimer ; ou En cliquant sur le lien Ouvrir dans un lecteur externe dans le coin supérieur droit et en imprimant le document à partir de là. Écran Remise manuelle Écran Remise manuelle Lorsque le document a été imprimé et"
KMT bodies FR,dita_body:7553a0f33e12f08265d7,fr/KA-05602_FR/ka-05602_aucun_dossier_de_la_personne.dita,conbody,no,no,"Si des renseignements sur le dépôt direct ont été reçus pour un client qui n'est pas encore un client de la SV (p. ex. il est trop jeune), il n'y aura pas de dossier de personne dans Cúram. Vous devez ajouter une note dans le SERTI pour indiquer que le client n'a jamais présenté de demande de la SV et envoyer la lettre SV, Dépôt direct, Formulaire incorrect ou incomplet, demander au client de compléter le formulaire (ISS-8584) au client. Il n'est pas nécessaire de créer une personne potentielle."
KMT bodies FR,dita_body:54cba961d2bfbbd1a4a3,fr/KA-04908_FR/ka-04908_ce_que_cela_signifie_pour_vous.dita,conbody,yes,yes,"Instructions pour le personnel chargé du traitement des prestations du PPIRPC : Ces instructions sont pour le personnel qui traite les demandes initiales de PPIRPC seulement. Pour les procédures mises à jour, consultez Communiquer avec le client par téléphone – Mobilisation des clients Pour des suggestions sur la manière de formuler les renseignements, consultez Scénarios d’appels pour favoriser la mobilisation des clients Il est important de respecter les instructions fournies dans les procédur"
KMT bodies FR,dita_body:58e79631bc9900d7324b,fr/KA-02044_FR/ka-02044_ce_quil_faut_savoir.dita,conbody,yes,yes,"Le Ministère a développé des outils régionaux et fédéraux relatifs aux EER afin de s'assurer que des normes relatives à la divulgation de renseignements personnels sont en place pour les ententes fédérales, provinciales et territoriales. Ces documents fournissent des directives sur les pratiques d'échange de renseignements avec les partenaires fédéraux, provinciaux et territoriaux. Pour de plus amples renseignements, consultez Outils régionaux et fédéraux relatifs aux ententes d'échange de rense"
KMT bodies FR,dita_body:faaecad424a70d93cf97,fr/KA-01751_FR/ka-01751_modification_du_revenu_prevu_existant_o_11b22791.dita,conbody,no,no,"Si vous recevez des renseignements sur une option qui a une incidence sur les détails de l’option ou sur le revenu de l’année civile de base correspondant, vous devez modifier les preuves de revenu prévu existantes. Ne créez pas un nouveau dossier de preuve de la déclaration du revenu prévu. La modification du revenu prévu et des détails de l’événement est nécessaire dans les situations suivantes où : une modification du revenu prévu ou de l’événement est nécessaire; une modification du revenu d"
KMT bodies FR,dita_body:a9e4a038e9b049716e34,fr/KA-01256_FR/ka-01256_ce_quil_faut_savoir.dita,conbody,no,no,"Avant de saisir les données d'une demande de pension RET , examinez les renseignements sur le client et validez la demande. Si vous n'avez pas terminé le processus d'examen ou de validation, consultez Demande de pension de RET (scénario)"
KMT bodies FR,dita_body:0205edb939edc1b19b61,fr/KA-05310_FR/ka-05310_ce_que_cela_signifie_pour_vous.dita,conbody,yes,yes,"Pour obtenir plus d’information, consultez les politiques opérationnelles Exigences d’admissibilité – Demandes initiales pour le SRG (politique) , Prestation d’ ALC – Demandes initiales (politique) et Exigences d’admissibilité – Demandes initiales pour le SRG (politique) Prestation d’ ALC – Demandes initiales (politique) Exigences d’admissibilité – Demandes initiales pour la prestation d’ ALCS (politique)"
KMT bodies FR,dita_body:e90572bf2ebb05989f51,fr/KA-05019_FR/ka-05019_demande_de_renseignements.dita,conbody,yes,yes,"Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l’entremise de l' Outil de demandes en expertise opérationnelle par les voies habituelles. Outil de demandes en expertise opérationnelle"
KMT bodies FR,dita_body:63f806be5aaecf1ad902,fr/KA-01396_FR/ka-01396_resume.dita,conbody,no,no,Cette procédure vous fournit des instructions sur la manière de préparer et d'émettre un paiement prioritaire manuel.
KMT bodies FR,dita_body:12fc0e806ee045da629b,fr/KA-04852_FR/ka-04852_accords_dindemnisation.dita,conbody,no,no,"Dès que les prestations impayées doivent être versées à un prestataire autre qu’une succession, un accord d’indemnisation est exigé. L’objectif principal d’un tel accord est de protéger Emploi et Développement social Canada (EDSC) dans l’éventualité où la distribution au prestataire choisi serait contestée devant les tribunaux. Comme il n’y a pas de succession, c’est le prestataire désigné qui reçoit et distribue la prestation. Cet accord évite qu'EDSC ait à défendre sa décision devant les tribu"
KMT bodies FR,dita_body:e4c7c6dba21dab5d5fb7,fr/KA-05126_FR/ka-05126_completer_le_formulaire_de_liaison.dita,refbody,no,no,"Convention de sécurité sociale entre le Canada et le Royaume du Maroc – Formulaire de liaison Lorsque vous transférez une demande de prestation étrangère ou que vous répondez à une demande de renseignements, procédez comme suit :"
KMT bodies FR,dita_body:3c971c69838bf865ea65,fr/KA-02053_FR/ka-02053_quoi_de_neuf.dita,conbody,yes,yes,"À compter du 12 juin 2023, le système des AI, utilisé jusqu’à maintenant pour le traitement des prestations étrangères, sera remplacé par Cúram. Toutes les nouvelles demandes de prestations étrangères, les liaisons et les transactions connexes devront être saisies dans Cúram."
KMT bodies FR,dita_body:9f301966c76de11140c6,fr/KA-05656_FR/ka-05656_demandes_de_renseignements.dita,conbody,yes,yes,"[[ARTICLE-KA-05073]] (Contenu de l'extrait 26.0. Ne pas modifier ni supprimer.) Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l'entremise de l' Outil National de l'Expertise Opérationnelle (NEXO) Lien interne (l'accès est requis). Outil National de l'Expertise Opérationnelle"
KMT bodies FR,dita_body:bb15893a47c4cad02fe0,fr/KA-01855_FR/ka-01855_ce_quil_faut_faire.dita,conbody,no,no,"Examinez la demande et les pièces justificatives. Mettez à jour le système concerné comme suit : Dans le SERTI : Saisissez la date de décès ainsi que la preuve de décès, le cas échéant. Consultez Date de décès – Ajouter, modifier ou supprimer dans le SERTI (démarche) . Date de décès – Ajouter, modifier ou supprimer dans le SERTI (démarche) Saisissez le contact après le décès à l'écran Contact / Demandeur. Consultez Contact de tierce partie – Destinataire (scénario) et Contact de tierce partie ou"
KMT bodies FR,dita_body:736e043eb9256af9644f,fr/KA-01068_FR/ka-01068_glossaire.dita,refbody,yes,yes,Accord d'indemnisation Administrateur nommé par le tribunal Après le décès Contact d'affaires après le décès Curateur Exécuteur testamentaire Représentant légal Succession
KMT bodies FR,dita_body:18e3ba540b86bb25fb4c,fr/KA-01120_FR/ka-01120_ce_quil_faut_savoir.dita,conbody,no,no,"Le SERTI est le système d'enregistrement des prestations du RPC. Il transmet les renseignements monétaires au SMGP . Le SMGP crée les dossiers de paiement et gère les transactions monétaires de ces prestations. Le SMGP transmet les fichiers de paiement au Système normalisé des paiements de Services publics et Approvisionnement Canada pour générer les paiements. Un client est un destinataire, un cotisant, un prestataire ou un débiteur. Chaque client a un identificateur du client dans le SMGP . L'"
KMT bodies FR,dita_body:edaf5faf19d115dcc2ea,fr/KA-05519_FR/ka-05519_supprimer_une_periode_de_cotisation_a_l_add1d318.dita,taskbody,yes,yes,"Dans Cúram, accédez au profil du client. Consultez Rechercher une personne dans Cúram (démarche) . Rechercher une personne dans Cúram (démarche) Cliquez sur l'onglet Dossiers et demandes . Les dossiers de mobilisation étrangère sur le compte du client sont énumérés. Cliquez sur l'hyperlien du dossier de mobilisation étrangère sous la colonne Référence. Le dossier de mobilisation étrangère s'affiche dans un nouvel onglet. Cliquez sur l'onglet Preuve . Cliquez sur l'hyperlien Période de cotisation"
KMT bodies FR,dita_body:12876e3294443f58cc46,fr/KA-03444_FR/ka-03444_clause_pour_elever_des_enfants.dita,conbody,no,no,"La page Mes renseignements au sujet de la clause pour élever des enfants dans MDSC décrit les exigences relatives à l'utilisation de la demande en ligne de la Clause pour élever des enfants (CEE). Une fois que le demandeur a choisi Demande la clause pour élever des enfants , l'écran Demander une clause pour élever des enfants s'ouvre. Le demandeur se verra poser une série de questions qui nécessitent la réponse Oui ou Non . Ceci empêche les demandeurs de continuer si leurs réponses ne répondent "
KMT bodies FR,dita_body:60028c9c1b419a5f1d20,fr/KA-04457_FR/ka-04457_date_dentree_en_vigueur_des_prestations_4448fa53.dita,conbody,no,no,"Si, au moment où le cotisant au RPC est réputé invalide, il est admissible à une prestation d'enfant de cotisant invalide ( PECI ), la PECI commence à la plus éloignée des dates suivantes : le mois au cours duquel la prestation d' INV commence; ou le onzième mois avant le mois au cours duquel la demande de PECI est présentée. Si un enfant biologique est né du cotisant, la PECI pour cet enfant devient payable à la plus éloignée des dates suivantes : le mois qui suit la naissance de l'enfant; le o"
KMT bodies FR,dita_body:ad463a9ed261935add2f,fr/KA-05492_FR/ka-05492_ce_quil_faut_savoir.dita,conbody,yes,yes,"Cúram crée un moins-payé lorsqu'il détermine qu'un client a reçu un montant inférieur auquel il avait droit pour une période antérieure, tandis qu'un paiement d'arrérages est un paiement rétroactif pour une période qui n'a pas encore fait l'objet d'une évaluation."
KMT bodies FR,dita_body:0d567949f3db06d86461,fr/KA-01693_FR/ka-01693_exceptions_et_cas_speciaux.dita,conbody,yes,yes,Il n'y a pas d'exceptions ou de cas spéciaux. (KA-01098 Le contenu de cet extrait 12.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:4925046c22ee2bf1ecdc,fr/KA-01396_FR/ka-01396_ce_quil_faut_savoir_2.dita,conbody,yes,yes,"Pour les comptes du RPC dans le SMGP , les paiements prioritaires devraient être émis autant que possible au moyen du système plutôt que par l'émission d'un paiement prioritaire manuel. Il est rare de devoir produire des paiements prioritaires manuels étant donné que le SMGP dispose d'une fonctionnalité de fractionnement des payables par priorité. Cette fonctionnalité vous permet de : rembourser les organismes de services sociaux provinciaux, d'indemnisation des accidentés du travail, des agence"
KMT bodies FR,dita_body:593f83725ab6a3322c05,fr/KA-01603_FR/ka-01603_survol.dita,conbody,yes,yes,Cet article a fait l’objet de modifications importantes. Consultez l’ensemble du contenu pour obtenir des orientations mises à jour. (KA-05555 Le contenu de cet extrait 34.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:e839f6b0b5f9bbaac349,fr/KA-01693_FR/ka-01693_mettre_a_jour_les_systemes_et_le_dossier_2.dita,conbody,yes,yes,"Mettez à jour les notes du client dans le SERTI pour consigner les actions et les décisions que vous avez prises dans le compte. Consultez Notes du SERTI – Examiner, ajouter et supprimer (démarche) . (KA-01651 Le contenu de cet extrait 4.0. Ne pas modifier ni supprimer.) Mettez l'activité à jour dans le SCTP , le cas échéant. Pour de plus amples renseignements, consultez les Guide de système de la charge de travail relative au pensions Lien interne . (KA-02284 Le contenu de cet extrait 16.0. Ne "
KMT bodies FR,dita_body:457def4b6f7dec74f935,fr/KA-01855_FR/ka-01855_paiements_retroactifs_pour_les_demandes_9128d6f5.dita,conbody,yes,yes,"Des paiements rétroactifs peuvent être versés pour une période maximale : de 12 mois avant la date du décès (incluant le mois du décès); ou à partir du moment où la personne décédée était admissible à une pension, selon la date la plus rapprochée."
KMT bodies FR,dita_body:8419e3427e0eb99f471d,fr/KA-05232_FR/ka-05232_references.dita,refbody,yes,yes,Il n'y a pas de documents de référence. (KA-01423 Le contenu de cet extrait 14.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:6e053048f3e23a6ce933,fr/KA-04823_FR/ka-04823_quoi_de_neuf.dita,conbody,no,no,"Dans le contexte de la pandémie de la COVID-19 actuelle, le processus visant à documenter le réexamen des dossiers d'évaluation réguliers ou pour maladies graves a été simplifié. Pour appuyer cette approche, un modèle de décision liée au réexamen distinct a été créé. Le modèle se trouve sur le lecteur Q."
KMT bodies FR,dita_body:14560e8868b80fee0599,fr/KA-01708_FR/ka-01708_exemple_1.dita,conbody,no,no,"Renseignements utilisés pour évaluer la transférabilité Date de naissance : 22 octobre 1947. 65e anniversaire : 22 octobre 2012. 30 septembre 1995 jusqu'à aujourd'hui. À l'âge de 65 ans, le client avait accumulé 17 années de résidence au Canada après avoir atteint l'âge de 18 ans et une pension de la SV lui est versée au taux de 17/40. Lorsque le client était âgé de 72 ans, son ou sa conjoint(e) est décédé(e) et il a décidé de retourner au Brésil, son pays natal. À ce moment, bien que la pension"
KMT bodies FR,dita_body:7f789f7f2cadbe18b220,fr/KA-05395_FR/ka-05395_article_46.dita,conbody,no,no,Cette section contient des données relatives à l'article 46 (art. 46). Les nouveaux champs et la façon de les remplir sont comme suit :
KMT bodies FR,dita_body:125e9ad9bc16d55daa64,fr/KA-01862_FR/ka-01862_traiter_des_renseignements_supplementai_faae57fd.dita,conbody,no,no,"Examinez les renseignements supplémentaires pour voir si le prestataire a repris le travail, a recouvré sa capacité ou pourrait avoir une date de début de l'invalidité antérieure. Si non : Appelez le prestataire pour lui expliquer que les renseignements que nous avons reçus seront ajoutés à son dossier sans modification de sa prestation. Envoyez la lettre appropriée et incluez les paragraphes « Reçoit actuellement des prestations ». Saisissez les données dans le Système de réévaluation à base de"
KMT bodies FR,dita_body:a6337040f1a4c2a7be15,fr/KA-01088_FR/ka-01088_glossaire.dita,refbody,no,yes,Organisme pour enfants Comité Ordinance d'un tribunal Parent avant la garde Responsabilités décisionnelles Tuteur de fait Tuteur légal Temps parental Tierce partie
KMT bodies FR,dita_body:343ac69f16fddc0b7734,fr/KA-01879_FR/ka-01879_exceptions_et_cas_speciaux.dita,conbody,yes,yes,Il n'y a pas d'exceptions ou de cas spéciaux. (KA-01098 Le contenu de cet extrait 12.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:1d98fb52da55bc36cd57,fr/KA-04914_FR/ka-04914_demander_des_renseignements_aupres_dune_c4ac792c.dita,conbody,no,yes,"Vous devrez demander des renseignements à l’autre pays dans les cas suivants : Ils sont nécessaires pour déterminer l’admissibilité ou le droit à une demande de pension ou de prestation canadienne (p. ex. périodes admissibles à l’étranger ou date protégée); Ils sont nécessaires pour déterminer l’admissibilité continue ou le droit continu à des pensions ou prestations canadiennes (p. ex. les taux de pension étrangers pour les prestations du SRG, de l’ ALC ou de l’ ALCS ); ou Un centre de traiteme"
KMT bodies FR,dita_body:06265f5b2e3742c357da,fr/KA-04314_FR/ka-04314_references.dita,refbody,yes,yes,Il n'y a pas de documents de référence. (KA-01423 Le contenu de cet extrait 14.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:e179c70e1651db7c175d,fr/KA-01783_FR/ka-01783_situations_necessitant_un_traitement_special.dita,conbody,no,no,"Entente entre époux – Alberta S'il y a une entente entre conjoints valide empêchant le partage des crédits, vous devez refuser le partage. Or, le SERTI ne refuse pas les demandeurs qui ont une entente entre conjoints valide en Alberta et procède tout de même au partage. Pour de plus amples renseignements sur des cas antérieurs ayant nécessité un traitement spécial, consultez Historique des situations nécessitant un traitement spécial (connaissances)"
KMT bodies FR,dita_body:33a2e9e9e31cb3a95750,fr/KA-05279_FR/ka-05279_ce_que_cela_signifie_pour_vous.dita,conbody,no,no,"Lorsque vous appelez un client ou son représentant autorisé, vous pouvez communiquer les renseignements suivants avant son authentification : le programme pour lequel vous appelez (c.-à-d. « J'appelle de Service Canada pour le Régime de pensions du Canada » ou « J'appelle de Service Canada pour la Sécurité de la vieillesse »); et la raison générale de votre appel (p. ex. « J'appelle pour obtenir des renseignements, des documents, ou concernant une demande reçue en MM/AAAA »). À la suite de ces m"
KMT bodies FR,dita_body:65a372d5ca0305041c21,fr/KA-01670_FR/ka-01670_presentation_de_demandes_urgentes_a_irc_815c7bb9.dita,conbody,no,no,"Si vous devez communiquer d’urgence avec IRCC après l’envoi de la demande initiale : Rédigez un courriel à envoyer à la boîte aux lettres générique d’IRCC. Indiquez « Demande de Service Canada » dans la ligne Objet. Dans le corps du courriel, fournissez le motif de la demande urgente. Envoyez le courriel à la boîte de réception générale de CIC en utilisant la même convention de nomenclature que celle de la demande initiale. N’ envoyez pas de nouveau la demande originale. boîte de réception génér"
KMT bodies FR,dita_body:da40c92c448bdab48fa7,fr/KA-03406_FR/ka-03406_dossiers_canadiens.dita,conbody,no,no,"Si la personne n’est pas en mesure d’obtenir des documents de naissance du bureau de l’état civil provincial ou territorial, les sources suivantes pourraient fournir des renseignements supplémentaires : Archives Canada Archives Canada Bibliothèque et Archives nationales du Québec Bibliothèque et Archives nationales du Québec La Société généalogique canadienne-française La Société généalogique canadienne-française"
KMT bodies FR,dita_body:8c929e4b472823a1920f,fr/KA-01524_FR/ka-01524_exceptions_et_cas_speciaux_2.dita,conbody,yes,yes,Il n'y a pas d'exceptions ou de cas spéciaux. (KA-01098 Le contenu de cet extrait 12.0. Ne pas modifier ni supprimer.)
KMT bodies FR,dita_body:b5e083f4fe1096175d92,fr/KA-05083_FR/ka-05083_totalisation_avec_un_troisieme_pays.dita,conbody,no,no,L'Accord avec l'Australie ne permet pas de totalisation avec un troisième pays.
KMT bodies FR,dita_body:7913646666a564f88d9a,fr/KA-04660_FR/ka-04660_preuves_documentaires_2.dita,conbody,yes,yes,Traitement et utilisation Traitement et utilisation État civil État civil Décès Décès Revenu Revenu Preuve documentaire – Accord de parrainage (politique) Preuve documentaire – Accord de parrainage (politique)
KMT bodies FR,dita_body:b9711a9a6a77ce93bda4,fr/KA-05642_FR/ka-05642_ce_que_cela_signifie_pour_vous.dita,conbody,yes,yes,"Les sections suivantes détaillent les améliorations dont bénéficient les clients et les utilisateurs de Cúram, après l'activation sur le portail client de la SV de la fonction permettant de modifier en ligne les changements liés aux événements de la vie. Chaque section détaille les changements, le fonctionnement dans le système et à quoi les utilisateurs peuvent s'attendre. De plus, les articles de l'OGS seront mis à jour pour soutenir les utilisateurs dans leurs activités quotidiennes concernan"
KMT bodies FR,dita_body:cd684724c0db9f211ed3,fr/KA-04635_FR/ka-04635_politique.dita,conbody,yes,yes,"Date d'entrée en vigueur : 11 mars 2020 Enjeu ou objet Cet article de connaissance provisoire a été élaboré en réponse à la pandémie de la COVID-19. Les mesures provisoires ont fait l'objet de changements, y compris certaines mesures qui : ont été annulées; ont été intégrées aux activités courantes; et resteront en vigueur en attente de, jusqu’à ce que des modifications législatives y soient apportées. Contexte En décembre 2019, un nouveau coronavirus et une éclosion de la maladie ont été signal"
KMT bodies FR,dita_body:e51027b969a3d4377355,fr/KA-04512_FR/ka-04512_prestataires_de_lalcs_tableau_5.dita,conbody,no,no,"Lorsque la bonification a été établie pour la première fois en juillet 2011, le montant maximal a été fixé à 50,00 $ par mois (600,00 $ par an) pour les prestataires de l’ALCS avec un revenu annuel jusqu'à 2 000 $. Le montant de cette bonification était assujetti à une indexation trimestrielle. À compter du 1er juillet 2016, le montant maximal de la bonification est augmenté à 78,92 $ par mois pour les prestataires de l’ALCS avec un revenu annuel (excluant les prestations de la SV) jusqu'à 2 000"
KMT bodies FR,dita_body:c2ac7b639a71f001f44b,fr/KA-05543_FR/ka-05543_ce_quil_faut_savoir.dita,conbody,no,no,"Il existe 3 pays de l’Accord international de sécurité sociale (AISS) (les États Unis, le Japon et la Jamaïque) dont des restrictions en matière d’échange de renseignements qui interdisent la diffusion de toute renseignement en dehors des Opérations internationales (OI), y compris la date de décès qui est reçue au moyen d’un formulaire de liaison étrangère. Si vous avez besoin de plus amples renseignements, consultez Opérations internationales – Partager les renseignements obtenus sous un accord"
KMT bodies FR,dita_body:b445bcbee748c694b144,fr/KA-05286_FR/ka-05286_mise_a_jour_des_produits_de_connaissanc_7433b312.dita,conbody,no,no,"Politiques opérationnelles Aucune mise à jour n'a été requise pour cette version. Pour de plus amples renseignements, consultez Bonification du Régime de pensions du Canada (politique) Procédures Aucune mise à jour n'a été requise pour cette version. Pour de plus amples renseignements, consultez Procédures pour la bonification du RPC"
KMT bodies FR,dita_body:1a6225d0bbb7c5411973,fr/KA-04310_FR/ka-04310_calcul_du_montant_de_la_prestation_combinee.dita,conbody,no,no,"Il vous incombe de comprendre et d’expliquer aux clients comment nous utilisons les formules pour calculer le montant des prestations combinées du RPC. Lors du calcul de ces prestations, une partie du paiement est attribuée à chaque prestation. La loi sur le RPC prévoit que le montant de la pension combinée est assujetti à un plafond pour l’année où le cotisant « a droit pour la première fois » à la deuxième prestation. Aux fins du calcul de la pension combinée, l’année au cours de laquelle le s"
KMT bodies FR,dita_body:332c841552400f0df243,fr/KA-04306_FR/ka-04306_politique.dita,conbody,yes,yes,La Clause pour élever des enfants ( CEE ) du RPC a 2 façons d'aider les cotisants à maintenir leur niveau de gains ouvrant droit à pension lorsque l'enfant avait moins de 7 ans : en excluant de leurs calculs du RPC les années admissibles au cours desquelles ils élèvent des enfants. C'est ce qu'on appelle la Clause d'exclusion pour élever des enfants ( CEEE ); et en attribuant des gains au calcul du RPC de la portion bonifiée de la période de cotisation . C'est ce qu'on appelle l'Attribution des 
KMT bodies FR,dita_body:8b017564d93b44aecc6d,fr/KA-05370_FR/ka-05370_demandes_de_renseignements.dita,conbody,no,no,"Pour obtenir des renseignements supplémentaires à ce sujet, veuillez envoyer un courriel à l'adresse BISB CPP_OAS_ESERVICES / SERVICESENLIGNE_RPC_SV DGPSI (ESDC/EDSC) Modèle de courriel . BISB CPP_OAS_ESERVICES / SERVICESENLIGNE_RPC_SV DGPSI (ESDC/EDSC)"
KMT bodies FR,dita_body:8b10a1d18abf375a5057,fr/KA-05486_FR/ka-05486_modifier_un_plus-paye_manuel.dita,taskbody,no,no,"Dans Cúram, accédez au profil du client. Consultez Rechercher une personne dans Cúram (démarche) . Rechercher une personne dans Cúram (démarche) Cliquez sur l'onglet Dossiers et demandes . Cliquez sur Dossiers dans la barre de navigation du groupe de pages, s'il n'est pas déjà sélectionné. Cliquez sur l'hyperlien Numéro de référence du dossier de Plus-payé de prestations . Le Plus-payé (manuel) s'ouvre dans un nouvel onglet. Cliquez sur Modifier dans le coin supérieur du panneau contextuel. La f"
KMT bodies FR,dita_body:83711b8dbc6f8724773e,fr/KA-05256_FR/ka-05256_quoi_de_neuf.dita,conbody,no,no,"Le contenu médical du PPIRPC est regroupé en catégories et les publications se poursuivront au cours de l'exercice financier. La page d'accueil des PPIRPC Procédures - Médicale , les Mots-clés et les Sujets connexes vont faciliter la navigation entre les procédures. PPIRPC Procédures - Médicale À partir de maintenant, utilisez les procédures médicales du PPIRPC suivantes : Évaluation médicale (scénario) ; Évaluation médicale (scénario) Déterminer et consigner la date de début de l'invalidité (dé"
KMT bodies FR,dita_body:392a5257a705acba8eae,fr/KA-03234_FR/ka-03234_preuve_contraire.dita,conbody,yes,yes,"La preuve contraire désigne les éléments qui indiquent qu'un prestataire ne démontre pas une capacité générale à exercer une occupation véritablement rémunératrice (OVR), malgré une activité professionnelle ou des gains. Pour de plus amples renseignements, consultez Critère d'invalidité grave – Capacité de travailler (emploi régulier, autonome, saisonnier et adapté) (scénario) et Critère d'invalidité grave – Capacité de travailler (emploi régulier, autonome, saisonnier et adapté) (scénario) Crit"
KMT bodies FR,dita_body:4cd8c45439091dfab63d,fr/KA-01420_FR/ka-01420_glossaire.dita,refbody,yes,yes,Déclaration solennelle Registre de l'assurance sociale (RAS) Tolérance
