"item1_index","item2_index","item1_node_id","item2_node_id","embedding_similarity","cross_encoder_score","final_relationship_type","final_analysis","is_borderline","classification_source","llm_review_status","item1_node_type","item1_article_path","item1_article_title","item1_language","item1_topic_path","item1_source_element_path","item1_element_id","item1_conref_targets","item1_text","item2_node_type","item2_article_path","item2_article_title","item2_language","item2_topic_path","item2_source_element_path","item2_element_id","item2_conref_targets","item2_text","item1_original_content","item2_original_content"
"267","410","dita_document:a0d727ab1d23af2bde32","dita_document:2bdb38c7f8111a52352a","0.975275993347168","0.99975634","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0268.dita","Note","","","note_c_0268.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP – 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations – 2e supplémentaire .","dita_document","note_c_0411.dita","Note","","","note_c_0411.dita","","","Note Remarque : Vous pouvez saisir les renseignements sur les gains du client dans le champ GNAP 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations + 2e supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP – 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations – 2e supplémentaire .","Note Remarque : Vous pouvez saisir les renseignements sur les gains du client dans le champ GNAP 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations + 2e supplémentaire ."
"15","228","dita_document:59b70d589d6633bb6760","dita_document:3af1cdd161c68bb55590","0.9752722382545472","0.9998524","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0016.dita","Note","","","note_c_0016.dita","","","Note Rappel : Assurez-vous d'être dans le bon compte du client.","dita_document","note_c_0229.dita","Note","","","note_c_0229.dita","","","Note Rappel : Assurez-vous d'être sous le bon compte client.","Note Rappel : Assurez-vous d'être dans le bon compte du client.","Note Rappel : Assurez-vous d'être sous le bon compte client."
"199","1073","dita_document:350ac6662444ede966f8","dita_document:23300537f3522b4d431c","0.9752220511436462","0.9994376","one passage included in another","One normalized node is contained in the other.","False","cross_encoder","not_needed","dita_document","note_c_0200.dita","Note","","","note_c_0200.dita","","","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée. Elle est suivie pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la détermination de la période d'admissibilité et des montants du droit du demandeur.","dita_document","note_c_1074.dita","Note","","","note_c_1074.dita","","","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée. Elle est suivie pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la détermination de la période d'admissibilité et des montants du droit du demandeur. Avant de vérifier l'admissibilité potentielle, vous devez cliquer sur Soumettre de nouveau dans la partie supérieure droite de l'écran.","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée. Elle est suivie pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la détermination de la période d'admissibilité et des montants du droit du demandeur.","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée. Elle est suivie pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la détermination de la période d'admissibilité et des montants du droit du demandeur. Avant de vérifier l'admissibilité potentielle, vous devez cliquer sur Soumettre de nouveau dans la partie supérieure droite de l'écran."
"3355","3483","dita_document:01d48ccf21d274e97b40","dita_document:e389c3ee1a26dd4a93f8","0.9752034544944764","0.9979131","duplicate/semantic duplicate","Both passages provide the same instruction regarding the addition of a remark to a specific section of a liaison form when information on a request form cannot be verified. The wording is slightly different, but the essential content and meaning are the same.","True","llm_borderline","reviewed","dita_document","note_c_3356.dita","Note","","","note_c_3356.dita","","","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : «Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","dita_document","note_c_3484.dita","Note","","","note_c_3484.dita","","","Note Remarque : Si un renseignement fourni dans les parties 1 à 5 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : «Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","Note Remarque : Si un renseignement fourni dans les parties 1 à 5 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
"650","651","dita_document:a84c054e4743cdae7457","dita_document:b5eff6db904f50d7be87","0.9750682711601256","0.9997322","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0651.dita","Callout","","","note_c_0651.dita","","","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé en suspens de la SV de 400,00 $ au titre de ce programme. Si des prestations du RPC deviennent recouvrables, informez‑en la région de la SV concernée.","dita_document","note_c_0652.dita","Callout","","","note_c_0652.dita","","","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé de 400,00 $ de la SV en souffrance. Si des prestations du RPC deviennent recouvrables, communiquez avec la région de la SV concernée.","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé en suspens de la SV de 400,00 $ au titre de ce programme. Si des prestations du RPC deviennent recouvrables, informez‑en la région de la SV concernée.","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé de 400,00 $ de la SV en souffrance. Si des prestations du RPC deviennent recouvrables, communiquez avec la région de la SV concernée."
"3259","3385","dita_document:c62a7737a11c26da6f0f","dita_document:263460ec7fbc1ab28af9","0.975025236606598","0.9998108","duplicate/semantic duplicate","Both passages convey the same instruction regarding notifying a foreign institution if there is no applicable protected date, despite minor differences in wording and section numbers.","True","llm_borderline","reviewed","dita_document","note_c_3260.dita","Note","","","note_c_3260.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9.","dita_document","note_c_3386.dita","Note","","","note_c_3386.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la section 4.5.","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9.","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la section 4.5."
"3259","3338","dita_document:c62a7737a11c26da6f0f","dita_document:03c778f8755308fdedce","0.9749773740768432","0.99981356","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3260.dita","Note","","","note_c_3260.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9.","dita_document","note_c_3339.dita","Note","","","note_c_3339.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la partie 4.9.","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9.","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la partie 4.9."
"409","816","dita_document:6b34f9996403bae44d62","dita_document:b1fc8f39ef8c35771602","0.9749175310134888","0.9997771","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0410.dita","Note","","","note_c_0410.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire .","dita_document","note_c_0817.dita","Note","","","note_c_0817.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations + 2e supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations + 2e supplémentaire ."
"650","655","dita_document:a84c054e4743cdae7457","dita_document:3dab71546dc8a2d575d1","0.9748879075050354","0.99946415","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0651.dita","Callout","","","note_c_0651.dita","","","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé en suspens de la SV de 400,00 $ au titre de ce programme. Si des prestations du RPC deviennent recouvrables, informez‑en la région de la SV concernée.","dita_document","note_c_0656.dita","Callout","","","note_c_0656.dita","","","Callout Example Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé de 400,00 $ de la SV en souffrance. Si des prestations du RPC deviennent recouvrables, communiquez avec la région de la SV concernée.","Callout Exemple Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé en suspens de la SV de 400,00 $ au titre de ce programme. Si des prestations du RPC deviennent recouvrables, informez‑en la région de la SV concernée.","Callout Example Le client ne reçoit plus de prestations du programme de la SV et a un plus-payé de 400,00 $ de la SV en souffrance. Si des prestations du RPC deviennent recouvrables, communiquez avec la région de la SV concernée."
"267","409","dita_document:a0d727ab1d23af2bde32","dita_document:6b34f9996403bae44d62","0.9748448133468628","0.9997712","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0268.dita","Note","","","note_c_0268.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP – 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations – 2e supplémentaire .","dita_document","note_c_0410.dita","Note","","","note_c_0410.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP – 2e supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations – 2e supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire ."
"1558","1567","dita_document:93d123351997465c8092","dita_document:8b2cdf0f0875a31de3cf","0.9747194051742554","0.9961531","duplicate/semantic duplicate","Both passages convey the same instructions and information regarding the steps to be taken when modifying existing evidence or adding new evidence. They are reworded but essentially communicate the same scoped fact.","True","llm_borderline","reviewed","dita_document","note_c_1559.dita","Note","","","note_c_1559.dita","","","Note Remarque : Cette étape doit être effectuée chaque fois qu’une preuve existante est modifiée ou qu’une nouvelle preuve est ajoutée, et avant d’appliquer les preuves en cours de modification. Elle sert à évaluer l’exactitude des preuves et suggère qu’un examen plus approfondi est nécessaire si vous obtenez des résultats inattendus. Cette étape donne un aperçu de la période d’admissibilité continue du client et des montants auxquels il a droit.","dita_document","note_c_1568.dita","Note","","","note_c_1568.dita","","","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée, et avant d'appliquer des preuves En cours de modification . Elle est utilisée pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la période d'admissibilité continue du client et des montants auxquels il a droit.","Note Remarque : Cette étape doit être effectuée chaque fois qu’une preuve existante est modifiée ou qu’une nouvelle preuve est ajoutée, et avant d’appliquer les preuves en cours de modification. Elle sert à évaluer l’exactitude des preuves et suggère qu’un examen plus approfondi est nécessaire si vous obtenez des résultats inattendus. Cette étape donne un aperçu de la période d’admissibilité continue du client et des montants auxquels il a droit.","Note Remarque : Cette étape devrait être complétée lorsqu'une preuve existante est modifiée ou qu'une nouvelle preuve est ajoutée, et avant d'appliquer des preuves En cours de modification . Elle est utilisée pour évaluer si les preuves sont exactes et propose un examen plus approfondi lorsque vous n'obtenez pas les résultats prévus. Cette étape fournit un aperçu de la période d'admissibilité continue du client et des montants auxquels il a droit."
"3458","3483","dita_document:c7c3491eb7a2b8eb51ba","dita_document:e389c3ee1a26dd4a93f8","0.97466778755188","0.9978122","conflicting information","The two passages provide instructions regarding the addition of remarks to a liaison form when information on a request form cannot be verified. However, they differ in the specific sections of the liaison form (4.7 in Passage 1 and 4.9 in Passage 2) and the phrasing of the verification conditions, leading to mutually incompatible claims about where to add the remark.","True","llm_borderline","reviewed","dita_document","note_c_3459.dita","Note","","","note_c_3459.dita","","","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.7 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","dita_document","note_c_3484.dita","Note","","","note_c_3484.dita","","","Note Remarque : Si un renseignement fourni dans les parties 1 à 5 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.7 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","Note Remarque : Si un renseignement fourni dans les parties 1 à 5 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
"3254","3259","dita_document:4abe8bb51a54554f0baf","dita_document:c62a7737a11c26da6f0f","0.9746437072753906","0.9996967","duplicate/semantic duplicate","Both passages convey the same instruction regarding notifying a foreign institution if there is no applicable protected date, with only minor differences in wording.","True","llm_borderline","reviewed","dita_document","note_c_3255.dita","Note","","","note_c_3255.dita","","","Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la partie 4.9.","dita_document","note_c_3260.dita","Note","","","note_c_3260.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9.","Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la partie 4.9.","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.9."
"2388","2432","dita_document:658519168cda7e581a3f","dita_document:b1b116f32106f5fa31b8","0.9744977355003356","0.9990868","duplicate/semantic duplicate","Both passages convey the same instructions regarding entering a reduced income amount during the renewal period and how the system updates it to the higher amount after a weekly update. The wording is slightly different, but the essential information and instructions are the same.","True","llm_borderline","reviewed","dita_document","note_c_2389.dita","Note","","","note_c_2389.dita","","","Note Remarque : Si vous saisissez un montant de revenu réduit pendant la période de renouvellement, ce dernier passera au montant plus élevé après la mise à jour hebdomadaire puisque le système compare le revenu que vous avez saisi au revenu de l’ARC et conserve le montant le plus élevé. Vous devez saisir le nouveau montant de revenu en y ajoutant 0,01 $, puis saisir de nouveau le montant sans le 0,01 $ lors de la mise à jour hebdomadaire.","dita_document","note_c_2433.dita","Note","","","note_c_2433.dita","","","Note Remarque : Si vous saisissez un montant de revenu réduit pendant le renouvellement, il reviendra au montant supérieur après la mise à jour hebdomadaire car le système compare le revenu que vous avez saisi avec le revenu de l’ARC et garde le montant supérieur . Vous devez compléter ce qui suit : Saisissez le nouveau montant du revenu en ajoutant un cent (0,01 $). Saisissez-le à nouveau en supprimant le cent supplémentaire (0,01 $) pour la même mise à jour hebdomadaire.","Note Remarque : Si vous saisissez un montant de revenu réduit pendant la période de renouvellement, ce dernier passera au montant plus élevé après la mise à jour hebdomadaire puisque le système compare le revenu que vous avez saisi au revenu de l’ARC et conserve le montant le plus élevé. Vous devez saisir le nouveau montant de revenu en y ajoutant 0,01 $, puis saisir de nouveau le montant sans le 0,01 $ lors de la mise à jour hebdomadaire.","Note Remarque : Si vous saisissez un montant de revenu réduit pendant le renouvellement, il reviendra au montant supérieur après la mise à jour hebdomadaire car le système compare le revenu que vous avez saisi avec le revenu de l’ARC et garde le montant supérieur . Vous devez compléter ce qui suit : Saisissez le nouveau montant du revenu en ajoutant un cent (0,01 $). Saisissez-le à nouveau en supprimant le cent supplémentaire (0,01 $) pour la même mise à jour hebdomadaire."
"3046","3048","dita_document:6ed04e122fe74f6c57d3","dita_document:574b297602232189ac65","0.9744784235954284","0.9983918","conflicting information","The two passages present conflicting information regarding the frequency and amount of pension payments, as well as the dates of reduction. Passage 1 describes a quarterly pension reduction, while Passage 2 describes a semiannual pension reduction, leading to mutually incompatible claims.","True","llm_borderline","reviewed","dita_document","note_c_3047.dita","Callout","","","note_c_3047.dita","","","Callout Exemple 1 – L’événement est la réduction trimestrielle de la pension Le client reçoit une pension trimestrielle de 1 200,00 $ tous les mois de février, de mai, d’août et de novembre. En août 2021, la pension trimestrielle a été réduite à 950,00 $. Calculer le montant mensuel au moyen du taux réduit : 950,00 $ ∕ 3 = 316,67 $ Calculer la pension réduite au prorata en utilisant le montant mensuel calculé au moyen de la formule. Comme le client reçoit cette pension chaque trimestre, la date d’entrée en vigueur de l’option est le début du trimestre au cours duquel la pension a été réduite (juillet 2021) : (316,67 $ × 6) ∕ 6 × 12 = 3 800,04 $","dita_document","note_c_3049.dita","Callout","","","note_c_3049.dita","","","Callout Exemple 1 – L’événement est la réduction semestrielle de la pension Le client reçoit une pension semestrielle de 3 200,00 $ tous les mois de mai et de novembre. En mai 2022, le versement semestriel a été réduit à 2 350,00 $. Calculer le montant mensuel au moyen du taux réduit : 2 350,00 $ ∕ 6 = 391,67 $ Calculer au prorata la pension réduite en utilisant le montant mensuel calculé au moyen de la formule. Comme le client reçoit cette pension chaque semestre, la date d’entrée en vigueur de l’option est le début du semestre au cours duquel la pension a été réduite (janvier 2022) : (391,67 $ × 12) ∕ 12 × 12 = 4 700,04 $","Callout Exemple 1 – L’événement est la réduction trimestrielle de la pension Le client reçoit une pension trimestrielle de 1 200,00 $ tous les mois de février, de mai, d’août et de novembre. En août 2021, la pension trimestrielle a été réduite à 950,00 $. Calculer le montant mensuel au moyen du taux réduit : 950,00 $ ∕ 3 = 316,67 $ Calculer la pension réduite au prorata en utilisant le montant mensuel calculé au moyen de la formule. Comme le client reçoit cette pension chaque trimestre, la date d’entrée en vigueur de l’option est le début du trimestre au cours duquel la pension a été réduite (juillet 2021) : (316,67 $ × 6) ∕ 6 × 12 = 3 800,04 $","Callout Exemple 1 – L’événement est la réduction semestrielle de la pension Le client reçoit une pension semestrielle de 3 200,00 $ tous les mois de mai et de novembre. En mai 2022, le versement semestriel a été réduit à 2 350,00 $. Calculer le montant mensuel au moyen du taux réduit : 2 350,00 $ ∕ 6 = 391,67 $ Calculer au prorata la pension réduite en utilisant le montant mensuel calculé au moyen de la formule. Comme le client reçoit cette pension chaque semestre, la date d’entrée en vigueur de l’option est le début du semestre au cours duquel la pension a été réduite (janvier 2022) : (391,67 $ × 12) ∕ 12 × 12 = 4 700,04 $"
"3516","3521","dita_document:f3669509e6e15c9be929","dita_document:f06e54a52626caeeb66d","0.9743717312812804","0.9997246","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3517.dita","Note","","","note_c_3517.dita","","","Note Remarque : Si un examen par d’autres programmes est également requis, remplacez la dernière phrase de la note par : « Fichier envoyé à <précisez le programme>, car la DN ne correspond pas à celle au dossier <indiquez SV/AI/RAS>. »","dita_document","note_c_3522.dita","Note","","","note_c_3522.dita","","","Note Remarque : Si un examen par d’autres programmes est également requis, remplacez la dernière phrase de la note par : « Fichier envoyé à <précisez le programme>, car la DN ne correspond pas à celle au dossier <indiquez RPC/SV/RAS>. »","Note Remarque : Si un examen par d’autres programmes est également requis, remplacez la dernière phrase de la note par : « Fichier envoyé à <précisez le programme>, car la DN ne correspond pas à celle au dossier <indiquez SV/AI/RAS>. »","Note Remarque : Si un examen par d’autres programmes est également requis, remplacez la dernière phrase de la note par : « Fichier envoyé à <précisez le programme>, car la DN ne correspond pas à celle au dossier <indiquez RPC/SV/RAS>. »"
"127","2915","dita_document:a308248055595a05c62e","dita_document:eee0a9bf95c5821a4470","0.9743359684944152","0.9997706","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0128.dita","Note","","","note_c_0128.dita","","","Note Avertissement : Pour l'instant, le Ministère s'engage à consigner uneadresse courriel d'un contact dans le SERTI , mais le courriel n'est pas une méthode approuvée pour communiquer avec les clients ou leurs représentants légaux. Ne communiquez pas avec la tierce partie par courriel .","dita_document","note_c_2916.dita","Note","","","note_c_2916.dita","","","Note Avertissement : Pour l'instant, le Ministère s'engage à consigner les adresses courriel d'un demandeur dans le SERTI , mais le courrier électronique n'est pas une méthode approuvée pour communiquer avec les clients ou les représentants légaux. Ne communiquez pas avec la tierce partie par courrier électronique.","Note Avertissement : Pour l'instant, le Ministère s'engage à consigner uneadresse courriel d'un contact dans le SERTI , mais le courriel n'est pas une méthode approuvée pour communiquer avec les clients ou leurs représentants légaux. Ne communiquez pas avec la tierce partie par courriel .","Note Avertissement : Pour l'instant, le Ministère s'engage à consigner les adresses courriel d'un demandeur dans le SERTI , mais le courrier électronique n'est pas une méthode approuvée pour communiquer avec les clients ou les représentants légaux. Ne communiquez pas avec la tierce partie par courrier électronique."
"3892","3909","dita_document:4543d06b9a041a864f5b","dita_document:6a0068e109897f68567f","0.9742348194122314","0.99982804","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3893.dita","Callout","","","note_c_3893.dita","","","Callout Modification apportée au compte du demandeur en ce qui concerne la SV/le SRG, conformément au projet de loi C-31. Toute demande de renseignements liée à la SV/au SRG doit être envoyée à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD.","dita_document","note_c_3910.dita","Callout","","","note_c_3910.dita","","","Callout Modification apportée au compte de la personne ou du bénéficiaire en ce qui concerne la SV/le SRG, conformément au projet de loi C-31. Toute demande de renseignements liée à la SV/au SRG doit être envoyée à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD.","Callout Modification apportée au compte du demandeur en ce qui concerne la SV/le SRG, conformément au projet de loi C-31. Toute demande de renseignements liée à la SV/au SRG doit être envoyée à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD.","Callout Modification apportée au compte de la personne ou du bénéficiaire en ce qui concerne la SV/le SRG, conformément au projet de loi C-31. Toute demande de renseignements liée à la SV/au SRG doit être envoyée à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD."
"3299","3344","dita_document:f5e6875421087936656a","dita_document:358b801590b94953aca4","0.9742084741592408","0.99977475","duplicate/semantic duplicate","Both passages convey the same instruction regarding notifying a foreign institution if there is no applicable protected date, with slight variations in wording and section numbering.","True","llm_borderline","reviewed","dita_document","note_c_3300.dita","Note","","","note_c_3300.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.7.","dita_document","note_c_3345.dita","Note","","","note_c_3345.dita","","","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la partie 4.8.","Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.7.","Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la partie 4.8."
"1121","3136","dita_document:e804be1855f1a8392be7","dita_document:5c0e79231d8783e692e5","0.9742053747177124","0.99979216","duplicate/semantic duplicate","Both passages convey the same instruction regarding the handling of requests received before a person's 59th birthday but processed after their 60th birthday, with only minor rewording differences.","True","llm_borderline","reviewed","dita_document","note_c_1122.dita","Note","","","note_c_1122.dita","","","Note Remarque : Si la demande est reçue par le Ministère avant le 59e anniversaire de la personne, mais que vous la traitez après leur 60e anniversaire, ne refusez pas la demande. Traitez la demande de manière habituelle et demandez les renseignements mis à jour nécessaires en raison de la soumission anticipée de la demande.","dita_document","note_c_3137.dita","Note","","","note_c_3137.dita","","","Note Remarque : Si la demande a été reçue par le Ministère avant le 59e anniversaire, mais que vous la traitez après le 60e anniversaire, ne refusez pas la demande. Traitez-la comme d'habitude et demandez des renseignements mis à jour si nécessaire en raison de la soumission anticipée de la demande.","Note Remarque : Si la demande est reçue par le Ministère avant le 59e anniversaire de la personne, mais que vous la traitez après leur 60e anniversaire, ne refusez pas la demande. Traitez la demande de manière habituelle et demandez les renseignements mis à jour nécessaires en raison de la soumission anticipée de la demande.","Note Remarque : Si la demande a été reçue par le Ministère avant le 59e anniversaire, mais que vous la traitez après le 60e anniversaire, ne refusez pas la demande. Traitez-la comme d'habitude et demandez des renseignements mis à jour si nécessaire en raison de la soumission anticipée de la demande."
"562","1239","dita_document:f3497fea19519facb9cf","dita_document:4551d827c7b0ef998483","0.974199116230011","0.9998378","duplicate/semantic duplicate","Both passages convey the same information regarding the requirement of a birth certificate for denying a request, with only slight variations in wording.","True","llm_borderline","reviewed","dita_document","note_c_0563.dita","Note","","","note_c_0563.dita","","","Note Remarque : Une preuve de naissance n'est pas requise pour forcer le refus d’une demande.","dita_document","note_c_1240.dita","Note","","","note_c_1240.dita","","","Note Remarque : La preuve de naissance n'est pas exigée pour forcer le refus d'une demande.","Note Remarque : Une preuve de naissance n'est pas requise pour forcer le refus d’une demande.","Note Remarque : La preuve de naissance n'est pas exigée pour forcer le refus d'une demande."
