letter,map_order,family,title,path,heading_path,empty,signature,words,resolved_text
M,5,What you need to know / note_c_4680,Callout,en_EN/common_notes/note_c_4680.dita,What you need to know,False,cd3e7ba0100ecfca3746b312,19,Employer: ABC Company First day worked: 01/01/2015 Last day worked: 04/12/2015 Reason for separation: Dismissal
M,6,What you need to know / note_c_4681,Callout,en_EN/common_notes/note_c_4681.dita,What you need to know,False,f53fbf0876c8521e7ffb8c93,19,Employer: ABC Company First day worked: 01/08/2015 Last day worked: 30/11/2015 Reason for separation: Dismissal
M,7,What you need to know / note_c_4682,Callout,en_EN/common_notes/note_c_4682.dita,What you need to know,False,7fc5c73dec7be0f64b871742,19,Employer: ABC Company First day worked: 01/01/2015 Last day worked: 30/07/2015 Reason for separation: Dismissal
M,8,What you need to know / note_c_4683,Note,en_EN/common_notes/note_c_4683.dita,What you need to know,False,4ba87821c47a46bd1c0469bb,44,"Note: If there are comments in block 18 of the last ROE , the system creates an ROE Comments WI. The agent actioning the ROE Comments WI evaluates the comments in block 18 and may move the comments into the Additional information field in RCM."
M,9,What you need to know / note_c_2675,Note,en_EN/common_notes/note_c_2675.dita,What you need to know,False,cd7f51d4031929a3bfb38d6b,49,"Note: When an option is selected in the POE Information section of the Resolve Issue tab, the system displays the actions that will be taken once the ROE RFS Action WI is completed. If adjudication of the RFS issue is required, an ADJ WI is automatically reactivated or created."
M,10,Regional considerations,Regional considerations,en_EN/task/roe_dismissal/regional_considerations.dita,,True,dc108a1971e107900aae06b0,0,
M,11,What you need to look for,What you need to look for,en_EN/task/roe_dismissal/what_you_need_to_look_for.dita,,True,dc108a1971e107900aae06b0,0,
M,12,What you need to look for / In NWS,In NWS:,en_EN/task/roe_dismissal/in_nws.dita,What you need to look for,False,1f850eb4a52b471c5d81d4ec,65,"What is the serial number and the RFS indicated in the Specific Details tab of the ROE RFS Action WI? What periods of employment are indicated in the Matching POE list of the ROE RFS Action WI? Is there a ROD indicating that the RFS has been adjudicated? If yes, what are the details of the decision? Is there an SROC clarifying the employer’s name?"
M,13,What you need to look for / In RCM,In RCM:,en_EN/task/roe_dismissal/in_rcm.dita,What you need to look for,False,9b152280e00aad235634e260,70,What ROEs are displayed on the Search / Correct – Results screen? What is the employer’s name in block 4 of the ROE? What is the last day for which paid in block 11 of the ROE? Is there an audit trail for the ROE? Does the audit trail contain a new value for the RFS in block 16 ? Are there comments in block 18 or the Additional information field of the ROE?
M,14,What you need to look for / In FTS,In FTS:,en_EN/task/roe_dismissal/in_fts.dita,What you need to look for,False,cae63754295bf5833e67692d,12,Does the Employer search indicate that the employer operates under another name?
M,15,Step by step,Step by step,en_EN/task/roe_dismissal/step_by_step.dita,,True,dc108a1971e107900aae06b0,0,
M,16,Step by step / Non-complex,Non-complex,en_EN/task/roe_dismissal/non-complex.dita,Step by step,True,dc108a1971e107900aae06b0,0,
M,17,Step by step / Non-complex / Linking the ROE and matching employment,Creating a link between the ROE and a matching period of employment,en_EN/task/roe_dismissal/creating_a_link_between_the_roe_and_a_m_126a1c29_non-complex.dita,Step by step > Non-complex,False,6fff8f67c651d46f7605a334,387,"In NWS, on the Resolve Issue tab of the ROE RFS Action WI, determine if there is a matching period of employment already selected in the Matching POE list: If no , go to step 2. If yes, go to step 6. Determine if the Matching POE list includes one or more periods of employment with the same employer’s name as the ROE: If there are one or more periods of employment with the same employer’s name as the ROE, go to step 3. If there is no period of employment with the same employer’s name as the ROE, select POE not in the list . Click Save and go to step 6. Note In RCM, review the Search / Correct – Results screen to determine if the ROE in the ROE RFS Action WI is the one with the same employer’s name and the LDP closest to the LDW for one of the periods of employment on the Matching POE list in the ROE RFS Action WI in NWS: If the ROE is for the same employer and the LDP on the ROE is the best match to the LDW for one of the periods of employment, go to step 4. If the ROE is for the same employer but the LDP on the ROE is not the best match to the LDW for one of the periods of employment, go to step 5. If the ROE is not for the same employer or the LDP on the ROE is clearly not a good match to the LDW for one of the periods of employment, go to step 5. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the POE information section as follows: Matching POE : Select the period of employment with the same employer’s name and best match for LDP and LDW. Click Save . Go to step 6. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the POE information section as follows: Matching POE : Select POE not in the list . Click Save . Go to step 6. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, determine if the Resolve Issue section is displayed: If the Resolve Issue section is displayed, go step 7. If the Resolve Issue section is not displayed, go to step 21."
M,18,Step by step / Non-complex / Ensuring the reason for separation (RFS) details are correct,Ensuring the reason for separation (RFS) details are correct,en_EN/task/roe_dismissal/ensuring_the_reason_for_separation_rfs__9dc9245b_non-complex.dita,Step by step > Non-complex,False,76422431093016c850778666,271,"In RCM, review block 18 and the Additional information field of the ROE and determine if there are comments related to the RFS : If yes, go to step 8. If no , go to step 10. Note Determine if the ROE requires any of the following changes: If the comments on the ROE indicate: The RFS options in the ROE RFS Action WI must be changed as follows: RFS RFS sub-option quit without notice E - Quit not applicable resigned E - Quit not applicable personal reasons E - Quit not applicable job abandonment E - Quit not applicable another job E - Quit Quit - Take another job to follow spouse E - Quit Quit - Follow spouse employer relocation E - Quit Quit - Employer relocation care for a dependant E - Quit Quit - Care for a dependant to become self-employed E - Quit Quit - To become self-employed voluntary retirement E - Quit Quit - Voluntary retirement health reasons E - Quit Quit - Health reasons return to school E - Quit Quit - Return to school did not pass the probationary period no change Dismissal - Terminated within probationary period terminated within probationary period no change Dismissal - Terminated within probationary period If the ROE requires changes, note the changes required and go to step 9. If the ROE does not require changes, go to step 10. Warning In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Do the Reason for Separation details need to be modified?: Select Yes and the applicable RFS changes required (as indicated in step 8). Go to step 11. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Do the Reason for Separation details need to be modified?: Select No . Go to step 11."
M,19,Step by step / Non-complex / Selecting a special condition for the decision on file,Selecting a special condition for the decision on file,en_EN/task/roe_dismissal/selecting_a_special_condition_for_the_d_d5caef0c_non-complex.dita,Step by step > Non-complex,False,5e0812f613afcc036403d449,447,"Determine which special condition options are displayed: If multiple options are displayed, go to step 12. If No Decision Matches the ROE is the only option displayed, go to step 18. In NWS, determine if there is a ROD on file for the period of employment: If yes, go to step 13. If no , go to step 18. Review the decision indicated in the ROD: If the ROD indicates that adjudication was deferred, go to step 14. If the ROD does not indicate that adjudication was deferred, go to step 15. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select Adjudication Deferred . Go to step 21. Review the decision indicated in the ROD: If the ROD indicates Dismissal — ROE confirmation required , go to step 16. If the ROD does not indicate “Dismissal — ROE confirmation required”, go to step 17. In RCM, review the ROE and determine if the comments on the ROE confirm the automated decision on file (i.e. the comments on the ROE indicate that the client was dismissed for unsuitability or did not pass the probationary period or was terminated during the probationary period): If the comments on the ROE do not confirm the automated decision, go to step 18. If the comments on the ROE confirm the automated decision, go to step 19. In RCM, review the ROE and determine if there is information which contradicts the decision on file (e.g. the decision on file has a different RFS than the ROE): If there is contradictory information regarding the RFS on the ROE, go to step 18. If there is no contradictory information regarding the RFS on the ROE, go to step 20. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select No Decision Matches the ROE . Go to step 21. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select Misconduct – Not Proven . Go to step 21. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select the option that matches the decision in the ROD. If the decision indicates Suspension from employment (D-42) , select Suspension . If the decision indicates Anticipated Loss of Employment (D-44) , select Anticipated Loss of Employment and enter the disentitlement dates from the decision. Go to step 21."
M,20,Step by step / Non-complex / Completing the WI,Completing the WI,en_EN/task/roe_dismissal/completing_the_wi_non-complex.dita,Step by step > Non-complex,False,04a7dbab1274d96a59ffac15,6,Complete the ROE RFS Action WI.
M,21,Step by step / Non-complex / note_c_2685,Note,en_EN/common_notes/note_c_2685.dita,Step by step > Non-complex,False,3f3d386a04eefd49d6bd353c,89,"Note: When comparing the employer’s name on the period of employment and the ROE, you may accept minor spelling differences to the employer’s name. You must also consider that the employer may do business under more than one name (e.g. 123456 ONT INC does business as ABC Company). In this case, you must review the documentation on file or use the Employer search (by business number) in FTS to determine if the employer’s name on the ROE is equivalent to the employer’s name on the period of employment."
M,22,Step by step / Non-complex / note_c_4684,Note,en_EN/common_notes/note_c_4684.dita,Step by step > Non-complex,False,63865cf91b3402b841246a12,27,"Note: When actioning an ROE Comments WI, the agent may have moved the comments in block 18 of the ROE to the Additional information field in RCM."
M,23,Step by step / Non-complex / note_c_4685,Warning,en_EN/common_notes/note_c_4685.dita,Step by step > Non-complex,False,a7d2588e70ed89a3fc6a304a,24,Warning: Do not modify the ROE in RCM. The next step explains how to modify the RFS details in the ROE RFS Action WI.
M,24,Policy reference,Policy reference,en_EN/task/roe_dismissal/policy_reference.dita,,True,dc108a1971e107900aae06b0,0,
N,1,Summary,Summary,en_EN/task/roe_loa/summary.dita,,False,4bd94a2de90f81caf8552180,54,"Summary: When an ROE is received with a reason for separation (RFS) N - Leave of absence on an initial Web application, if the system is unable to create a link between the ROE and a matching period of employment or determine if the issue requires adjudication, an ROE Issue (ROE) RFS Action WI is created."
N,2,What you need to know,What you need to know,en_EN/task/roe_loa/what_you_need_to_know.dita,,True,dc108a1971e107900aae06b0,0,
N,3,What you need to know / Linking the ROE and matching employment,Linking the ROE and the matching period of employment,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,What you need to know,False,e1ad2fe59181f51ce2f79353,579,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE. Variations in the employer’s name Minor spelling differences between the employer’s name on the ROE and the period of employment are accepted. The agent must also consider that the employer may do business under more than one name. For example, the ROE indicates that the employer’s name is 123456 ONT Inc., but the client reported working for ABC Company. If the documentation on file or the Employer search (by business number) in FTS indicates that 123456 ONT Inc. operates as ABC Company, the names are equivalent and considered to be a match. Reviewing the dates on the ROE Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment. More than one ROE for one period of employment There may be more than one ROE but only one period of employment for the same employer. Example 1 Period of employment information declared on application: Callout Search / Correct - Results in RCM: SN Employer FDW / TSD LDP / TED Modified Input RFS Audit EHF W12345678 ABC Company 01/07/2015 04/12/2015 22/12/2015 22/12/2015 N W12341234 ABC Company 01/01/2015 30/04/2015 22/12/2015 22/12/2015 D ROE RFS Action WI #1 for W12345678 The agent completes the period of employment information section as follows: Matching POE: Select ABC Company . ROE RFS Action WI #2 for W12341234 The agent completes the period of employment information section as follows: Matching POE: Select POE not in the list . There may also be more than one period of employment for the same employer. Example 2 Period of employment information declared on application: Callout Callout Search / Correct - Results in RCM: SN Employer FDW / TSD LDP / TED Modified Input RFS Audit EHF W12345678 ABC Company 01/07/2015 04/12/2015 22/12/2015 22/12/2015 N W12341234 ABC Company 01/01/2015 30/04/2015 22/12/2015 22/12/2015 D ROE RFS Action WI #1 for W12345678 The agent completes the period of employment information section as follows: Matching POE: Select ABC Company (LDW 30/11/2015). ROE RFS Action WI #2 for W12341234 The agent completes the period of employment information section as follows: Matching POE: Select ABC Company (LDW 01/06/2015). ROE already linked If the ROE is linked to a period of employment with a corresponding electronic record of decision (ROD) or an outstanding Adjudication Issue (ADJ) WI, the ROE RFS Action WI is completed without further action by the Non-complex agent."
N,4,What you need to know / Completing the Resolve Issue section,Completing the Resolve Issue section,en_EN/task/roe_loa/completing_the_resolve_issue_section.dita,What you need to know,False,8fc3d63a88cb42520a116f9c,183,"If the ROE is not linked to a period of employment or if the ROE is linked to a period of employment without a corresponding electronic ROD or ADJ WI, the agent must complete the Resolve Issue section of the ROE RFS Action WI before completing the WI. When resolving the issue, the agent must review the ROE and the existing RODs. Comments in block 18 If the ROE was issued with comments in block 18 , the agent must determine if the correct RFS is indicated on the ROE. Any required changes to the RFS details must be made in the Resolve Issue section of the ROE RFS Action WI. Note Reviewing existing records of decision (RODs) on file If the RFS is contentious and there is an existing ROD, the agent must determine if the information on the ROE contradicts the decision on file. When a ROD is not found or when the information on the ROE contradicts the ROD, the agent indicates that no decision matches the ROE when completing the Resolve Issue section of the ROE RFS Action WI. Note"
N,5,What you need to know / note_c_4686,Callout,en_EN/common_notes/note_c_4686.dita,What you need to know,False,4f5e40d759f2b596be98ccd9,21,Employer: ABC Company First day worked: 01/01/2015 Last day worked: 04/12/2015 Reason for separation: Leave of absence
N,6,What you need to know / note_c_4687,Callout,en_EN/common_notes/note_c_4687.dita,What you need to know,False,d149b14285985d43c0d0f274,21,Employer: ABC Company First day worked: 01/08/2015 Last day worked: 30/11/2015 Reason for separation: Leave of absence
N,7,What you need to know / note_c_4688,Callout,en_EN/common_notes/note_c_4688.dita,What you need to know,False,b8a96c5d08fe2bb997763a0c,21,Employer: ABC Company First day worked: 01/01/2015 Last day worked: 01/06/2015 Reason for separation: Leave of absence
N,8,What you need to know / note_c_4683,Note,en_EN/common_notes/note_c_4683.dita,What you need to know,False,4ba87821c47a46bd1c0469bb,44,"Note: If there are comments in block 18 of the last ROE , the system creates an ROE Comments WI. The agent actioning the ROE Comments WI evaluates the comments in block 18 and may move the comments into the Additional information field in RCM."
N,9,What you need to know / note_c_2675,Note,en_EN/common_notes/note_c_2675.dita,What you need to know,False,cd7f51d4031929a3bfb38d6b,49,"Note: When an option is selected in the POE Information section of the Resolve Issue tab, the system displays the actions that will be taken once the ROE RFS Action WI is completed. If adjudication of the RFS issue is required, an ADJ WI is automatically reactivated or created."
N,10,Regional considerations,Regional considerations,en_EN/task/roe_loa/regional_considerations.dita,,True,dc108a1971e107900aae06b0,0,
N,11,What you need to look for,What you need to look for,en_EN/task/roe_loa/what_you_need_to_look_for.dita,,True,dc108a1971e107900aae06b0,0,
N,12,What you need to look for / In NWS,In NWS:,en_EN/task/roe_loa/in_nws.dita,What you need to look for,False,1f850eb4a52b471c5d81d4ec,65,"What is the serial number and the RFS indicated in the Specific Details tab of the ROE RFS Action WI? What periods of employment are indicated in the Matching POE list of the ROE RFS Action WI? Is there a ROD indicating that the RFS has been adjudicated? If yes, what are the details of the decision? Is there an SROC clarifying the employer’s name?"
N,13,What you need to look for / In RCM,In RCM:,en_EN/task/roe_loa/in_rcm.dita,What you need to look for,False,8972259164bd5ee2a145a4b2,70,What ROEs are displayed on the Search / Correct - Results screen? What is the employer’s name in block 4 of the ROE? What is the last day for which paid in block 11 of the ROE? Is there an audit trail for the ROE? Does the audit trail contain a new value for the RFS in block 16 ? Are there comments in block 18 or the Additional information field of the ROE?
N,14,What you need to look for / In FTS,In FTS:,en_EN/task/roe_loa/in_fts.dita,What you need to look for,False,cae63754295bf5833e67692d,12,Does the Employer search indicate that the employer operates under another name?
N,15,Step by step,Step by step,en_EN/task/roe_loa/step_by_step.dita,,True,dc108a1971e107900aae06b0,0,
N,16,Step by step / Non-complex,Non-complex,en_EN/task/roe_loa/non-complex.dita,Step by step,True,dc108a1971e107900aae06b0,0,
N,17,Step by step / Non-complex / Linking the ROE and matching employment,Linking the ROE and the matching period of employment,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff_non-complex.dita,Step by step > Non-complex,False,fd150725607a3fe340afea96,387,"In NWS, on the Resolve Issue tab of the ROE RFS Action WI, determine if there is a matching period of employment already selected in the Matching POE list: If no , go to step 2. If yes, go to step 6. Determine if the Matching POE list includes one or more periods of employment with the same employer’s name as the ROE: If there are one or more periods of employment with the same employer’s name as the ROE, go to step 3. If there is no period of employment with the same employer’s name as the ROE, select POE not in the list . Click Save and go to step 6. Note In RCM, review the Search / Correct - Results screen to determine if the ROE in the ROE RFS Action WI is the one with the same employer’s name and the LDP closest to the LDW for one of the periods of employment on the Matching POE list in the ROE RFS Action WI in NWS: If the ROE is for the same employer and the LDP on the ROE is the best match to the LDW for one of the periods of employment, go to step 4. If the ROE is for the same employer but the LDP on the ROE is not the best match to the LDW for one of the periods of employment, go to step 5. If the ROE is not for the same employer or the LDP on the ROE is clearly not a good match to the LDW for one of the periods of employment, go to step 5. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the POE information section as follows: Matching POE: Select the period of employment with the same employer’s name and best match for LDP and LDW. Click Save . Go to step 6. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the POE information section as follows: Matching POE: Select POE not in the list . Click Save . Go to step 6. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, determine if the Resolve Issue section is displayed: If the Resolve Issue section is displayed, go step 7. If the Resolve Issue section is not displayed, go to step 19."
N,18,Step by step / Non-complex / Ensuring the reason for separation (RFS) details are correct,Ensuring the reason for separation (RFS) details are correct,en_EN/task/roe_loa/ensuring_the_reason_for_separation_rfs__9dc9245b_non-complex.dita,Step by step > Non-complex,False,4d17061f43d55197732c026e,251,"In RCM, review block 18 and the Additional information field of the ROE and determine if there are comments related to the RFS: If yes, go to step 8. If no , go to step 11. Note Determine if the ROE requires any of the following changes: If the comments on the ROE indicate: The RFS options in the ROE RFS Action WI must be changed as follows: RFS RFS sub-option medical leave of absence D - Illness or injury not applicable unpaid medical leave D - Illness or injury not applicable illness or surgery related comment D - Illness or injury not applicable If the ROE requires changes, note the changes required and go to step 9. If the ROE does not require changes, go to step 11. Warning In NWS, determine if there is a ROD on file for the period of employment indicating that the RFS is other than illness or injury (e.g. dismissal or suspension, leave of absence, voluntary leaving): If no , go to step 10. If yes, go to step 11. In NWS, on the Resolve Issue tab of theROE RFS Action WI, complete the Resolve Issue section as follows: Do the Reason for Separation details need to be modified?: Select Yes and the applicable RFS changes required (as indicated in step 8). Go to step 12. In NWS, on the Resolve Issue tab of the ROERFS Action WI, complete the Resolve Issue section as follows: Do the Reason for Separation details need to be modified?: Select No . Go to step 12."
N,19,Step by step / Non-complex / Selecting a special condition for the decision on file,Selecting a special condition for the decision on file,en_EN/task/roe_loa/selecting_a_special_condition_for_the_d_d5caef0c_non-complex.dita,Step by step > Non-complex,False,0659d8457cb34687ed9d4589,330,"Determine which special condition options are displayed: If multiple options are displayed, go to step 13. If No Decision Matches the ROE is the only option displayed, go to step 17. If no special condition options are displayed, go to step 19. In NWS, determine if there is a ROD on file for the period of employment: If yes, go to step 14. If no , go to step 17. Review the decision indicated in the ROD: If the ROD indicates that adjudication was deferred, go to step 15. If the ROD does not indicate that adjudication was deferred, go to step 16. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select Adjudication Deferred . Go to step 19. In RCM, review the ROE and determine if there is information which contradicts the decision on file (e.g. the decision on file has a different RFS than the ROE; the comments on the ROE indicate illness or injury but the decision on file indicates something else): If there is contradictory information regarding the RFS on the ROE, go to step 17. If there is no contradictory information regarding the RFS on the ROE, go to step 18. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select No Decision Matches the ROE . Go to step 19. In NWS, on the Resolve Issue tab of the ROE RFS Action WI, complete the Resolve Issue section as follows: Select the Special Condition for the decision on file: Select the option that matches the decision in the ROD. If the decision indicates Suspension from employment (D-42) , select Suspension . If the decision indicates Anticipated Loss of Employment (D-44) , select Anticipated Loss of Employment and enter the disentitlement dates from the decision. Go to step 19."
N,20,Step by step / Non-complex / Completing the WI,Completing the WI,en_EN/task/roe_loa/completing_the_wi_non-complex.dita,Step by step > Non-complex,False,04a7dbab1274d96a59ffac15,6,Complete the ROE RFS Action WI.
N,21,Step by step / Non-complex / note_c_2685,Note,en_EN/common_notes/note_c_2685.dita,Step by step > Non-complex,False,3f3d386a04eefd49d6bd353c,89,"Note: When comparing the employer’s name on the period of employment and the ROE, you may accept minor spelling differences to the employer’s name. You must also consider that the employer may do business under more than one name (e.g. 123456 ONT INC does business as ABC Company). In this case, you must review the documentation on file or use the Employer search (by business number) in FTS to determine if the employer’s name on the ROE is equivalent to the employer’s name on the period of employment."
N,22,Step by step / Non-complex / note_c_4684,Note,en_EN/common_notes/note_c_4684.dita,Step by step > Non-complex,False,63865cf91b3402b841246a12,27,"Note: When actioning an ROE Comments WI, the agent may have moved the comments in block 18 of the ROE to the Additional information field in RCM."
N,23,Step by step / Non-complex / note_c_4685,Warning,en_EN/common_notes/note_c_4685.dita,Step by step > Non-complex,False,a7d2588e70ed89a3fc6a304a,24,Warning: Do not modify the ROE in RCM. The next step explains how to modify the RFS details in the ROE RFS Action WI.
N,24,Policy reference,Policy reference,en_EN/task/roe_loa/policy_reference.dita,,True,dc108a1971e107900aae06b0,0,
F,1,Summary,Summary,en_EN/task/completing_roe_fishing_roe/summary.dita,,False,46ff2ec28234021dfa1c72c7,60,"Summary: When a fishing ROE (serial number starting with Z or Y ) is received with a reason for separation (RFS) B - Other on an initial Web application, if the system is unable to create a link between the ROE and a matching period of employment or determine if the issue requires adjudication, an ROE Issue (ROE) RFS Action WI is created."
F,2,What you need to know,What you need to know,en_EN/task/completing_roe_fishing_roe/what_you_need_to_know.dita,,True,dc108a1971e107900aae06b0,0,
F,3,What you need to know / Linking the ROE and matching employment,Linking the ROE and the matching period of employment,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,What you need to know,False,aae4b0ac4c829b633ab09587,586,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE. Variations in the employer’s name Minor spelling differences between the employer’s name on the ROE and the period of employment are accepted. The agent must also consider that the employer may do business under more than one name. For example, the ROE indicates that the employer’s name is 123456 ONT Inc., but the client reported working for ABC Fisheries. If the documentation on file or the Employer search (by business number) in FTS indicates that 123456 ONT Inc. operates as ABC Company, the names are equivalent and considered to be a match. Reviewing the dates on the ROE Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment. Note More than one ROE for one period of employment There may be more than one ROE but only one period of employment for the same employer. Example 1 Period of employment information declared on application: Callout Search / Correct - Results in RCM: SN Employer FDW / TSD LDP / TED Modified Input RFS Audit EHF Z/Y12345678 ABC Fisheries 04/04/2016 08/04/2016 07/10/2016 04/10/2016 B Z/Y12341234 ABC Fisheries 29/03/2016 01/04/2016 07/10/2016 04/10/2016 B ROE RFS Action WI #1 for Z/Y12345678 The agent completes the period of employment information section as follows: Matching POE : Select ABC Fisheries . ROE RFS Action WI #2 for Z/Y12341234 The agent completes the period of employment information section as follows: Matching POE : Select POE not in the list . There may also be more than one period of employment for the same employer. Example 2 Period of employment information declared on application: Callout Callout Search / Correct - Results in RCM: SN Employer FDW / TSD LDP / TED Modified Input RFS Audit EHF Z/Y12345678 ABC Fisheries 10/06/2015 10/10/2015 15/12/2015 15/12/2015 B Z/Y12341234 ABC Fisheries 12/04/2015 13/05/2015 15/12/2015 15/12/2015 B ROE RFS Action WI #1 for Z/Y12345678 The agent completes the period of employment information section as follows: Matching POE : Select ABC Fisheries (LDW 02/10/2015). ROE RFS Action WI #2 for Z/Y12341234 The agent completes the period of employment information section as follows: Matching POE : Select ABC Fisheries (LDW 30/05/2015). ROE already linked If the ROE is linked to a period of employment with a corresponding electronic record of decision (ROD) or an outstanding Adjudication Issue (ADJ) WI, the ROE RFS Action WI is completed without further action by the Non-complex agent."
F,4,What you need to know / Completing the Resolve Issue section,Completing the Resolve Issue section,en_EN/task/completing_roe_fishing_roe/completing_the_resolve_issue_section.dita,What you need to know,False,63bdd8a43fd008a73e13b7eb,216,"If the ROE is not linked to a period of employment or if the ROE is linked to a period of employment without a corresponding electronic ROD or ADJ WI, the agent must complete the Resolve Issue section of the ROE RFS Action WI before completing the WI. When resolving the issue, the agent must review the ROE and the existing RODs. Comments in block 18 If the ROE was issued with comments in block 12 , the agent must determine if the correct RFS is indicated on the ROE. Any required changes to the RFS details must be made in the Resolve Issue section of the ROE RFS Action WI. Note Reason for separation (RFS) options on fishing ROEs There are only 2 RFS options on a paper fishing ROE: A - End of fishing and B - Other . There are 3 RFS options on a Web fishing ROE: A - End of fishing, A - Requested by Fisher and B - Other . In RCM, all 3 options are available when inputting a fishing ROE. There is no Special Condition option on a fishing ROE. Reviewing existing records of decision (RODs) on file If there is an existing ROD indicating that the RFS is contentious, the agent must not modify the RFS details when completing the Resolve Issue section of the ROE RFS Action WI. Note"
F,5,What you need to know / note_c_2670,Note,en_EN/common_notes/note_c_2670.dita,What you need to know,False,aabe2ce86a5f3b008b49527c,19,Note: The LDP is the final trip end date (fresh) or date of purchase (cured) on a fishing ROE.
F,6,What you need to know / note_c_2671,Callout,en_EN/common_notes/note_c_2671.dita,What you need to know,False,e5052561c9fbc9f6fc663919,19,Employer: ABC Fisheries First day worked: 29/03/2016 Last day worked: 08/04/2016 Reason for separation: Quit
F,7,What you need to know / note_c_2672,Callout,en_EN/common_notes/note_c_2672.dita,What you need to know,False,000f3a79c22c33797606c1d0,21,Employer: ABC Fisheries First day worked: 01/06/2015 Last day worked: 02/10/2015 Reason for separation: Strike or Lockout
F,8,What you need to know / note_c_2673,Callout,en_EN/common_notes/note_c_2673.dita,What you need to know,False,ae25b31e79cc7f4bc32b2c14,21,Employer: ABC Fisheries First day worked: 01/04/2015 Last day worked: 30/05/2015 Reason for separation: Shortage of work
F,9,What you need to know / note_c_2674,Note,en_EN/common_notes/note_c_2674.dita,What you need to know,False,58e6e0aa461454f973a131f4,44,"Note: If there are comments in block 12 of the last ROE , the system creates an ROE Comments WI. The agent actioning the ROE Comments WI evaluates the comments in block 12 and may move the comments into the Additional information field in RCM."
F,10,What you need to know / note_c_2675,Note,en_EN/common_notes/note_c_2675.dita,What you need to know,False,cd7f51d4031929a3bfb38d6b,49,"Note: When an option is selected in the POE Information section of the Resolve Issue tab, the system displays the actions that will be taken once the ROE RFS Action WI is completed. If adjudication of the RFS issue is required, an ADJ WI is automatically reactivated or created."
F,11,Regional considerations,Regional considerations,en_EN/task/completing_roe_fishing_roe/regional_considerations.dita,,True,dc108a1971e107900aae06b0,0,
F,12,What you need to look for,What you need to look for,en_EN/task/completing_roe_fishing_roe/what_you_need_to_look_for.dita,,True,dc108a1971e107900aae06b0,0,
F,13,What you need to look for / In NWS,In NWS:,en_EN/task/completing_roe_fishing_roe/in_nws.dita,What you need to look for,False,1f850eb4a52b471c5d81d4ec,65,"What is the serial number and the RFS indicated in the Specific Details tab of the ROE RFS Action WI? What periods of employment are indicated in the Matching POE list of the ROE RFS Action WI? Is there a ROD indicating that the RFS has been adjudicated? If yes, what are the details of the decision? Is there an SROC clarifying the employer’s name?"
