item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status
3759,3782,dita_document:08db41deed9986a14035,dita_document:487d1a298334fe6db016,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3776,3782,dita_document:d7a960deb48e40a489c8,dita_document:487d1a298334fe6db016,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,3795,dita_document:487d1a298334fe6db016,dita_document:c8ec21c6bfcd3da166fc,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,3877,dita_document:487d1a298334fe6db016,dita_document:f8655822ce5a34e6a0d0,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,3888,dita_document:487d1a298334fe6db016,dita_document:bc318e381197d8a88034,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date, with Passage 1 focusing on the requirement for Albania regardless of a request for postponement, while Passage 2 addresses the provision of a protected date based on a request from a foreign institution. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3782,3912,dita_document:487d1a298334fe6db016,dita_document:970b34d31f5cc32cfce9,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date, with Passage 1 focusing on the requirement for Albania regardless of a request for postponement, while Passage 2 addresses the provision of a protected date based on a request from a foreign institution. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3782,3929,dita_document:487d1a298334fe6db016,dita_document:eb0aefe9444e328f4ebd,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 focuses on the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,3941,dita_document:487d1a298334fe6db016,dita_document:096a6ca893da30b9ae37,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,3956,dita_document:487d1a298334fe6db016,dita_document:ba6a1a741db38429164b,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,4011,dita_document:487d1a298334fe6db016,dita_document:68d3f322cbc605db595d,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3782,4041,dita_document:487d1a298334fe6db016,dita_document:e4f3195e0b01524a89b5,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date, with Passage 1 focusing on the requirement for Albania regardless of a request for postponement, while Passage 2 addresses the provision of a protected date based on a request from a foreign institution. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3566,3784,dita_document:8d8070c8caac770ba461,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3609,3784,dita_document:98da6408123722389966,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3616,3784,dita_document:f291b73edf5f3ce2df68,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign requests. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3630,3784,dita_document:8b68af33e15a6df2bca4,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign requests. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3666,3784,dita_document:d8e44704af19aa4516f4,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 focuses on the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3672,3784,dita_document:8c098fc57627f0c9408c,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing a protected date in relation to foreign requests. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3759,3784,dita_document:08db41deed9986a14035,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 mentions the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3776,3784,dita_document:d7a960deb48e40a489c8,dita_document:65feeae798102b8cfa13,0.7468298673629761,0.9994349,independent,,all_notes_fr_cluster_00078,all_notes_fr_cluster_00440,no,"The two passages discuss different aspects of providing protected dates in relation to foreign institutions. Passage 1 focuses on the provision of a protected date based on a request from a foreign institution, while Passage 2 specifies that a protected date must be provided to Albania regardless of a request for postponement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,3795,dita_document:65feeae798102b8cfa13,dita_document:c8ec21c6bfcd3da166fc,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,3877,dita_document:65feeae798102b8cfa13,dita_document:f8655822ce5a34e6a0d0,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,3888,dita_document:65feeae798102b8cfa13,dita_document:bc318e381197d8a88034,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,3912,dita_document:65feeae798102b8cfa13,dita_document:970b34d31f5cc32cfce9,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,3929,dita_document:65feeae798102b8cfa13,dita_document:eb0aefe9444e328f4ebd,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 focuses on the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the provision of a protected date based on a request from a foreign institution, detailing where to include it. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3784,3941,dita_document:65feeae798102b8cfa13,dita_document:096a6ca893da30b9ae37,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date, with Passage 1 focusing on the requirement for Albania regardless of a request for postponement, while Passage 2 addresses the provision of a protected date based on a request from a foreign institution. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3784,3956,dita_document:65feeae798102b8cfa13,dita_document:ba6a1a741db38429164b,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 focuses on the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3784,4011,dita_document:65feeae798102b8cfa13,dita_document:68d3f322cbc605db595d,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date, with Passage 1 focusing on the requirement for Albania regardless of a request for postponement, while Passage 2 addresses the provision of a protected date based on a request from a foreign institution. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3784,4041,dita_document:65feeae798102b8cfa13,dita_document:e4f3195e0b01524a89b5,0.7468298673629761,0.99962187,independent,,all_notes_fr_cluster_00440,all_notes_fr_cluster_00078,no,"The two passages discuss different aspects of providing a protected date in relation to foreign institutions. Passage 1 emphasizes the requirement to provide a protected date to Albania regardless of a request for postponement, while Passage 2 specifies the context in which a protected date is provided based on a request from a foreign institution. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1940,5726,dita_document:a1208ee3b921edf08b0b,dita_document:74ce6280094371d246d9,0.746823787689209,0.91234374,independent,,,all_notes_fr_cluster_00059,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2962,3378,dita_document:c439be26f6f61e32580f,dita_document:1ce03608414d755cfb51,0.7468208074569702,0.99882114,independent,,all_notes_fr_cluster_00749,all_notes_fr_cluster_00231,no,"The two passages provide different instructions related to the role of the applicant and the representative. Passage 1 defines who is included in the term 'demandeur,' while Passage 2 gives specific instructions for representatives submitting a request on behalf of the applicant. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1836,5431,dita_document:980e87dbf19018b186b2,dita_document:1022792cff7f085c9046,0.7468206286430359,0.7492412,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
84,3368,dita_document:01f5bb0cf3b62677a0a7,dita_document:a7430295f3ba073b9675,0.7467958927154541,0.9922937,independent,,all_notes_fr_cluster_00021,,no,"The two passages discuss different scenarios regarding the identification of clients and the handling of NAS (Numéro d'Assurance Sociale). Passage 1 focuses on identifying a client by name and date of birth, while Passage 2 addresses situations where the NAS field is empty or incorrect. They do not overlap in content or contradict each other, thus they are independent.",True,llm_borderline,reviewed
5170,5712,dita_document:f614394c9717df1dc598,dita_document:c91a36c79fc7bb980cb6,0.7467883825302124,0.9959672,independent,,all_notes_fr_cluster_00091,,no,"The two passages provide information about different forms (ISP-5054-XXX and ISP-0435) and their respective contexts. They do not duplicate content or contradict each other, as they refer to different scenarios and instructions.",True,llm_borderline,reviewed
2510,3253,dita_document:93885f54065cb26c4a34,dita_document:ffcdd9e5c86d32a3fdc0,0.746745228767395,0.9945576,independent,,,all_notes_fr_cluster_00601,no,"The two passages discuss different scenarios regarding eligibility and application processes for benefits. Passage 1 focuses on inquiries about eligibility or rights of the provider, while Passage 2 addresses a situation where a client may be eligible for benefits but has not yet applied. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
810,3242,dita_document:66768ac8883b5cb50be6,dita_document:71385b3d8c98302849d8,0.7467371821403503,0.6832875,independent,,all_notes_fr_cluster_00564,all_notes_fr_cluster_00524,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1795,5054,dita_document:82bb6f3606700db2e4ab,dita_document:6fb8bb70f9e60d987ffa,0.7466826438903809,0.6404109,independent,,all_notes_fr_cluster_00204,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1796,5054,dita_document:197685caf3e3ddbe4a03,dita_document:6fb8bb70f9e60d987ffa,0.7466826438903809,0.6404109,independent,,all_notes_fr_cluster_00204,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1523,2068,dita_document:aead561005f059116c3e,dita_document:e839c003f70edd485c61,0.7466781735420227,0.85140896,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2964,3532,dita_document:40db3a35c98983fdd0f9,dita_document:a7167dcfd73f74c52694,0.7466711401939392,0.98813725,independent,,,all_notes_fr_cluster_00681,no,"The two passages discuss different processes related to benefit applications from different systems (RRQ and RPC) and do not overlap in content or contradict each other. Passage 1 focuses on the requirements for a written application for RRQ benefits, while Passage 2 addresses the online application process for RPC disability benefits and the use of electronic confirmation as a signature.",True,llm_borderline,reviewed
1337,3773,dita_document:58ec123f33bbace67e39,dita_document:074bd85e335040cfe6f8,0.7466566562652588,0.9980509,independent,,,all_notes_fr_cluster_00061,no,"The two passages discuss different aspects of pension requests and eligibility dates. Passage 1 focuses on the protection of the effective date for survivor benefits for children aged 18 to 25, while Passage 2 outlines the conditions under which a protected date must be provided for Grenadian benefits, including specific eligibility dates for various types of benefits. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
384,941,dita_document:984edf279fc7074c198d,dita_document:6d188238e25486a33517,0.7466518878936768,0.6061738,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
4954,5071,dita_document:7db3935c3c45f3f359ba,dita_document:9d2d73cca749a0d5d20e,0.746643602848053,0.9513366,independent,,all_notes_fr_cluster_00302,all_notes_fr_cluster_00097,no,"The two passages provide instructions related to residential and postal addresses but focus on different aspects. Passage 1 discusses setting a residential address as the preferred address for receiving checks, while Passage 2 instructs on entering postal address information if it differs from the residential address. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
1627,2058,dita_document:a6958bb4742ecb04f47d,dita_document:53fb8720239e521c8e7e,0.7466326355934143,0.7953018,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
82,1243,dita_document:666b55f9b6c2eedc1a08,dita_document:18673d114f9c1655027d,0.7466201782226562,0.89074177,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
427,2700,dita_document:1a8449a7e3d288edd110,dita_document:72f1776313e6ef551a9a,0.7465916872024536,0.9985403,conflicting information,,,,no,"Both passages provide instructions regarding the submission of requests, but they contain mutually incompatible claims about the consequences of not meeting the requirements. Passage 1 states that the request will be rejected if it does not meet the requirements, while Passage 2 indicates that if the applicant does not meet all the criteria, they must submit a paper application, implying that rejection is not the only outcome.",True,llm_borderline,reviewed
75,813,dita_document:edda40cad6911e406bb2,dita_document:82e163d6a607e1e21c45,0.746589183807373,0.5796052,independent,,,all_notes_fr_cluster_00646,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
4318,4326,dita_document:b6c92c8fa8e1bd20a8da,dita_document:b6f1010a8fa6a2ed3cf0,0.7465844750404358,0.99980164,conflicting information,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,yes,"Both passages provide similar instructions regarding not clicking on the '+' icon and instead clicking on a hyperlink. However, they contain conflicting information regarding the details being accessed: Passage 1 refers to 'détails de la période de cotisation' (contribution period details), while Passage 2 refers to 'détails de la période de résidence' (residency period details). This indicates that the passages are addressing different contexts or subjects, leading to a conflict in the information provided.",True,llm_borderline,reviewed
1103,5254,dita_document:c38a7cac8b118c5f2b9a,dita_document:52de816b74bb87a175eb,0.746580183506012,0.9819323,independent,,,,no,"The two passages discuss different aspects of eligibility and evaluation related to the SRG (Soutien du revenu garanti) program. Passage 1 focuses on the eligibility of a client based on their spouse's or common-law partner's entitlement, while Passage 2 addresses the evaluation process of the spouse's or common-law partner's entitlement based on specific rate tables. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2969,2972,dita_document:5b413a6de70de22a09e2,dita_document:1d0d1d541405c4f1af7c,0.746559739112854,0.996174,independent,,all_notes_fr_cluster_00093,all_notes_fr_cluster_00232,no,"The two passages discuss different aspects of the application process for ALC benefits. Passage 1 focuses on the situation where a requester lives separately from their spouse or common-law partner and the necessary form to be completed, while Passage 2 addresses the requirement for the spouse or common-law partner to validate income information provided by the requester. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
4898,5712,dita_document:4820f0abc33ac0afa8e0,dita_document:c91a36c79fc7bb980cb6,0.7465501427650452,0.99785584,independent,,all_notes_fr_cluster_00438,,no,The two passages discuss different forms (ISP-3008 and ISP-0435) and their respective contexts without overlapping information or contradicting each other.,True,llm_borderline,reviewed
1101,2544,dita_document:790667a53ea63897bc03,dita_document:d5f7545f678cf0343a80,0.7465426921844482,0.92065424,independent,,all_notes_fr_cluster_00622,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1102,2544,dita_document:f19b1f280dc6d6d0cd4b,dita_document:d5f7545f678cf0343a80,0.7465426921844482,0.92065424,independent,,all_notes_fr_cluster_00622,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
5337,5339,dita_document:13cacd070fa6913a3c72,dita_document:11dc5fe00b27cfffde5b,0.7465336918830872,0.99958813,independent,,,,no,"The two passages discuss different functionalities of the 'Attribuer une composante' feature. Passage 1 focuses on the payment method and frequency, while Passage 2 addresses modifying the beneficiary. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
3481,3579,dita_document:6157b64f00c852a715e6,dita_document:55f67e183e66fec48886,0.746533215045929,0.10529963,independent,,,all_notes_fr_cluster_00011,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
3481,3580,dita_document:6157b64f00c852a715e6,dita_document:608e11aede6e4a6711b3,0.746533215045929,0.10529963,independent,,,all_notes_fr_cluster_00011,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
809,1611,dita_document:09adf562760dc25b4973,dita_document:0e4f657cad7f3203b119,0.7465059757232666,0.1236593,independent,,all_notes_fr_cluster_00083,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2770,5097,dita_document:1b3f5d4c26991194aae8,dita_document:33032b3b974264d77665,0.746497631072998,0.95185363,independent,,,,no,"The two passages discuss different aspects of processes related to benefits and eligibility. Passage 1 focuses on the submission of requests and documentation requirements, while Passage 2 addresses how to access and verify income information within a specific system (Cúram). There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2139,2969,dita_document:8d428a7f3ef46e493e82,dita_document:5b413a6de70de22a09e2,0.7464951872825623,0.9710187,independent,,all_notes_fr_cluster_00232,all_notes_fr_cluster_00093,no,"The two passages discuss different scenarios regarding the application for ALC benefits. Passage 1 focuses on the requirement for a spouse's consent when applying online, while Passage 2 addresses the situation where a spouse lives separately due to circumstances beyond their control and the need for a specific form. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1632,3702,dita_document:a231b76717fa056a2e36,dita_document:b9de42307ad7f2629f4e,0.7464947700500488,0.9862782,independent,,,,no,The two passages discuss different forms and processes related to different programs (disability benefits under the Canada Pension Plan vs. Old Age Security program) and do not share substantive information or contradict each other.,True,llm_borderline,reviewed
3240,5140,dita_document:5bf39ca2dd1c2eebeff0,dita_document:eb4c7e878e918fae17d1,0.7464909553527832,0.9824943,independent,,,,no,"The two passages discuss different scenarios related to pension applications. Passage 1 focuses on the relationship between the Canadian pensions of SV and RET, while Passage 2 addresses the process of handling applications for SV and SRG. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2311,2315,dita_document:3bf5e23111786615a87b,dita_document:bc1758b05556af78f047,0.7464755177497864,0.99937665,independent,,,,no,"The two passages discuss different criteria for accelerated procedures related to distinct types of cancer: one focuses on recurrent/symptomatic small intestine adenocarcinoma, while the other addresses all cases of pancreatic cancer. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
1337,2433,dita_document:58ec123f33bbace67e39,dita_document:3fe00985636fbecd0afc,0.7464730143547058,0.97919637,conflicting information,,,,no,"Passage 1 states that the date of receipt of a survivor pension application protects the effective date of benefits for children aged 18 to 25, while Passage 2 indicates that as of January 1, 2019, the age restriction for survivor pensions has been lifted for those who become survivors before the age of 45. These two passages present mutually incompatible claims regarding the age restrictions for survivor pensions.",True,llm_borderline,reviewed
2569,5095,dita_document:c0af4cc275b775ede58e,dita_document:16fd091905498b7d0f28,0.7464713454246521,0.03196487,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1769,2930,dita_document:436a9b30f5aa7baa73db,dita_document:6f9067804d52686a11bf,0.7464679479598999,0.9956514,conflicting information,,,all_notes_fr_cluster_00594,no,"Passage 1 states that the OGS should be used for procedures, while Passage 2 suggests that the most recent policy can be found in the OGS, but if a policy hasn't been published there, one should refer to the OPF. This creates a conflict regarding the use of OGS and OPF for policies and procedures.",True,llm_borderline,reviewed
57,1973,dita_document:6ce55fa514e094aa7215,dita_document:fe1c9c1ab3f33b9d6aa4,0.7464544773101807,0.9958883,conflicting information,,,,no,"Passage 1 suggests that each pension or individual benefit may need to be suspended, while Passage 2 states that during an appeal of a SURV pension application, payments can be suspended to limit overpayments, but that re-examinations are not appeals and benefits continue to be paid. This presents conflicting information regarding the conditions under which benefits may be suspended.",True,llm_borderline,reviewed
3823,5539,dita_document:42f8a5cac17ac422ad84,dita_document:d851b86569a11c81ed40,0.7464494705200195,0.98641896,independent,,all_notes_fr_cluster_00010,all_notes_fr_cluster_00407,no,"The two passages provide different instructions regarding handling dates in a foreign institution context. Passage 1 addresses the absence of a protected date, while Passage 2 discusses the situation when the date is unknown, leading to different actions without overlapping information.",True,llm_borderline,reviewed
3823,5540,dita_document:42f8a5cac17ac422ad84,dita_document:abdc932d1bf136fc939f,0.7464494705200195,0.98641896,independent,,all_notes_fr_cluster_00010,all_notes_fr_cluster_00407,no,"The two passages provide different instructions regarding handling dates in a foreign institution context. Passage 1 addresses the absence of a protected date, while Passage 2 discusses the situation when the date is unknown, leading to different actions without overlapping information.",True,llm_borderline,reviewed
820,1588,dita_document:b62d65271966ebf4c812,dita_document:7d26d1478bdb99faa589,0.7464372515678406,0.98454773,conflicting information,all_notes_fr_cluster_00484,all_notes_fr_cluster_00484,all_notes_fr_cluster_00484,yes,"Both passages discuss the conditions under which payments can be made to children under 18 years old. Passage 1 states that payments are only made directly to a child under 18 in exceptional circumstances and requires confirmation of the child being a 'child living alone.' Passage 2, however, indicates that a payment can be made to a child under 18 who does not live with a parent or guardian, but also states that the recipient must be a person or organization with custody of the child. This creates a conflict regarding the conditions and eligibility for direct payments to children.",True,llm_borderline,reviewed
1219,1773,dita_document:1c98da6ebaa0b718364c,dita_document:afe8cbcea29837b9e799,0.7464285492897034,0.0035772913,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1981,2544,dita_document:d813c411bb112e4099bf,dita_document:d5f7545f678cf0343a80,0.7464208006858826,0.99028176,independent,,,,no,"The two passages discuss different aspects of the RPC (Régime de pensions du Canada) without overlapping information. Passage 1 focuses on the implications of additional contributions on eligibility for death benefits, survivor pensions, and disability benefits, while Passage 2 addresses specific clauses related to child-rearing and disability exclusions in the context of additional RPC contributions. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1862,2605,dita_document:8e6d98645798d99bda38,dita_document:615591858c13960ef56b,0.7464200854301453,0.66368425,independent,,,all_notes_fr_cluster_00256,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2318,2319,dita_document:2e3a607051987e526182,dita_document:bb4d33ac361792a933b3,0.7464050650596619,0.99977654,independent,,,,no,"The two passages discuss different criteria for accelerated procedures, with Passage 1 focusing on cases of cerebellar degeneration and ataxia, while Passage 2 addresses cases of idiopathic progressive polyneuropathy. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
1220,3126,dita_document:b73b330501a809c78a7c,dita_document:3d4184d35c697b8615be,0.7464016079902649,0.9136734,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1198,4710,dita_document:e845a3138edf5d872644,dita_document:c492136dbd20eae40d98,0.7463933229446411,0.82007325,independent,,,all_notes_fr_cluster_00375,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
3743,4292,dita_document:00b5ec67c2ca6bba2604,dita_document:44fe8e50254fd7abba1b,0.7463919520378113,0.99699354,independent,,all_notes_fr_cluster_00009,,no,"The two passages provide different instructions related to foreign benefit requests. Passage 1 states that a section is mandatory when submitting a foreign benefit request, while Passage 2 describes the display of details when clicking on a specific tab. They are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
