item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status
4963,5304,dita_document:ddb1587deeb21b1926d9,dita_document:5d5e1eaf6bd4fdd26772,0.7834990620613098,0.99975634,duplicate/semantic duplicate,all_notes_en_cluster_00233,all_notes_en_cluster_00233,all_notes_en_cluster_00233,yes,"Both passages provide similar instructions regarding the deletion of evidence, emphasizing that it should only occur in exceptional circumstances and that editing existing evidence is the preferred action. The wording is slightly different, but the core message and context are the same.",True,llm_borderline,reviewed
5028,5418,dita_document:0e719116c66e89e417f0,dita_document:0104c54d43b92b949eba,0.7834367752075195,0.9994445,conflicting information,,,all_notes_en_cluster_00012,no,"Passage 1 states that the start date must be the current or future date, while Passage 2 states that the date must be on or before the current date. These two claims are mutually incompatible.",True,llm_borderline,reviewed
5028,5420,dita_document:0e719116c66e89e417f0,dita_document:e5f780b65cd46c5b8682,0.7834367752075195,0.9994445,conflicting information,,,all_notes_en_cluster_00012,no,"Passage 1 states that the start date must be the current or future date, while Passage 2 claims that the date must be on or before the current date. These statements present mutually incompatible claims regarding the acceptable date range.",True,llm_borderline,reviewed
4888,4891,dita_document:683c789be799eb20fc11,dita_document:f29a263603c6915eb035,0.783435583114624,0.99957734,independent,all_notes_en_cluster_00563,all_notes_en_cluster_00563,all_notes_en_cluster_00563,yes,"The two passages refer to different fields and contexts within a form related to marital status. Passage 1 discusses a field that appears when 'Married or Common-Law' is selected, while Passage 2 discusses a field that appears when selecting an existing spouse or common-law partner. They are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
4889,4891,dita_document:8b565dc620ff651740d4,dita_document:f29a263603c6915eb035,0.783435583114624,0.99957734,conflicting information,all_notes_en_cluster_00563,all_notes_en_cluster_00563,all_notes_en_cluster_00563,yes,"Both passages describe a field that appears based on marital status, but they reference different conditions for its appearance, leading to conflicting information about when the field is displayed.",True,llm_borderline,reviewed
2646,4585,dita_document:9b258280e9b8efc97fdb,dita_document:c2382b2236a084052b79,0.783419668674469,0.99383795,independent,,all_notes_en_cluster_00678,,no,"The two passages provide instructions related to income adjustments during a renewal period but focus on different aspects and procedures. Passage 1 discusses entering a reduced income amount and the system's behavior regarding CRA income, while Passage 2 addresses the steps to retain a lower adjusted income when CRA income is higher. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
381,1689,dita_document:41f96e2907c79244168b,dita_document:9bdfa5377e9508e953c0,0.78340744972229,0.9878006,independent,,all_notes_en_cluster_00413,all_notes_en_cluster_00163,no,"The two passages discuss different aspects of CPPD benefits applications. Passage 1 focuses on the Deemed / Protected Date and its implications for a -18 child and a disabled contributor, while Passage 2 addresses the eligibility of a +18 child for the -18 DCCB based on their age at the deemed date of application. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1483,3108,dita_document:95ea84d7e96b5d31c2a7,dita_document:1b734bf798039077beff,0.7834073305130005,0.9725588,one passage included in another,,all_notes_en_cluster_00413,,no,"Passage 1 provides a general rule about the Deemed/Protected Date and its application to +18 children in relation to CPPD benefits. Passage 2 gives a specific example that illustrates this rule, detailing a scenario where the Deemed/Protected Date is applied to a +18 child. Therefore, the information in Passage 1 is included in the context of Passage 2.",True,llm_borderline,reviewed
1686,2685,dita_document:95439ecb25ba31164501,dita_document:a7d8549e509945f6c14e,0.7833276391029358,0.85947126,independent,,all_notes_en_cluster_00490,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1687,2685,dita_document:55899315c254ee18b200,dita_document:a7d8549e509945f6c14e,0.7833276391029358,0.85947126,independent,,all_notes_en_cluster_00490,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1260,5123,dita_document:fe2624675a7a3d4c7c4a,dita_document:eb4c7e878e918fae17d1,0.7832013964653015,0.992934,conflicting information,,,,no,"Passage 1 states that if an applicant is eligible for both the OAS pension and the benefit, they should be notified of the outcome of both at the same time. In contrast, Passage 2 indicates that if a client has applied for both the OAS pension and GIS, they must be authorized separately. These two instructions present mutually incompatible claims regarding the processing of OAS pension and GIS applications.",True,llm_borderline,reviewed
1200,5151,dita_document:421af530c770cfde5b36,dita_document:320b245730529ee825eb,0.7831887602806091,0.9921287,independent,,,,no,"The two passages discuss different aspects of the Application for the Old Age Security Pension and the Guaranteed Income Supplement (ISP-3550) form. Passage 1 addresses the procedure for automatic conversion if the client is eligible, while Passage 2 explains a specific field that appears in the application process. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2218,2656,dita_document:302e67daf5409cb17a55,dita_document:2c821048aa5103ee6f82,0.7831401824951172,0.8180768,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2891,3307,dita_document:be858558c0057341d5ff,dita_document:d0dc6a71ff78df444326,0.7831389307975769,0.7941929,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
644,820,dita_document:ff64273035c57bbfa128,dita_document:92034b85fb50f31558f3,0.7830787301063538,0.9977986,independent,,all_notes_en_cluster_00757,all_notes_en_cluster_00263,no,"The two passages discuss different forms related to the Canada Pension Plan, with Passage 1 focusing on the CPP Retirement Pension and Disability Benefits forms, while Passage 2 addresses the Child's Benefit and Declaration of Attendance forms. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
473,485,dita_document:58e2893cd60032db412d,dita_document:cc1c4b7cec072e37fed2,0.7830385565757751,0.99979347,independent,,,,no,"The two passages refer to different types of withholding tax (FVTW vs. PVTW) and different categories of payables (general payables vs. OAS payables), indicating that they are discussing separate scenarios without duplication or contradiction.",True,llm_borderline,reviewed
1432,4814,dita_document:cbd2892162feae657367,dita_document:a52a392e216b70a56411,0.7830089330673218,0.9851982,independent,,,,no,"The two passages discuss the process of adding a spouse or common-law partner to the CRA Lifetime List but describe different systems and actions involved. Passage 1 refers to a system that initiates the request based on consent and active marital relationship evidence, while Passage 2 mentions Cúram sending the request based on the application case and the presence of a signature. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2895,3307,dita_document:e34174dc9d57b4494771,dita_document:d0dc6a71ff78df444326,0.7829509973526001,0.9872525,independent,,,,no,The two passages discuss different clients with different retirement dates and pension details. There is no duplication or contradiction between the information presented in each passage.,True,llm_borderline,reviewed
769,770,dita_document:3012145d43010d598708,dita_document:ac9d3134de87d7d3d4f1,0.7828328609466553,0.9965389,conflicting information,all_notes_en_cluster_00204,all_notes_en_cluster_00204,all_notes_en_cluster_00204,yes,"Passage 1 states that the Date Notified of Death is not functional, while Passage 2 instructs not to enter the date of death in this field. These two statements present conflicting guidance regarding the use of the Date Notified of Death.",True,llm_borderline,reviewed
769,776,dita_document:3012145d43010d598708,dita_document:1a1788ff3c169faaa85d,0.7828328609466553,0.9965389,conflicting information,all_notes_en_cluster_00204,all_notes_en_cluster_00204,all_notes_en_cluster_00204,yes,"Passage 1 states that the Date Notified of Death is not functional, while Passage 2 instructs not to enter the date of death in this field. These two statements present conflicting guidance regarding the use of the date of death field.",True,llm_borderline,reviewed
770,775,dita_document:ac9d3134de87d7d3d4f1,dita_document:a8191dd2f80b1a691bde,0.7828328609466553,0.99880695,independent,all_notes_en_cluster_00204,all_notes_en_cluster_00204,all_notes_en_cluster_00204,yes,"The two passages provide different instructions related to the topic of death notifications. Passage 1 instructs not to enter the date of death, while Passage 2 states that the Date Notified of Death is not functional. They do not duplicate or contradict each other, but rather address different aspects of the same subject.",True,llm_borderline,reviewed
775,776,dita_document:a8191dd2f80b1a691bde,dita_document:1a1788ff3c169faaa85d,0.7828328609466553,0.9965389,conflicting information,all_notes_en_cluster_00204,all_notes_en_cluster_00204,all_notes_en_cluster_00204,yes,"Passage 1 states that the Date Notified of Death is not functional, while Passage 2 instructs not to enter the date of death in this field. These two statements present conflicting guidance regarding the use of the date of death field.",True,llm_borderline,reviewed
1214,3427,dita_document:97fcae4c2cca1f178e6d,dita_document:e4300cbb91d81fc272ec,0.7827221751213074,0.9337524,independent,all_notes_en_cluster_00494,all_notes_en_cluster_00494,all_notes_en_cluster_00494,yes,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
4414,5311,dita_document:b6590c8db4dec6d0d5a0,dita_document:4f97862d70a199f5511d,0.7826001048088074,0.99869394,conflicting information,,all_notes_en_cluster_00293,all_notes_en_cluster_00463,no,"Passage 1 states that the First Name, Middle Name, Last Name, and Type fields cannot be edited, while Passage 2 indicates that changes to the First Name, Middle Name, or Last Name fields will trigger updates to other fields. This presents mutually incompatible claims regarding the editability of these fields.",True,llm_borderline,reviewed
4415,5311,dita_document:925391baaf12dd7e3bd1,dita_document:4f97862d70a199f5511d,0.7826001048088074,0.99869394,conflicting information,,all_notes_en_cluster_00293,all_notes_en_cluster_00463,no,"Passage 1 states that the First Name, Middle Name, Last Name, and Type fields cannot be edited, while Passage 2 indicates that changes to the First Name, Middle Name, or Last Name fields will trigger updates to other fields. This presents mutually incompatible claims regarding the editability of these fields.",True,llm_borderline,reviewed
4416,5311,dita_document:7093a0dd0657b8eaa5d6,dita_document:4f97862d70a199f5511d,0.7826001048088074,0.99869394,conflicting information,,all_notes_en_cluster_00293,all_notes_en_cluster_00463,no,"Passage 1 states that the First Name, Middle Name, Last Name, and Type fields cannot be edited, while Passage 2 indicates that changes to the First Name, Middle Name, or Last Name fields will trigger updates to other fields. This presents mutually incompatible claims regarding the editability of these fields.",True,llm_borderline,reviewed
2338,2344,dita_document:75520e1d71749aa062f8,dita_document:c0e999a1635f50dbd93d,0.7825077772140503,0.9961966,independent,,,all_notes_en_cluster_00739,no,"The two passages discuss different aspects of eligibility and application requirements for benefits, but they do not overlap in content or contradict each other. Passage 1 focuses on the requirement for a new application for certain beneficiaries, while Passage 2 addresses the end of lifetime renewal designation for beneficiaries who are no longer eligible.",True,llm_borderline,reviewed
1136,4610,dita_document:b4e7960e851c65330965,dita_document:ff2c452eee61f31bd3ab,0.7824732065200806,0.99908715,independent,,all_notes_en_cluster_00550,all_notes_en_cluster_00760,no,The two passages describe different clients opting out of different automatic enrolment processes (GIS and OAS/GIS) on different platforms (written request vs. MSCA). They do not duplicate information or contradict each other.,True,llm_borderline,reviewed
2906,3314,dita_document:f1c1720769a6fd668efb,dita_document:e513375287075f179d2e,0.7824365496635437,0.99095184,independent,,,,no,"The two passages discuss different scenarios related to retirement income and pension payments. Passage 1 focuses on the reduction of Registered Retirement Income Fund payments and the effective date of GIS benefits, while Passage 2 deals with the calculation of a semi-annual pension payment after retirement. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
3291,3468,dita_document:1bb27cefe5c00e2f65f6,dita_document:3f9e29161dc6302a73f5,0.7823920249938965,0.9949557,independent,,all_notes_en_cluster_00002,,no,"The two passages provide different calculations related to the same topic (Callout) but involve different figures and methods. Passage 1 presents a straightforward multiplication for a total of $3,600.00, while Passage 2 involves a more complex calculation resulting in $4,641.00. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1507,1857,dita_document:00b28a2fc7065b55783e,dita_document:345d721da418e68d34a1,0.7823773622512817,0.9906603,independent,,,,no,"The two passages discuss different aspects of incapacity in relation to applications. Passage 1 focuses on situations that warrant consideration of incapacity during the review of an application, while Passage 2 specifies when incapacity may be considered during the adjudication or appeal process. They do not duplicate information or contradict each other.",True,llm_borderline,reviewed
1784,2255,dita_document:a2e87cf5155d94384f29,dita_document:e21ccda3cef0889f9e5d,0.7822374105453491,0.98845315,independent,,,,no,"The two passages discuss different aspects of how medical conditions affect work capacity. Passage 1 focuses on the general impact of medical conditions on the ability to perform work, while Passage 2 emphasizes the role of reported functional limitations in determining work capacity. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
2099,2154,dita_document:b96d053adafd5aba9f5e,dita_document:ff25bcb75f7d20959046,0.7822145223617554,0.98495346,independent,,,all_notes_en_cluster_00138,no,"The two passages discuss different aspects of the Year's Maximum Pensionable Earnings (YMPE). Passage 1 provides a formula for calculating prorated YMPE, while Passage 2 explains how the YMPE amount is determined and its purpose. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1214,1285,dita_document:97fcae4c2cca1f178e6d,dita_document:b66ad1a7b411fdb1b595,0.7821366190910339,0.9460684,independent,all_notes_en_cluster_00494,all_notes_en_cluster_00494,all_notes_en_cluster_00494,yes,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
3981,3984,dita_document:754027b22fc2096e2084,dita_document:ad55817842f5d72a87ec,0.7820993065834045,0.9999059,conflicting information,,,all_notes_en_cluster_00713,no,"Passage 1 states that a protective date is not required if the application was submitted on or before the applicant's 62nd birthday. Passage 2, however, provides additional conditions under which a protective date is not required, including a specific requirement related to the 'Claim submitted on' field. This creates a conflict regarding the conditions under which a protective date is deemed unnecessary.",True,llm_borderline,reviewed
3981,3986,dita_document:754027b22fc2096e2084,dita_document:cd96e69056a57d2e3fce,0.7820993065834045,0.9999059,conflicting information,,,all_notes_en_cluster_00713,no,"Passage 1 states that a protective date is not required if the application was submitted on or before the applicant's 62nd birthday. Passage 2, however, provides additional conditions under which a protective date is not required, including a specific requirement related to the 'Claim submitted on' field. This creates a conflict regarding the conditions under which a protective date is deemed unnecessary.",True,llm_borderline,reviewed
3784,4161,dita_document:a62b7c2fce61b69607e1,dita_document:70f093f648c89e3c1010,0.7820469737052917,0.9997944,conflicting information,,,,no,"Both passages provide instructions for transmitting a foreign benefit application, but they conflict on the destination country: Passage 1 mentions India, while Passage 2 mentions Saint Kitts and Nevis.",True,llm_borderline,reviewed
5018,5529,dita_document:df3fa539d98a45145f49,dita_document:f20723e927fdcc4c6304,0.7819899320602417,0.99919087,duplicate/semantic duplicate,all_notes_en_cluster_00716,all_notes_en_cluster_00716,all_notes_en_cluster_00716,yes,"Both passages discuss the concept of overpayment cases being displayed as Payment Correction cases, with similar wording and meaning.",True,llm_borderline,reviewed
3457,3472,dita_document:9148deb3e59dbc1a8f36,dita_document:7b09a43d232f10cb7687,0.7819036841392517,0.99897903,conflicting information,,,,no,"Both passages provide calculations for 'Callout CPP RTR' but arrive at different total amounts, indicating conflicting information regarding the values used in the calculations.",True,llm_borderline,reviewed
2899,3294,dita_document:be6f8f859ab484e96c9b,dita_document:ef9069223f6a4b0579a3,0.7818775177001953,0.99034095,independent,,,,no,"The two passages present different calculations related to the term 'Callout' without overlapping information or conflicting claims. Passage 1 focuses on a calculation involving $426.00 and $142.00, while Passage 2 involves a different calculation with $200.00 and $3,500.00. They do not share the same figures or outcomes.",True,llm_borderline,reviewed
2393,3560,dita_document:613d10c078d0f3c79d8b,dita_document:22bd2c3e79ffa17042ea,0.78184974193573,0.9931855,conflicting information,,,all_notes_en_cluster_00256,no,"Passage 1 states that a past DSB beneficiary can be auto-reinstated if deemed disabled before their ERTR pension and has been in pay for less than 15 months. Passage 2, however, indicates that if the disability onset (DOO) is before the ERTR pension effective date and the applicant has been in pay for less than 15 months, the ERTR pension is cancelled in favor of the DSB. These passages present mutually incompatible claims regarding the status of the ERTR pension in relation to disability.",True,llm_borderline,reviewed
1940,4859,dita_document:fc602f3c689b25ab79c9,dita_document:e4765c8599dcb46d57b4,0.7817869782447815,0.99805397,independent,,all_notes_en_cluster_00160,,no,"The two passages discuss different aspects of benefit suspension and payment timelines. Passage 1 states that the benefit cease date will typically align with the benefit suspension date, while Passage 2 outlines various scenarios regarding the resumption of benefits after suspension, including conditions for payment based on different types of suspension. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
4875,5655,dita_document:c9d9aab8342ecfbb578b,dita_document:66d1582578bbf04aa03a,0.7817621827125549,0.99689114,duplicate/semantic duplicate,all_notes_en_cluster_00016,all_notes_en_cluster_00016,all_notes_en_cluster_00016,yes,"Both passages provide instructions related to updating a mailing address when 'Yes' is selected, albeit with slightly different wording.",True,llm_borderline,reviewed
5147,5655,dita_document:acb6eccd364072ea8ddb,dita_document:66d1582578bbf04aa03a,0.7817621827125549,0.99689114,duplicate/semantic duplicate,all_notes_en_cluster_00016,all_notes_en_cluster_00016,all_notes_en_cluster_00016,yes,"Both passages provide instructions related to updating a mailing address when 'Yes' is selected, albeit with slightly different wording.",True,llm_borderline,reviewed
5655,5656,dita_document:66d1582578bbf04aa03a,dita_document:e8e944e4d382ab833c23,0.7817621827125549,0.9991489,independent,all_notes_en_cluster_00016,all_notes_en_cluster_00016,all_notes_en_cluster_00016,yes,"The two passages provide different information regarding the context of updating mailing address details. Passage 1 states that if 'Yes' is selected, the mailing address details must be updated, while Passage 2 explains that a specific field appears only if 'Yes' is selected. They are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
2113,2114,dita_document:91a8c06a9a886c569f42,dita_document:fc4fe990b175bc756993,0.7817348837852478,0.9829151,duplicate/semantic duplicate,all_notes_en_cluster_00046,all_notes_en_cluster_00046,all_notes_en_cluster_00046,yes,"Both passages describe the same formula for calculating the prorated DTH benefit flat-rate amount based on valid CPP contributions and the MQP, albeit with slight variations in wording.",True,llm_borderline,reviewed
3296,3470,dita_document:329867ba0744e9566f45,dita_document:c541668af7b585ed43b7,0.7817156910896301,0.9964236,independent,,,,no,The two passages provide different calculations related to the term 'Callout' but do not overlap in their content or contradict each other. They involve different figures and methods of calculation.,True,llm_borderline,reviewed
3309,3314,dita_document:cebdc1d0d9f98a92e289,dita_document:e513375287075f179d2e,0.7817000150680542,0.9867223,independent,,,,no,"The two passages describe different financial scenarios involving retirement and payment calculations. Passage 1 focuses on RRIF payments after retirement, while Passage 2 discusses semi-annual pension payments. They do not share the same details or calculations, making them independent of each other.",True,llm_borderline,reviewed
3294,3470,dita_document:ef9069223f6a4b0579a3,dita_document:c541668af7b585ed43b7,0.7816705703735352,0.9983734,conflicting information,,,,no,"Both passages provide calculations related to 'Callout,' but they present different figures and methods for arriving at totals, leading to mutually incompatible claims regarding the amounts.",True,llm_borderline,reviewed
5477,5493,dita_document:1c0ee2d99326aa771d09,dita_document:bf771a60c54b4d80b75f,0.7816599011421204,0.75964314,independent,,,,no,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
2898,3297,dita_document:3c68f9ea8e3ba0f9132a,dita_document:bf26f9941b95e0652197,0.7816339135169983,0.9991449,independent,,,,no,"The two passages provide different calculations related to the term 'Callout' with distinct figures and methods. They do not duplicate information or contradict each other, as they pertain to different financial scenarios.",True,llm_borderline,reviewed
3238,4086,dita_document:3ee950da3d359117ac28,dita_document:9a316b9c40f5fa89923f,0.7816025018692017,0.9997247,one passage included in another,,,,no,"Passage 2 includes the requirement from Passage 1 about providing all Canadian residence after age 18, but adds additional context regarding CPP creditable periods reported to Portugal and the specific scenario of requesting information for a Portuguese benefit.",True,llm_borderline,reviewed
4003,4035,dita_document:a7c005bdc84a201a3c5b,dita_document:ac31e169f9ffcca95a66,0.7815281748771667,0.9996795,conflicting information,,,,no,"Both passages provide instructions for transmitting a foreign benefit application, but they specify different destinations: Trinidad and Tobago in Passage 1 and the Philippines in Passage 2. This creates a conflict as they cannot both be correct for the same action.",True,llm_borderline,reviewed
2899,3293,dita_document:be6f8f859ab484e96c9b,dita_document:b85ef31c42f214f8e56e,0.7815251350402832,0.99367905,independent,,,,no,"The two passages provide different calculations related to the term 'Callout' with distinct figures and methods. They do not duplicate information or contradict each other, as they pertain to different scenarios or calculations.",True,llm_borderline,reviewed
1158,2899,dita_document:c6e817ceb0268e507fed,dita_document:be6f8f859ab484e96c9b,0.7814819812774658,0.9992908,one passage included in another,,all_notes_en_cluster_00211,,no,"Passage 1 provides a formula for calculating a monthly amount, while Passage 2 applies that formula to specific numbers to demonstrate the calculation. The information in Passage 1 is included in the calculation process described in Passage 2.",True,llm_borderline,reviewed
3307,3317,dita_document:d0dc6a71ff78df444326,dita_document:0c632bec00ae91c8a1b0,0.7814475297927856,0.9946116,independent,,,,no,"The two passages describe different scenarios related to pension payments. Passage 1 discusses a client receiving a private pension with a specific amount and timeframe, while Passage 2 details irregular RRIF payments over two years with different amounts and calculations. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
131,2711,dita_document:a1a5e4f1fe6f476a96e1,dita_document:43bfd9e0e9a10a3a4ab4,0.7813889980316162,0.99852777,duplicate/semantic duplicate,all_notes_en_cluster_00028,all_notes_en_cluster_00028,all_notes_en_cluster_00028,yes,"Both passages convey the same instruction regarding the necessity of entering the preferred language in ITRDS for transferring information to the Public Sector Collections and Disbursements system, albeit with slight variations in wording.",True,llm_borderline,reviewed
190,2711,dita_document:46b674497fd7881ac02a,dita_document:43bfd9e0e9a10a3a4ab4,0.7813889980316162,0.99852777,duplicate/semantic duplicate,all_notes_en_cluster_00028,all_notes_en_cluster_00028,all_notes_en_cluster_00028,yes,"Both passages convey the same instruction regarding the necessity of entering the preferred language in ITRDS for transferring information to the Public Sector Collections and Disbursements system, albeit with slight variations in wording.",True,llm_borderline,reviewed
245,2711,dita_document:5b8139bb55db5f5433b6,dita_document:43bfd9e0e9a10a3a4ab4,0.7813889980316162,0.99852777,duplicate/semantic duplicate,all_notes_en_cluster_00028,all_notes_en_cluster_00028,all_notes_en_cluster_00028,yes,"Both passages convey the same instruction regarding the necessity of entering the preferred language in ITRDS for transferring information to the Public Sector Collections and Disbursements system, albeit with slight variations in wording.",True,llm_borderline,reviewed
4403,4549,dita_document:355b63acd8072e435d2d,dita_document:60f6316c558576a69098,0.7813609838485718,0.9993425,one passage included in another,,all_notes_en_cluster_00355,,no,"Passage 1 provides a specific instruction regarding the entry of the ITRDS Client Identification Number for clients without a SIN, while Passage 2 discusses the conditions for syncing between Cúram and ITRDS, including the role of the SIN and the ITRDS Client Identification Number. Passage 1's information is included within the broader context of Passage 2, which explains the syncing process and conditions.",True,llm_borderline,reviewed
644,1481,dita_document:ff64273035c57bbfa128,dita_document:344e170a5669af910b9c,0.781331479549408,0.9978561,independent,,all_notes_en_cluster_00757,all_notes_en_cluster_00263,no,"The two passages discuss different forms related to the Canada Pension Plan. Passage 1 focuses on the specific instructions for the CPP Retirement Pension and Disability Benefits forms, while Passage 2 discusses the ISP-1402 form, which combines elements of two other forms. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
27,772,dita_document:5e30d71cc88a0398e263,dita_document:361a0cb4464189a36492,0.7812981605529785,0.995528,independent,,all_notes_en_cluster_00204,all_notes_en_cluster_00335,no,"The two passages discuss different aspects of the ITRDS system. Passage 1 warns about the non-functionality of the Date Notified of Death field, while Passage 2 provides a workaround related to entering the date of death. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
2898,3013,dita_document:3c68f9ea8e3ba0f9132a,dita_document:d9634f945c5cac5ebd83,0.7811946272850037,0.9875378,independent,,,all_notes_en_cluster_00466,no,"The two passages present different calculations related to the term 'Callout' without overlapping information or conflicting claims. Passage 1 discusses a monthly amount and estimated income, while Passage 2 provides a simple subtraction calculation.",True,llm_borderline,reviewed
2898,3023,dita_document:3c68f9ea8e3ba0f9132a,dita_document:507570359fe06ece73a4,0.7811946272850037,0.9875378,independent,,,all_notes_en_cluster_00466,no,"The two passages present different calculations related to the term 'Callout' without overlapping information or conflicting claims. Passage 1 discusses a monthly amount and estimated income, while Passage 2 provides a simple subtraction calculation.",True,llm_borderline,reviewed
2894,2899,dita_document:cc2efb33575099b59667,dita_document:be6f8f859ab484e96c9b,0.7811881303787231,0.9947658,independent,,,,no,"The two passages provide different calculations and estimates for income related to callouts, with different figures and methods used. They do not duplicate or contradict each other.",True,llm_borderline,reviewed
1060,1228,dita_document:16a71d326f13cfb2eccc,dita_document:529ae9e657ad5a50771a,0.7811240553855896,0.99944866,conflicting information,,all_notes_en_cluster_00183,all_notes_en_cluster_00299,no,"Both passages provide instructions regarding the approval of benefits without proof, but they conflict on the type of proof required: Passage 1 mentions 'proof of separation' while Passage 2 mentions 'proof of marriage'. This creates mutually incompatible claims regarding the necessary documentation.",True,llm_borderline,reviewed
1060,1351,dita_document:16a71d326f13cfb2eccc,dita_document:6806122369fda19a7315,0.7811240553855896,0.99944866,conflicting information,,all_notes_en_cluster_00183,all_notes_en_cluster_00299,no,"Both passages provide instructions regarding the approval of benefits without proof, but they conflict on the type of proof required: Passage 1 mentions 'proof of separation' while Passage 2 mentions 'proof of marriage'. This creates mutually incompatible claims regarding the necessary documentation.",True,llm_borderline,reviewed
117,1586,dita_document:d3c5f1df89953e710feb,dita_document:17c26cf434f53e7410bc,0.7811158895492554,0.99909145,duplicate/semantic duplicate,all_notes_en_cluster_00190,all_notes_en_cluster_00190,all_notes_en_cluster_00190,yes,"Both passages convey the same essential information regarding the automatic re-adjudication of benefits upon resubmitting the Credit Split data capture, albeit with slight variations in wording.",True,llm_borderline,reviewed
615,3124,dita_document:f12e18a1eeb24105b73e,dita_document:920c197359d4f50bc141,0.7810771465301514,0.9994217,conflicting information,all_notes_en_cluster_00348,all_notes_en_cluster_00348,all_notes_en_cluster_00348,yes,"Passage 1 states that the deceased's title is optional without specifying which titles, while Passage 2 specifies that only the titles Mr., Mrs., Ms., and Miss are optional, implying that there are additional titles that are not optional. This creates a conflict regarding the scope of optional titles.",True,llm_borderline,reviewed
615,3128,dita_document:f12e18a1eeb24105b73e,dita_document:4aea1fedaef40bd872ba,0.7810771465301514,0.9994217,conflicting information,all_notes_en_cluster_00348,all_notes_en_cluster_00348,all_notes_en_cluster_00348,yes,"Passage 1 states that the deceased's title is optional without specifying which titles, while Passage 2 specifies that only the titles Mr., Mrs., Ms., and Miss are optional, implying that there are other titles that are not optional. This creates a conflict regarding the scope of optional titles.",True,llm_borderline,reviewed
2887,3308,dita_document:d12444b1af5854eb1a80,dita_document:1ebf7c7e321ec34a8c1d,0.7810440063476562,0.9864439,independent,,,,no,"Both passages discuss calculations related to pensions, but they involve different scenarios, amounts, and methods of calculation. Passage 1 provides a general formula for estimating income from CPP and a private pension, while Passage 2 gives a specific example of a client's pension calculation. There is no duplication or contradiction between the two.",True,llm_borderline,reviewed
1775,1777,dita_document:6b2b37db48f6484cf8c2,dita_document:7c6bb81d709c522073b0,0.7809931039810181,0.9996854,independent,,,,no,"The two passages discuss different aspects of the Cross Program Receivable Details screen. Passage 1 mentions the accessibility of the Change of Cross Program Receivable Status screen from the Cross Program Receivable Details screen, while Passage 2 describes the behavior of the system after saving changes to the debt amount. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
136,2381,dita_document:221eca337062368bb891,dita_document:feb8134a1e7845ec5df7,0.7809621095657349,0.9928011,independent,,,all_notes_en_cluster_00146,no,"The two passages discuss different aspects of pension applications and eligibility criteria. Passage 1 focuses on the retroactive payments related to CPP contributors and their age, while Passage 2 provides instructions for adding a note in a specific system regarding RTR pension applications for applicants over 60 years old. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
406,2380,dita_document:4fa6ee30db63b018891c,dita_document:c1868962ad2758502ab0,0.7808831334114075,0.9437108,independent,all_notes_en_cluster_00036,all_notes_en_cluster_00036,all_notes_en_cluster_00036,yes,CrossEncoder score is below the independent threshold.,False,cross_encoder,not_needed
1360,2319,dita_document:13b042368a62c25bae21,dita_document:5f2d3c92f11006160108,0.780880331993103,0.99793255,duplicate/semantic duplicate,all_notes_en_cluster_00158,all_notes_en_cluster_00158,all_notes_en_cluster_00158,yes,"Both passages convey the same instruction regarding the modification of home or mailing addresses when the Statement of Contributions address includes 'C/O', with only slight variations in wording.",True,llm_borderline,reviewed
3784,3930,dita_document:a62b7c2fce61b69607e1,dita_document:9bea51166f04224274a1,0.7808207869529724,0.9998051,conflicting information,,,,no,"Both passages provide instructions for transmitting a foreign benefit application, but they conflict on the destination for mailing the documents. Passage 1 states to mail to India, while Passage 2 states to mail to the Social Insurance Bank (SVB).",True,llm_borderline,reviewed
