dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT all_notes EN,dita_document:b83bf897419d0deadd12,,no,,conbody,dita_document,KA-04383_note_0002.dita,Note,dita_common_node,,32,c563738862e327af98fa4114b899682a61e12658,"Note Note: A suspension of benefits, even when requested by the beneficiary, cannot be used as a workaround in situations where termination or cancellation of benefits after 12 months has been requested."
KMT all_notes EN,dita_document:5c6e45fd2900575869ad,,no,,conbody,dita_document,KA-04383_note_0003.dita,Note,dita_common_node,,49,9be2ae1273c30c9e85a3a8e41a9aa8c182bdf46d,"Note WARNING: It is important to avoid any perception that the Department encourages beneficiaries to terminate their benefits. Consequently, pre-printed forms or form letters are not to be used to facilitate a request to terminate CPP DSB benefits. A request for termination of benefits must be a beneficiary-initiated document."
KMT all_notes EN,dita_document:8324845ea680eb91ae3a,,no,,conbody,dita_document,KA-04384_note_0001.dita,Note,dita_common_node,,34,e6eb57be2ef34516f211a49b1192d460e0c6fa06,"Note Note: The reinstated benefit must be the same as the benefit that was previously in pay. For example, a PRDB cannot be automatically reinstated if a DSB was the last benefit in pay."
KMT all_notes EN,dita_document:f5c237cbf56a227dbe20,,no,,conbody,dita_document,KA-04384_note_0002.dita,Note,dita_common_node,,18,cb7f7484fd74cec60fdd4a5dd51930b346fe33e3,Note Note: There is no limit to the number of times this incentive is available to the beneficiary.
KMT all_notes EN,dita_document:276f96a23a32cdfc3f97,,no,,conbody,dita_document,KA-04384_note_0003.dita,Note,dita_common_node,,10,bc72ccd38ce07ad5db487693c062993ac1695d1d,Note Note: The cease decision must not be under appeal.
KMT all_notes EN,dita_document:613d10c078d0f3c79d8b,,no,,conbody,dita_document,KA-04384_note_0004.dita,Note,dita_common_node,,42,43f34b9e3e82ce5a48fbf2108ceda28df31e466e,Note Note: A past DSB beneficiary who began to receive their Early Retirement (ERTR) pension can be auto-reinstated if they are deemed disabled prior to their ERTR pension and have been in pay for their ERTR pension for less than 15 months.
KMT all_notes EN,dita_document:536e6e3231ea029efd67,,no,,conbody,dita_document,KA-04384_note_0005.dita,Note,dita_common_node,,27,a18a5295bb3982977bb8eb843eb6f32012e5eff3,"Note Note: A beneficiary previously in receipt of the DSB may be entitled to a PRDB . However, a new application specific for the PRDB will be required."
KMT all_notes EN,dita_document:9219ff4cb553bfa5515c,,no,,conbody,dita_document,KA-04384_note_0006.dita,Note,dita_common_node,,14,2d2ca6466a758db39d6c7e5be24f6e339ef9f6ff,Note Note: A new application must be submitted for determination of the PRDB eligibility.
KMT all_notes EN,dita_document:379ce58c972f7a7db3cb,,no,,conbody,dita_document,KA-04384_note_0007.dita,Note,dita_common_node,,30,e6dea0ba7e0acae2d536a5bbab8742da529e0783,"Note Note: Additional medical reports such as the Functional Capacity Evaluations, Independent Medical Exams or information from employers are not sought in response to a request for reinstatement of benefits."
KMT all_notes EN,dita_document:077dcf969eeac347c07f,all_notes_en_cluster_00061,yes,2,conbody,dita_document,KA-04389_note_0001.dita,Note,dita_common_node,,15,118d9f0ea9c5d61cc424c7b56017eac511402bda,Note Note: Only one signed consent is required from the embedded and stand-alone options listed.
KMT all_notes EN,dita_document:6143ae941027d897c059,all_notes_en_cluster_00540,yes,2,conbody,dita_document,KA-04389_note_0002.dita,Note,dita_common_node,,25,75a43a99f5e3552e6ba6abc92ac0470625bd7519,"Note Note: For applicants using the old CPPD application form, the ISP-2507 form is a separate document and is required to consider an application complete."
KMT all_notes EN,dita_document:5afc2252fa917cf044ac,all_notes_en_cluster_00061,yes,2,conbody,dita_document,KA-04389_note_0003.dita,Note,dita_common_node,,15,118d9f0ea9c5d61cc424c7b56017eac511402bda,Note Note: Only one signed consent is required from the embedded and stand-alone options listed.
KMT all_notes EN,dita_document:f60d40519ac35b034a65,all_notes_en_cluster_00540,yes,2,conbody,dita_document,KA-04389_note_0004.dita,Note,dita_common_node,,25,75a43a99f5e3552e6ba6abc92ac0470625bd7519,"Note Note: For applicants using the old CPPD application form, the ISP-2507 form is a separate document and is required to consider an application complete."
KMT all_notes EN,dita_document:537e77fd5c811c830e82,,no,,conbody,dita_document,KA-04389_note_0005.dita,Note,dita_common_node,,39,1cdcaa37aa577d1625924471f9100781d9f41751,"Note Note: Although medical information is not part of the definition of a complete initial PRDB application, if there is no medical information on file with the active CPPD benefits application, processing staff must request it following regular procedures."
KMT all_notes EN,dita_document:616f8d67b9c2758ba809,,no,,conbody,dita_document,KA-04389_note_0006.dita,Note,dita_common_node,,28,2215a1455733da4dcac16914b3476aa9d38be1e8,"Note Note: If during the reconsideration review the applicant identifies they have additional information to provide or a future appointment, the applicant may ask for an extension request."
KMT all_notes EN,dita_document:fdbfcea3de3d80a63aa0,,no,,conbody,dita_document,KA-04389_note_0007.dita,Note,dita_common_node,,45,5965575d0f1e75b94c1522a767d3d45965c84e3d,"Note Note: During a call, the applicant may request an extension to attend a confirmed medical appointment. The medical adjudicator (MA) consults with the medical adjudicator consultant or manager to determine if it is appropriate to Bring Forward (BF) the file and withhold a decision."
KMT all_notes EN,dita_document:0b96f915b5a53032e445,,no,,conbody,dita_document,KA-04389_note_0008.dita,Note,dita_common_node,,118,c55f1afec4741bdd84e4a9713b50337de31ca38b,"Note Note: If the Last day you went to work field is not completed or partially completed, enter the application's Date Stamp and forward the file to the Medical Adjudicator (MA) or the SCBO . Do not set a BF. Enter a note in ITRDS to indicate the application's Date Stamp was used as the Last day you went to work . For more information, CPPD Benefits Application—Data Capture and Modify Non-Medical Information in ITRDS (Action) For terminal illness applications, do not hold the file for the BF process for any missing information, forward to the MA or the SCBO . For more information, Terminal Illness (Scenario) CPPD Benefits Application—Data Capture and Modify Non-Medical Information in ITRDS (Action) Terminal Illness (Scenario)"
KMT all_notes EN,dita_document:d694060d18818ddc35d6,all_notes_en_cluster_00731,yes,2,conbody,dita_document,KA-04389_note_0009.dita,Note,dita_common_node,,58,16524693c123938d3b442fb1e498490e1c7e720b,"Note Note: If a paper application, including one with a terminal illness or grave medical condition, is received without a signature, the BF periods are exhausted and there is no response from the applicant, refer to Valid Applications (Policy) . Online applications received through My Service Canada Account do not require a signature. Valid Applications (Policy) Valid Applications (Policy)"
KMT all_notes EN,dita_document:b93fc69ab454d76658af,all_notes_en_cluster_00731,yes,2,conbody,dita_document,KA-04389_note_0010.dita,Note,dita_common_node,,48,244467a12fbc3b78089eb0216690fcf1dbaa862f,"Note Note: If a paper application is received without a signature, the BF periods are exhausted and there is no response from the applicant, refer to Valid Applications (Policy) . Online applications received through My Service Canada Account do not require a signature. Valid Applications (Policy) Valid Applications (Policy)"
KMT all_notes EN,dita_document:e738375f88f95057a15b,all_notes_en_cluster_00523,yes,2,conbody,dita_document,KA-04390_note_0001.dita,Note,dita_common_node,,21,521ce58024cfb0cd2f92d3a9db6d1322d16bd88a,Note Note: This provision is applicable to all OAS applicants and is not limited to applicants requiring an ISSA to qualify.
KMT all_notes EN,dita_document:acf2b543297eade14fef,,no,,conbody,dita_document,KA-04391_note_0001.dita,Note,dita_common_node,,111,24c50fd4a6e18d9330c3009d36a938edfcae9c0c,"Note Note: An endnote was added to function 8 regarding the new $30,000 delegation threshold for the Service Delivery Director and Executive Director Business Expertise. This was included to clarify that, while the threshold for remissions has been increased, any remissions above $25,000 (combined total for both programs) still require endorsement by the National Write-Off and Remissions Review Committee prior to Director or Assistant Deputy Minister approval. Refer to the following relevant procedures: Overpayments—Remissions (Policy) Overpayments—Remissions (Policy) Remit an Overpayment (Scenario) Remit an Overpayment (Scenario) Instruction Sheet for the ISP0106 Form Instruction Sheet for the ISP0106 Form Overpayments—Remissions (Policy) Remit an Overpayment (Scenario) Instruction Sheet for the ISP0106 Form"
KMT all_notes EN,dita_document:f6d102f18d9925732ceb,,no,,conbody,dita_document,KA-04393_note_0001.dita,Note,dita_common_node,,18,296795db313edd4f62bddd846868226fe49c195b,Note Note: Use the client’s identification number for all correspondence. Do not use the client’s Social Insurance Number.
KMT all_notes EN,dita_document:adb58441f4d36a56c13c,,no,,conbody,dita_document,KA-04393_note_0002.dita,Note,dita_common_node,,23,7e3a45056d7605569b909165a2f188529451b453,"Note Note: If there is a public trustee or a court-appointed trustee, the manual SOC will be addressed to that particular third party."
KMT all_notes EN,dita_document:d9a96c5e36668a03a48b,,no,,conbody,dita_document,KA-04393_note_0003.dita,Note,dita_common_node,,11,b42582fb55368cbc28ed5a62248fcd7c5bd208a4,Note Note: Do not send the SOC to the deceased contributor.
KMT all_notes EN,dita_document:16075136dc20704c9226,,no,,conbody,dita_document,KA-04395_note_0001.dita,Note,dita_common_node,,44,b845fe02842190943204fc659b8503df2ab4d1b9,"Note Workaround: At this time, an incorrect over age 65 - no eligibility message appears for an under age 65 CPP Retirement pensioner. If the client is under age 65, you must issue a manual SOC. This has been issued the following reference number: SITS#280063."
KMT all_notes EN,dita_document:f7f611a08972a8790ec6,all_notes_en_cluster_00771,yes,2,conbody,dita_document,KA-04395_note_0002.dita,Note,dita_common_node,,20,e693b0e09bed2a0db25f9c61c9ab5bb494aca9f0,"Note Note: Ensure you provide the contributor's Social Insurance Number (SIN), as QPP are unable to use our Client Identifier."
KMT all_notes EN,dita_document:4f220a9680f9aaff799e,,no,,conbody,dita_document,KA-04395_note_0003.dita,Note,dita_common_node,,18,1a079adde3d03d463656b22a1d655cdab05bcfbd,Note Note: You must order the benefit if the client is or was in pay with the QPP.
KMT all_notes EN,dita_document:d5ff6d6da51765d350e3,,no,,conbody,dita_document,KA-04395_note_0004.dita,Note,dita_common_node,,13,cc404ae7e1e4e5b7d57c6bb8c8c3eb77b3b82bfc,Note Note: The credit split earnings and benefits may appear on different days.
KMT all_notes EN,dita_document:edf58b6665ea54abd8f8,,no,,conbody,dita_document,KA-04397_note_0001.dita,Note,dita_common_node,,31,e754767a0f6fb66ee36c65811e22e16ef32c1697,"Note Note: If there is no SOC button displayed, you will need to issue a manual SOC. Manual Statement of Contributions Process (CCS Only) Manual Statement of Contributions Process (CCS Only)"
KMT all_notes EN,dita_document:4ca3fcc4fcb8502ad580,,no,,conbody,dita_document,KA-04401_note_0001.dita,Note,dita_common_node,,73,909ef928e1832b0c2fd3735d42e320b31b60487a,"Note Note: The Canada Pension Plan Calculation Module is an Excel tool that is used to estimate and calculate CPP benefits . To access the Canada Pension Plan Calculation Module, please submit a ticket to the National Service Desk to request installation of the Canada Pension Plan Calculation Module to your desktop. Keep in mind that the Canada Pension Plan Calculation M odule is only a calculator. You must determine eligibility for all benefits."
KMT all_notes EN,dita_document:a5a848547afa938fa501,,no,,conbody,dita_document,KA-04401_note_0002.dita,Note,dita_common_node,,50,6d118f4e49157973a8990ea2af60e19d99fd17a9,"Note Reminder: You must include each year of the contributory period in the calculation, not only the difference between them (e.g. 1966 to 1991 = 25 (difference); 1966 to 1991 = 25+1 (all years) = 26). You must also round up the numbers (e.g. 26/3 = 8.66 = 9 years)."
KMT all_notes EN,dita_document:2a1745a1be879dba24e9,,no,,conbody,dita_document,KA-04401_note_0003.dita,Note,dita_common_node,,36,c0fbfa1fefa5254657eb1bbd1378b00843b61ca4,Note Note: You must exclude base DSB benefit periods from the base contributory period. Do not include any years the client was in receipt of a DSB benefit in the calculation of the base contributory period.
KMT all_notes EN,dita_document:3fe00985636fbecd0afc,all_notes_en_cluster_00404,yes,4,conbody,dita_document,KA-04401_note_0004.dita,Note,dita_common_node,,26,9ef4515236f1112f01d2e87ebd68f8893e67127b,"Note Note: Effective January 1, 2019, the age-based restriction has been removed from the SVR pension for individuals who become survivors before the age of 45."
KMT all_notes EN,dita_document:5c850b81b3b174ccb14c,,no,,conbody,dita_document,KA-04401_note_0005.dita,Note,dita_common_node,,27,92338805018e59135b1c4ec5567e0de36bd39e5d,"Note Note: Effective January 1, 2019, the DTH benefit lump sum amount will always be $2,500.00 if the deceased contributor meets the minimum qualifying period."
KMT all_notes EN,dita_document:d344dd2ce9ce60800a61,,no,,conbody,dita_document,KA-04405_note_0001.dita,Note,dita_common_node,,40,c60114fef7fa8367b3e8e1fa7dd2f977ae0006fd,"Note Note: CPP enhancement's first additional portion starts in January 2019 or the year the contributor turns 18, whichever is later. CPP enhancement's second additional portion begins in January 2024 or the year the contributor turns 18, whichever is later."
KMT all_notes EN,dita_document:b0a945b8e819cae1da88,,no,,conbody,dita_document,KA-04405_note_0002.dita,Note,dita_common_node,,58,87995576d190761e488f8b0bf26d654c0e231239,"Note Note: Given that both the base CPP contributions and the first additional CPP contributions apply to earnings between the Year's Basic Exemption ($3,500) and YMPE , the base and first additional UPE will usually be the same amount. UPE amounts may be different when the first additional UPE amount is replaced by a Child Rearing Drop-In amount."
KMT all_notes EN,dita_document:e3b8d4519d09aa2ecfdf,,no,,conbody,dita_document,KA-04405_note_0003.dita,Note,dita_common_node,,16,7ed017bbc83944fda00f810560bf81e922022525,Note Note: The second additional UPE amount may be replaced by a Child Rearing Drop-In amount.
KMT all_notes EN,dita_document:1fcbb1ec85eaa88cbcd9,,no,,conbody,dita_document,KA-04405_note_0004.dita,Note,dita_common_node,,18,0d61671ecf50e544fcea7b3a4be8e637fdb1918d,Note Note: The PRDB amount will default to $0.00 until ITRDS is updated to calculate this amount.
KMT all_notes EN,dita_document:36e19626707ea1e14635,,no,,conbody,dita_document,KA-04405_note_0005.dita,Note,dita_common_node,,45,19f4e1119e1f2251a700210d268881ea5aa9dd94,"Note Note: If a client between the ages of 60 and 65 is receiving a RTR pension, a value of $0.00 for the PRDB and the Disabled Contributor's Child Post Retirement benefit 's estimated monthly benefit amount will display until the PRDB implementation in ITRDS ."
KMT all_notes EN,dita_document:c75fb73dee4606e612ae,,no,,conbody,dita_document,KA-04406_note_0001.dita,Note,dita_common_node,,38,a07ab1c3679a4479138e152d8322d9e52faa56bd,"Note Note: In some cases, it may not be appropriate to ask the contributor the key questions or provide them with the contact information over the telephone. Consider the individual's medical condition, psycho-social circumstances and possible language barriers."
KMT all_notes EN,dita_document:9a99c2bca56e5253535d,,no,,conbody,dita_document,KA-04410_note_0001.dita,Note,dita_common_node,,18,1c76ad006876d2c25c02a66daa94f829498de5b8,"Note Note: ""In force"" refers to the date when the terms and conditions of the ISSA took effect."
KMT all_notes EN,dita_document:0d993439c41a0a8eda5b,,no,,conbody,dita_document,KA-04411_note_0001.dita,Note,dita_common_node,,43,79de14ad6ed0462fe02b155d2c2323a7ff5dd1a1,"Note Note: Even if CRA has accepted the payment of CPP contributions, it does not necessarily mean that they will assess the self-employed contributions exactly as reported by the contributor. Therefore, evidence of this type should only be accepted as a last resort."
KMT all_notes EN,dita_document:741d4199c1496ab7e9c3,all_notes_en_cluster_00215,yes,2,conbody,dita_document,KA-04411_note_0002.dita,Note,dita_common_node,,34,066f7c8d1d75ca2ff74e6a4d9562da501c20a814,Note Note: First Nations employees can choose to participate in the CPP but not the QPP if the employers are not participating by paying both the employers and the employees portion of the contribution.
KMT all_notes EN,dita_document:37088618286f08ee16ce,,no,,conbody,dita_document,KA-04411_note_0003.dita,Note,dita_common_node,,41,b2b030790ef8f47ed234c4bffe10a176c8afa14e,Note Note: A contributory period does not end when a contributor begins to receive CPP DSB benefits. The years the beneficiary receives CPP DSB benefits are excluded from the contributory period when calculating a CPP RTR pension or a Survivor’s pension.
KMT all_notes EN,dita_document:56fbb052bb2074267f6a,,no,,conbody,dita_document,KA-04411_note_0004.dita,Note,dita_common_node,,25,a2976d09db32f1f7796486d16e967768ee9709c7,"Note Note: If a contributor returns to work after they have been in receipt of CPP DSB benefits, they must make contributions to the CPP."
KMT all_notes EN,dita_document:3021c112c9a1f40c3eb6,,no,,conbody,dita_document,KA-04411_note_0005.dita,Note,dita_common_node,,28,f0cbded7f5650f813ff997d5fe52164c6c5d61c7,Note Note: Individuals who made contributions in the 2 calendar years in the retroactive period may request that Canada Revenue Agency reassess their previous year’s income tax return.
KMT all_notes EN,dita_document:f3a446173d4083d793bd,,no,,conbody,dita_document,KA-04411_note_0006.dita,Note,dita_common_node,,30,71639b3accbcb14d9265acbe825de5dc232f4a2f,Note Note: The exception to the above would be when a previous Disability benefit was cancelled at the QPP and a new Disability benefit application is submitted to the CPP.
KMT all_notes EN,dita_document:3b376c6e36b29717b6d1,all_notes_en_cluster_00382,yes,3,conbody,dita_document,KA-04414_note_0001.dita,Note,dita_common_node,,44,a2b129cdba3dcdedf00d81a3ef367d6bc41c1890,Note Note: The Department considers a person as having reached a specific age in the month following the month of their birthday (e.g. a contributor whose 70th birthday is July 1st is considered to have reached age 70 at the beginning of August).
KMT all_notes EN,dita_document:9a009b9f725716f3fb08,,no,,conbody,dita_document,KA-04414_note_0002.dita,Note,dita_common_node,,28,c67bbc512151a4af674ef8b31a9af9150e7d42c2,"Note Note: For any proactively enrolled individuals over 70 years of age on January 1, 2020, retroactive payments must not be paid for any month before February 2019."
KMT all_notes EN,dita_document:e0ebb855e1d8e92ccf53,,no,,conbody,dita_document,KA-04414_note_0003.dita,Note,dita_common_node,,38,1bb5a7b37e65e8b2eddae96b570268d484e2e0d1,"Note Note: If a client wants an earlier or later effective date, they must submit a written request to cancel the benefit and submit an RTR pension application within the appropriate time frame of the new start date."
KMT all_notes EN,dita_document:42106e7a1929118a9d08,,no,,conbody,dita_document,KA-04414_note_0004.dita,Note,dita_common_node,,31,2ad182dd5bb17bf5be21afabad5dfcb180a433f0,Note Note: These reports have identified accounts based on earnings. Any accounts listed where there are no valid contributions would not be eligible to be proactively enrolled for the RTR pension.
KMT all_notes EN,dita_document:778ad616c6bc0522920d,all_notes_en_cluster_00080,yes,6,conbody,dita_document,KA-04414_note_0005.dita,Note,dita_common_node,,77,ede7e01088bf58769cace95f38b302e019642282,"Note Reminder: After processing the application, if the OCON ends in 9 , review the Benefit screen. If the benefit amount is 100% CPP and there is no QPP portion (also known as a ""false dual account""), the file remains in your region. You must send an email to the Dual Processing Unit General Delivery box Email template requesting to change the OCON to your region. Dual Processing Unit General Delivery box Dual Processing Unit General Delivery box"
KMT all_notes EN,dita_document:b532a36a6b0af3fc2bd0,,no,,conbody,dita_document,KA-04414_note_0006.dita,Note,dita_common_node,,97,0747060a70f3a02c881e4ff0e1db2ca172a16f98,"Note Note: If you are unable to contact the client by phone or there is no phone number listed, submit an enquiry via the National Business Expertise Tool (NEXO) Internal link to be escalated to CPP Business Operations for further instructions. National Business Expertise Tool Provide the client with the options for effective dates and retroactive amounts. If the client determines that the proactive enrolment date is more beneficial and the client is: in-pay, advise them that their effective date can be changed; not in-pay, proactively enrol them and deny the paper application. National Business Expertise Tool"
KMT all_notes EN,dita_document:75c2e2b06b573257f63f,,no,,conbody,dita_document,KA-04414_note_0007.dita,Note,dita_common_node,,19,0356b62d1d8435f52ae5aaa2a97d890da68c36f0,"Note Note: For proactive enrolment, a request to change the effective date is not required to be in writing."
KMT all_notes EN,dita_document:6a19bb965bdc360cc1fe,,no,,conbody,dita_document,KA-04414_note_0008.dita,Note,dita_common_node,,6,524487acfbbd2af09f71ac507d91f0a28f7dd275,Note Reminder: Do not proactively enrol.
KMT all_notes EN,dita_document:6778e6cef78a197f1504,,no,,conbody,dita_document,KA-04414_note_0009.dita,Note,dita_common_node,,47,aaafd30ca5a996a2bba2912adfaf3c4e8bf9d5cf,"Note Note: When the procedure instructs you to not proactively enrol a client, add a note in ITRDS indicating ""Client not proactively enrolled"" and provide the reason. You must also update PWS . For more information, ITRDS Notes—Review, Add and Delete (Action) ITRDS Notes—Review, Add and Delete (Action)"
KMT all_notes EN,dita_document:fd715e06b8baefd6c7c1,,no,,conbody,dita_document,KA-04414_note_0010.dita,Note,dita_common_node,,46,7d5239ef033ad0ed0c4422fb95012cf7c7641ad2,"Note Note: If an ITRDS note or a work item in PWS indicates a referral to the Integrity Services Branch (ISB), put the work item on hold pending response from ISB. Refer to the Referral Process for Administrative Investigations—CPP (Scenario) Referral Process for Administrative Investigations—CPP (Scenario)"
KMT all_notes EN,dita_document:6b97dce8543f365a1d9f,,no,,conbody,dita_document,KA-04414_note_0011.dita,Note,dita_common_node,,56,a0600a2480fbabfdd0b8f0b23f4d7cc4c8f96fb1,"Note Note: Once the proactive enrolment is processed, the payable will be suspended until a Post-mortem Business Contact has been established. Payment Owing After Death (Scenario) Ensure all other applicable benefits are terminated. Cancel or Terminate Pensions or Benefits in ITRDS (Scenario) Payment Owing After Death (Scenario) Cancel or Terminate Pensions or Benefits in ITRDS (Scenario)"
KMT all_notes EN,dita_document:321f21b7a7a28fda6fcb,,no,,conbody,dita_document,KA-04414_note_0012.dita,Note,dita_common_node,,17,35637ae8ab59229b53adb1a5ff310c89b2d5442d,Note Note: This does not apply when there is an RTR pension withdrawn due to a DSB .
KMT all_notes EN,dita_document:c58c4fe2e84c857af103,,no,,conbody,dita_document,KA-04414_note_0013.dita,Note,dita_common_node,,40,dccc6013387da92096a655ad04629dffe3595b8f,"Note Note: As a Program Exception Process (PEP) or Super PEP user, you must ensure you have completed any necessary manual calculations before starting to data capture the RTR pension proactive enrollment for an individual over the age of 70."
KMT all_notes EN,dita_document:7f772e8dd676e04afbc8,,no,,conbody,dita_document,KA-04414_note_0014.dita,Note,dita_common_node,,41,3c7fec7b1f1f3412fd674af7de0c2ff3afbd7e71,"Note Note: If the client is not currently in pay for a CPP benefit and has been identified on the OAS or CRA report, you must update ITRDS to ensure the client has a date of birth with a CPP source."
KMT all_notes EN,dita_document:d977ba2db07f88a644dd,,no,,conbody,dita_document,KA-04414_note_0015.dita,Note,dita_common_node,,24,3c8cba5da4e081bd42e921503ca83d84d8236fcd,Note Note: The Written Language field must be completed to ensure the CPMS information is transmitted to the Public Sector Collections and Disbursements system.
KMT all_notes EN,dita_document:27bbfc8cae36e4f813ff,,no,,conbody,dita_document,KA-04414_note_0016.dita,Note,dita_common_node,,36,83abcfac086eeaf4c08d6114975928df66a655b3,"Note Note: For any proactively enrolled individuals over 70 years of age on January 1, 2020, retroactive payments must not be paid for any month before February 2019 or the month following the client's 70th birthday."
KMT all_notes EN,dita_document:d0795f5053f5f6c9a2ca,,no,,conbody,dita_document,KA-04414_note_0017.dita,Note,dita_common_node,,32,d55588f56cf17e99114825d8b3fe1b704c4f8ef2,"Note Note: If the address is foreign and the client is a CPP contributor only, check the address history or the Earnings screen for the last province where the client had earnings."
KMT all_notes EN,dita_document:1f84c5b906aa0c131cb0,all_notes_en_cluster_00237,yes,4,conbody,dita_document,KA-04414_note_0018.dita,Note,dita_common_node,,41,3bc5bd32b99deb5daaca97322ac0f0eb19ae40a6,"Note Note: If you need to adjust the information you entered in the data capture session after you have clicked Submit , review the mandatory fields on the Client Profile screen and/or the Data Capture - RTR screen and update them where necessary."
KMT all_notes EN,dita_document:4b220eba3f3e331a822d,,no,,conbody,dita_document,KA-04416_note_0001.dita,Note,dita_common_node,,22,17d724dafc2d318a619abf3246ffd43c74094318,"Note OAS Alert: For information regarding NRT, refer to Non-Resident Tax Withhold (Functional Guidance and Procedures). Non-Resident Tax Withhold Non-Resident Tax Withhold"
KMT all_notes EN,dita_document:d04c0385d7d29e27afbf,,no,,conbody,dita_document,KA-04416_note_0002.dita,Note,dita_common_node,,13,efbd89e6e324783aa138c6108bf86eda7d7f9dcf,Note Note: There can only be one NRT withhold on a client’s account.
KMT all_notes EN,dita_document:cc089abb9efd8c07e32a,,no,,conbody,dita_document,KA-04416_note_0003.dita,Note,dita_common_node,,32,cb03511e119257766a43e22506e0bf068e42d560,"Note Note: An FVTW and an NRT withhold cannot b oth exist on the same account. In cases of foreign residence, only an NRT withhold can be deducted due to systems limitations."
KMT all_notes EN,dita_document:1a266ae679e5a3c6a95e,,no,,conbody,dita_document,KA-04416_note_0004.dita,Note,dita_common_node,,92,3325cd5115e086e7c90b088f7cf0bdcc2aba251d,"Note OAS Alert: To adjust and reimburse the Non-Resident Tax (NRT), refer to the following guidance material: Cancellation of Old Age Security Pension (OAS Operational Procedures) Cancellation of Old Age Security Pension Add/Change Tax Withhold/Non-Resident Year-To-Date Adjustments (OAS On-line System User Manual—This reference material is not owned or maintained by the KMT.) Add/Change Tax Withhold/Non-Resident Year-To-Date Adjustments Deductions (OAS On-line System User Manual—This reference material is not owned or maintained by the KMT.) Deductions Cancellation of Old Age Security Pension Add/Change Tax Withhold/Non-Resident Year-To-Date Adjustments Deductions"
KMT all_notes EN,dita_document:e1ed622c3843eaa2e0bc,,no,,conbody,dita_document,KA-04416_note_0005.dita,Note,dita_common_node,,39,7be58980a7188c530cc3079daacd4d2692f6201b,"Note Note: In some instances, doubling the tax withhold rate will not be sufficient to recover all the taxes owing for a particular year. Since the maximum rate of recovery is 50%, CRA will be responsible for additional recovery."
KMT all_notes EN,dita_document:0874339575fa8ca1c246,,no,,conbody,dita_document,KA-04416_note_0006.dita,Note,dita_common_node,,15,154311d00205586e59a0eee7a95b40759283e97f,Note Note: The recovery of retroactive tax must take place within the same taxation year.
KMT all_notes EN,dita_document:692049df614190fac0e3,,no,,conbody,dita_document,KA-04417_note_0001.dita,Note,dita_common_node,,9,46819f3e9f36840a2282a5925d6579653c515dec,Note Update: Updated information is identified with an asterisk (*).
KMT all_notes EN,dita_document:1a8b5974802c44b1b9a4,,no,,conbody,dita_document,KA-04417_note_0002.dita,Note,dita_common_node,,31,16f3c5bb9cad57109e992f9359676fd19982032f,Note Note: *A list of affected accounts with their associated PRN will be sent to the processing network via the National Managers Workload Forum. Work items will be created in PWS.
KMT all_notes EN,dita_document:1f530b6d3a937d0e0a3c,all_notes_en_cluster_00235,yes,2,conbody,dita_document,KA-04418_note_0001.dita,Note,dita_common_node,,15,4f691338d70572c13c8202eda392f9e454d3e658,Note Note: OAS pension payments that were already received do not have to be repaid.
KMT all_notes EN,dita_document:38188b92b8b503c0e9fe,all_notes_en_cluster_00235,yes,2,conbody,dita_document,KA-04418_note_0002.dita,Note,dita_common_node,,13,76e3009a68b9f7eee08d55acccd98a18dcdd54d5,Note Note: Benefits that were already received do not have to be repaid.
KMT all_notes EN,dita_document:b66db889f916bf9df0eb,,no,,conbody,dita_document,KA-04419_note_0001.dita,Note,dita_common_node,,9,5f703e81e7ab246ec252289dfc96ab9d7c3f933e,Note Note: This does not apply to PRDB beneficiaries
KMT all_notes EN,dita_document:68e4f9455cb4075e9beb,,no,,conbody,dita_document,KA-04419_note_0002.dita,Note,dita_common_node,,16,1d33234dbe674992cb65641dc23173508137adc0,"Note Note: As of January 1, 1987, pensions no longer cease as a result of remarriage."
KMT all_notes EN,dita_document:3420fa929dba8fad6a52,all_notes_en_cluster_00349,yes,5,conbody,dita_document,KA-04419_note_0003.dita,Note,dita_common_node,,52,fbe142c12dbeb79b5379c4e35b2bffdf39a09a79,"Note Note: A surviving child does not lose entitlement if they are adopted after the contributor's death. If the adoption results in a change of decision-making responsibility for a surviving child who is under the age of 18, the adoptive parents must submit a new application for the benefit payments to continue."
KMT all_notes EN,dita_document:ebfff559c4565a6bca1a,,no,,conbody,dita_document,KA-04419_note_0004.dita,Note,dita_common_node,,52,fd610cbf5c0da422a786dc46c510adf3a8255c4c,"Note Note: Effective January 1, 2025, when a disabled contributor reaches the age of 65, the DSB converts to the CPP RTR , or the PRDB ends, the child remains eligible for the DCCB provided they continue to meet all eligibility criteria (i.e., child-contributor relationship, school attendance for children aged 18-25 years)."
KMT all_notes EN,dita_document:40a88d24b398a2dac41f,,no,,conbody,dita_document,KA-04419_note_0005.dita,Note,dita_common_node,,44,4ab8d2d88e4656ff4364a894672d56dbfc1ce4e1,"Note Note: An application for a Surviving Child's benefit is required when the contributor dies in the month of the child's 18th birthday. If the child has reached 18 years of age at the time of the contributor's death, then no application is required."
